,event_id,group,similarity
0,20180119T000142Z,7b,0.6749344096159539
1,20180119T000506Z,1b,0.8492198715973162
2,20180119T000612Z,1a,0.8178812241595711
3,20180119T000622Z,1a,0.8642359849884845
4,20180119T000721Z,1a,0.88273642638606
5,20180119T000903Z,1b,0.8178776881066531
6,20180119T000932Z,1b,0.8729602497922587
7,20180119T000953Z,3c,0.666316671659387
8,20180119T001118Z,1d,0.8340003578318521
9,20180119T001133Z,1b,0.8621580664968729
10,20180119T001333Z,1c,0.8346552869749074
11,20180119T001550Z,1c,0.8834381933520253
12,20180119T001947Z,2d,0.8505587280061432
13,20180119T002000Z,1c,0.9249532303987207
14,20180119T002053Z,1a,0.8646653177179949
15,20180119T002103Z,1d,0.8629227041905142
16,20180119T002226Z,2c,0.8164336214277689
17,20180119T002354Z,3d,0.6546374251033449
18,20180119T002510Z,3b,0.6714880828237334
19,20180119T002542Z,1a,0.8711423213570255
20,20180119T002723Z,1a,0.8287986286010768
21,20180119T002813Z,1b,0.8588499746393647
22,20180119T002851Z,1a,0.8364660653337597
23,20180119T003037Z,1a,0.8392515278704957
24,20180119T003303Z,6b,0.7966113647103339
25,20180119T003438Z,2c,0.7659851545308735
26,20180119T003543Z,8d,0.7657633973041139
27,20180119T003629Z,1c,0.8947254042034666
28,20180119T003702Z,2c,0.8718456977341746
29,20180119T003748Z,1a,0.8387987063342469
30,20180119T003852Z,1b,0.9285643648557221
31,20180119T003905Z,2b,0.7508727220245895
32,20180119T003922Z,5a,0.7548727756061229
33,20180119T004035Z,1c,0.855803845710487
34,20180119T004305Z,1d,0.8529194150088059
35,20180119T004356Z,3b,0.6832122045700532
36,20180119T004416Z,1b,0.8251982106077118
37,20180119T004445Z,5a,0.815107833474909
38,20180119T004924Z,1d,0.8391752296518378
39,20180119T005013Z,1a,0.8199249132565317
40,20180119T005237Z,8c,0.6727043971469675
41,20180119T005320Z,1b,0.8171191811921756
42,20180119T005422Z,6b,0.7608426183189705
43,20180119T005442Z,1d,0.8755171120692775
44,20180119T005525Z,6c,0.7989674413032795
45,20180119T005746Z,1b,0.8625122756875451
46,20180119T005801Z,1a,0.908148816628212
47,20180119T005915Z,3d,0.6862693134198721
48,20180119T005936Z,6b,0.7745773680982759
49,20180119T005949Z,4d,0.7746267773713329
50,20180119T010027Z,1a,0.8693914208085958
51,20180119T010206Z,4b,0.7565395116797816
52,20180119T010216Z,1b,0.8770662784635315
53,20180119T010548Z,1b,0.8747124541868393
54,20180119T010655Z,2a,0.7594309511165738
55,20180119T010813Z,2c,0.7833536811968285
56,20180119T010855Z,2c,0.7712233337689142
57,20180119T011220Z,2a,0.7655429307857656
58,20180119T011421Z,2c,0.7641032335409657
59,20180119T011518Z,1b,0.8087160302726575
60,20180119T011643Z,1c,0.9287265941901103
61,20180119T011723Z,1a,0.8886806520404457
62,20180119T011741Z,2b,0.8096459433714353
63,20180119T011856Z,1a,0.8513209179451793
64,20180119T011919Z,1a,0.8521509257541224
65,20180119T011933Z,1a,0.8096582546802087
66,20180119T011945Z,1b,0.8105997988593211
67,20180119T012002Z,2c,0.8418664370204342
68,20180119T012320Z,2c,0.7862928677252309
69,20180119T012427Z,1b,0.9113426967549131
70,20180119T012507Z,1a,0.8435262589580005
71,20180119T012544Z,1d,0.8331025078317352
72,20180119T012615Z,8d,0.7023412171701278
73,20180119T012737Z,1a,0.9149128038014712
74,20180119T012852Z,1b,0.8798082766373178
75,20180119T012904Z,1b,0.809122785670349
76,20180119T013200Z,1c,0.8121452154337966
77,20180119T013332Z,1c,0.9315339963583791
78,20180119T013444Z,2c,0.8394623256780944
79,20180119T013524Z,1c,0.9118480552609312
80,20180119T013600Z,1a,0.8853734422812921
81,20180119T013619Z,1c,0.8439030504479653
82,20180119T013734Z,1d,0.8283287965121684
83,20180119T013748Z,1a,0.816325285377383
84,20180119T013839Z,3b,0.6902673499418713
85,20180119T013922Z,2c,0.8555839072947337
86,20180119T014035Z,2d,0.8293981195349057
87,20180119T014106Z,1d,0.8681751195107325
88,20180119T014126Z,2a,0.753258175481343
89,20180119T014251Z,1d,0.8354047701724131
90,20180119T014303Z,2d,0.8016806872263866
91,20180119T014315Z,1d,0.8542949927755
92,20180119T014325Z,2b,0.7739086927661258
93,20180119T014336Z,1c,0.8234665221069836
94,20180119T014349Z,2b,0.7914367425723744
95,20180119T014423Z,1c,0.9219481695995131
96,20180119T014609Z,2a,0.7553471962241064
97,20180119T014628Z,1a,0.844122242204809
98,20180119T014821Z,1b,0.8914394023665295
99,20180119T014833Z,1c,0.8560368993504978
100,20180119T014856Z,2a,0.754754776622996
101,20180119T015026Z,2c,0.7574187292183765
102,20180119T015041Z,1b,0.8579167243809487
103,20180119T015222Z,1a,0.8246902366123929
104,20180119T015314Z,1c,0.8996204693716258
105,20180119T015431Z,1a,0.8730944880693402
106,20180119T015525Z,2a,0.7702089347473317
107,20180119T015550Z,1c,0.9024762950411427
108,20180119T015643Z,4b,0.7630173338418617
109,20180119T015808Z,2c,0.7753547336659886
110,20180119T015846Z,4d,0.8318825529451629
111,20180119T020055Z,1d,0.8398743504981611
112,20180119T020117Z,1a,0.8424246359502651
113,20180119T020307Z,3a,0.654574707845897
114,20180119T020328Z,8a,0.6542742461485004
115,20180119T020529Z,3b,0.7019421097192641
116,20180119T020549Z,2c,0.8238004599743832
117,20180119T020657Z,2b,0.7949659072368341
118,20180119T020735Z,6b,0.7952107565565621
119,20180119T021045Z,1c,0.8734747131537554
120,20180119T021230Z,1a,0.8233063992258431
121,20180119T021358Z,1a,0.8914399056934268
122,20180119T021450Z,2d,0.8088604466983855
123,20180119T021500Z,2a,0.7578911116164133
124,20180119T021538Z,4b,0.7658066506369384
125,20180119T021618Z,1c,0.8803139084389497
126,20180119T022122Z,1a,0.8219962582603964
127,20180119T022139Z,7d,0.6519321711350955
128,20180119T022309Z,1c,0.917889217365091
129,20180119T022336Z,5a,0.7813680628222021
130,20180119T022402Z,7a,0.6799787906245573
131,20180119T022538Z,6a,0.8592778695300822
132,20180119T022636Z,2c,0.7605876687306621
133,20180119T022853Z,1d,0.8698140971118209
134,20180119T023104Z,1d,0.8309248103751644
135,20180119T023305Z,6a,0.8330520577642561
136,20180119T023400Z,2c,0.8553204355185391
137,20180119T023450Z,5c,0.7815386474288316
138,20180119T023524Z,2a,0.7731183003839753
139,20180119T023546Z,1d,0.8135718624061598
140,20180119T023610Z,1a,0.820378022863492
141,20180119T023709Z,6a,0.7905376579616034
142,20180119T023802Z,2c,0.7813787435000911
143,20180119T023956Z,1a,0.8064926848214009
144,20180119T024028Z,1c,0.8129846695524219
145,20180119T024047Z,1b,0.8822867379054377
146,20180119T024113Z,8a,0.6877934842244504
147,20180119T024149Z,1d,0.9100138285259577
148,20180119T024213Z,6a,0.775738537923809
149,20180119T024258Z,4d,0.7651045077760089
150,20180119T024359Z,1b,0.878158248723538
151,20180119T024419Z,1b,0.8582989192186739
152,20180119T024441Z,1c,0.8961429358526869
153,20180119T024704Z,2c,0.7540629943109554
154,20180119T024755Z,8c,0.7133205947745206
155,20180119T024907Z,6c,0.7685269025236825
156,20180119T024945Z,1a,0.8842988037368181
157,20180119T024957Z,1a,0.8222167733453789
158,20180119T025021Z,2a,0.7607408104214495
159,20180119T025102Z,1c,0.8856365852256683
160,20180119T025214Z,1a,0.8048782743815673
161,20180119T025230Z,2d,0.9074163846776095
162,20180119T025247Z,1d,0.8171471307106775
163,20180119T025613Z,6a,0.7526114845219208
164,20180119T025759Z,6a,0.8177732889952278
165,20180119T025822Z,1d,0.8442345305085839
166,20180119T025907Z,1a,0.8784564344258351
167,20180119T030017Z,2d,0.8512390856911427
168,20180119T030102Z,6c,0.7537419008746881
169,20180119T030200Z,2a,0.8862829842948184
170,20180119T030346Z,2a,0.8153311533981442
171,20180119T030409Z,1b,0.8176479140029648
172,20180119T030521Z,1b,0.8657561102430004
173,20180119T030548Z,6a,0.7741609915621884
174,20180119T030647Z,4b,0.7531931723674878
175,20180119T030749Z,2c,0.8145466200902212
176,20180119T030903Z,1d,0.8654696754976852
177,20180119T030933Z,2c,0.7648872669523551
178,20180119T031022Z,2c,0.8149697206785715
179,20180119T031033Z,1c,0.8400126947617311
180,20180119T031125Z,1a,0.823656676569712
181,20180119T031204Z,6a,0.7572879134408415
182,20180119T031418Z,6c,0.8446059640229221
183,20180119T031446Z,2c,0.7944821379556536
184,20180119T031517Z,1c,0.805748686087722
185,20180119T031639Z,2c,0.7878267226630586
186,20180119T031654Z,1b,0.8934343181579205
187,20180119T031707Z,1a,0.8506153622415128
188,20180119T032009Z,3d,0.6644857693107706
189,20180119T032022Z,5c,0.7553437916836173
190,20180119T032118Z,2c,0.7670584646471299
191,20180119T032132Z,7c,0.6553051574766752
192,20180119T032251Z,1c,0.813389748660745
193,20180119T032422Z,2a,0.8257650593379314
194,20180119T032437Z,1a,0.8080568039747095
195,20180119T032519Z,2d,0.7774815187504659
196,20180119T032537Z,1c,0.8568043698885119
197,20180119T032816Z,1c,0.8789912904630506
198,20180119T032829Z,4d,0.8261238799172367
199,20180119T032904Z,2a,0.7557403647125961
200,20180119T032920Z,2c,0.8502065256399329
201,20180119T033103Z,1a,0.857690536958612
202,20180119T033149Z,2c,0.8569959948605712
203,20180119T033252Z,7d,0.6755928241048621
204,20180119T033319Z,8a,0.6571651910830134
205,20180119T033629Z,2c,0.7649556203972556
