,event_id,group,similarity
0,20180211T000111Z,3b,0.6849545493532192
1,20180211T000238Z,3d,0.6613421637049229
2,20180211T000303Z,2a,0.7593956447126171
3,20180211T000348Z,5b,0.7694953919602416
4,20180211T000418Z,2a,0.8290719244414927
5,20180211T000458Z,1c,0.8646977828908881
6,20180211T000513Z,3b,0.6859922563637026
7,20180211T000651Z,4b,0.7633112622700942
8,20180211T000827Z,4d,0.7762395736347079
9,20180211T000948Z,1d,0.8267298545777417
10,20180211T001016Z,4b,0.7824103341313705
11,20180211T001440Z,3b,0.6831660790713446
12,20180211T001559Z,1a,0.8695466365218181
13,20180211T001619Z,1c,0.8669828321106976
14,20180211T001710Z,8b,0.6860837159700225
15,20180211T001757Z,5c,0.759844399496948
16,20180211T001949Z,2b,0.7818165005053143
17,20180211T002042Z,5a,0.8139409560722488
18,20180211T002128Z,6a,0.7632794379342075
19,20180211T002311Z,4b,0.8157940830569684
20,20180211T002554Z,3c,0.6847763884332005
21,20180211T002652Z,3a,0.687668611592748
22,20180211T002806Z,1a,0.8061559069037456
23,20180211T002909Z,3a,0.6632854639966099
24,20180211T003016Z,8d,0.7054921158951647
25,20180211T003039Z,1c,0.8442086499889395
26,20180211T003253Z,1b,0.8284747008405551
27,20180211T003502Z,3d,0.7256780265922432
28,20180211T003729Z,1b,0.8406031877695367
29,20180211T003742Z,2c,0.7568333386083391
30,20180211T003859Z,1c,0.8201915012790475
31,20180211T004111Z,3b,0.6716207263659891
32,20180211T004137Z,4b,0.818276672487554
33,20180211T004211Z,1d,0.8208512315940262
34,20180211T004311Z,2b,0.7687441501161278
35,20180211T004618Z,5c,0.7702306814907337
36,20180211T004711Z,3c,0.6918618949745262
37,20180211T004741Z,3c,0.6875098138903991
38,20180211T004932Z,1c,0.8457910171938938
39,20180211T004954Z,3a,0.6541279622601546
40,20180211T005010Z,8a,0.7241090297168158
41,20180211T005031Z,6c,0.7556312170606072
42,20180211T005053Z,4b,0.7614008234065532
43,20180211T005103Z,3c,0.8110195445103562
44,20180211T005435Z,1c,0.8408101191107347
45,20180211T005746Z,5c,0.7520177799950637
46,20180211T005908Z,1c,0.8642090990171438
47,20180211T010010Z,1d,0.8006235043343135
48,20180211T010158Z,1b,0.8170953852891787
49,20180211T010602Z,3a,0.7379584063340914
50,20180211T010702Z,1c,0.8601562809001608
51,20180211T010714Z,5c,0.7665616246172282
52,20180211T010849Z,2a,0.821628056710716
53,20180211T011017Z,3b,0.740269820314632
54,20180211T011037Z,3d,0.7579511823987791
55,20180211T011147Z,6a,0.7764790522529539
56,20180211T011300Z,1a,0.8351378551069341
57,20180211T011334Z,2a,0.7642877214456681
