,event_id,stations,ref_time,ref_duration,group
0,20180103T000029Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-03T00:00:29.360000Z,2.571988,7d
1,20180103T000103Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T00:01:03.820000Z,0.891988,1b
2,20180103T000142Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T00:01:42.310000Z,8.911989,4d
3,20180103T000240Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T00:02:40.210000Z,2.661988,1d
4,20180103T000304Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T00:03:04.990000Z,2.661988,1d
5,20180103T000400Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-03T00:04:00.970000Z,2.101988,7b
6,20180103T000745Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T00:07:45.330000Z,0.891988,1b
7,20180103T001112Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T00:11:12.240000Z,2.661988,1d
8,20180103T001135Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:11:35.100000Z,3.051989,2c
9,20180103T001421Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T00:14:21.180000Z,2.661988,1d
10,20180103T001613Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-03T00:16:13.760000Z,6.471988,2a
11,20180103T002041Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T00:20:41.030000Z,18.921988,8b
12,20180103T002124Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:21:24.600000Z,3.051989,2c
13,20180103T002311Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-03T00:23:11.490000Z,2.571988,7d
14,20180103T002330Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T00:23:30.010000Z,1.611988,1a
15,20180103T002626Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-03T00:26:26.100000Z,6.471988,2a
16,20180103T002939Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T00:29:39.990000Z,14.151989,6b
17,20180103T003104Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T00:31:04.480000Z,2.661988,1d
18,20180103T003159Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:31:59.290000Z,8.961989,1c
19,20180103T003332Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-03T00:33:32.660000Z,2.571988,7d
20,20180103T003634Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:36:34.450000Z,8.961989,1c
21,20180103T003711Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:37:11.760000Z,5.901988,6a
22,20180103T003845Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:38:45.700000Z,8.961989,1c
23,20180103T004208Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:42:08.410000Z,8.961989,1c
24,20180103T004248Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-03T00:42:48.210000Z,2.101988,7b
25,20180103T004356Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T00:43:56.600000Z,2.661988,1d
26,20180103T004448Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-03T00:44:48.630000Z,6.471988,2a
27,20180103T004508Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:45:08.290000Z,8.961989,1c
28,20180103T004634Z,"['2A.BBS06.', '2A.BBS05.', '2A.BBS09.']",2018-01-03T00:46:34.780000Z,7.541989,8d
29,20180103T004755Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-03T00:47:55.640000Z,13.031989,4c
30,20180103T005018Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T00:50:18.930000Z,0.891988,1b
31,20180103T005109Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-03T00:51:09.560000Z,3.511988,3d
32,20180103T005130Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T00:51:30.130000Z,14.151989,6b
33,20180103T005217Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:52:17.630000Z,8.961989,1c
34,20180103T005442Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T00:54:42.210000Z,0.891988,1b
35,20180103T005522Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T00:55:22.940000Z,5.901988,6a
36,20180103T005602Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-03T00:56:02.300000Z,2.101988,7b
37,20180103T005648Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-03T00:56:48.280000Z,6.471988,2a
38,20180103T010130Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T01:01:30.610000Z,14.151989,6b
39,20180103T010451Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T01:04:51.160000Z,3.051989,2c
40,20180103T010614Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T01:06:14.910000Z,8.961989,1c
41,20180103T010759Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-03T01:07:59.670000Z,5.761988,2d
42,20180103T010903Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T01:09:03.310000Z,8.961989,1c
43,20180103T011105Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T01:11:05.430000Z,3.051989,2c
44,20180103T011120Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T01:11:20.120000Z,10.731988,6c
45,20180103T011226Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T01:12:26.830000Z,1.611988,1a
46,20180103T011319Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-03T01:13:19.850000Z,6.471988,2a
47,20180103T011424Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-03T01:14:24.600000Z,2.661988,1d
48,20180103T011529Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-03T01:15:29.680000Z,3.521989,7a
49,20180103T011623Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-03T01:16:23.180000Z,8.961989,1c
50,20180103T011752Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-03T01:17:52.480000Z,5.761988,2d
