,event_id,group,similarity
0,20180128T000314Z,1d,0.8247110066557222
1,20180128T000445Z,1c,0.8340415397760658
2,20180128T000456Z,1b,0.8176420316450567
3,20180128T000539Z,2c,0.8060359523337629
4,20180128T000815Z,6a,0.7857245249240806
5,20180128T000858Z,1b,0.9049719283491507
6,20180128T001108Z,7c,0.6644162502488024
7,20180128T001122Z,4b,0.8207519863577438
8,20180128T001230Z,6a,0.8262030634088237
9,20180128T001255Z,1b,0.8402580153454008
10,20180128T001335Z,1b,0.8607387758133742
11,20180128T001440Z,1a,0.8774660250219412
12,20180128T001500Z,1d,0.9083168427053059
13,20180128T001516Z,1a,0.8494147322700287
14,20180128T001716Z,3d,0.7012767676131753
15,20180128T001755Z,1b,0.8329227187551339
16,20180128T002058Z,1b,0.854971457080538
17,20180128T002446Z,1c,0.8624344585576137
18,20180128T002521Z,3c,0.7579494417966345
19,20180128T002605Z,1c,0.933032998324094
20,20180128T002648Z,2a,0.7893931295964157
21,20180128T002701Z,1a,0.8451342627940968
22,20180128T002800Z,1a,0.8408185833553801
23,20180128T003211Z,1a,0.8885581335127678
24,20180128T003234Z,1a,0.8281636088343789
25,20180128T003407Z,1c,0.897095508916424
26,20180128T003542Z,6c,0.8444647311908237
27,20180128T003655Z,3d,0.6751255231740274
28,20180128T003948Z,7b,0.6607524562862394
29,20180128T004109Z,1b,0.8089484834466516
30,20180128T004212Z,6a,0.8080197959773072
31,20180128T004308Z,1b,0.8423474742572058
32,20180128T004330Z,1a,0.8653764616534508
33,20180128T004347Z,4b,0.8351116755270817
34,20180128T004430Z,2a,0.7554741724606121
35,20180128T004447Z,1c,0.93006302278363
36,20180128T004528Z,3c,0.7113882422632933
37,20180128T004553Z,1a,0.8671014179510449
38,20180128T004704Z,1a,0.8613505863604858
39,20180128T004754Z,1b,0.8228296355889599
40,20180128T004825Z,1c,0.8480358586838628
41,20180128T004942Z,1b,0.8130401165650131
42,20180128T005006Z,1a,0.8986777599317376
43,20180128T005213Z,1b,0.8179279973492803
44,20180128T005337Z,2a,0.8094700178653129
45,20180128T005431Z,2d,0.7679123402419513
46,20180128T005728Z,1c,0.806833549320787
47,20180128T005757Z,1b,0.8658275734658575
48,20180128T005933Z,1c,0.8743194365400824
49,20180128T005945Z,1b,0.8620519387248657
50,20180128T010036Z,5c,0.7659070741935342
51,20180128T010054Z,1c,0.8396567050525318
52,20180128T010135Z,6b,0.8427248395783604
