#dataset: GeoCSV 2.0
#delimiter: |
#field_unit: unitless|unitless|unitless|unitless|unitless|hertz|ISO_8601|ISO_8601
#field_type: string|string|string|string|string|float|datetime|datetime
Network|Station|Location|Channel|Quality|SampleRate|Earliest|Latest
2A|REF04||GLN|M|1000.0|2018-01-09T00:03:13.000000Z|2018-01-09T00:03:22.970000Z
2A|REF04||GLN|M|1000.0|2018-01-09T00:04:36.000000Z|2018-01-10T00:02:32.749000Z
2A|REF04||GLN|M|1000.0|2018-01-10T00:03:13.000000Z|2018-01-10T00:03:22.970000Z
2A|REF04||GLN|M|1000.0|2018-01-10T00:04:41.000000Z|2018-01-11T00:03:17.499000Z
2A|REF04||GLN|M|1000.0|2018-01-11T00:03:57.000000Z|2018-01-11T00:04:06.970000Z
2A|REF04||GLN|M|1000.0|2018-01-11T00:05:31.000000Z|2018-01-12T00:02:35.749000Z
2A|REF04||GLN|M|1000.0|2018-01-12T00:03:15.000000Z|2018-01-12T00:03:24.970000Z
2A|REF04||GLN|M|1000.0|2018-01-12T00:04:54.000000Z|2018-01-12T12:59:59.969000Z
2A|REF04||GLN|M|1000.0|2018-01-12T13:00:00.000000Z|2018-01-12T15:59:59.975000Z
2A|REF04||GLN|M|1000.0|2018-01-12T16:00:00.000000Z|2018-01-14T00:59:59.987000Z
2A|REF04||GLN|M|1000.0|2018-01-14T01:00:00.000000Z|2018-01-16T04:59:59.959000Z
2A|REF04||GLN|M|1000.0|2018-01-16T05:00:00.000000Z|2018-01-16T10:59:59.981000Z
2A|REF04||GLN|M|1000.0|2018-01-16T11:00:00.000000Z|2018-01-18T00:00:23.749000Z
2A|REF04||GLN|M|1000.0|2018-01-18T00:00:38.750000Z|2018-01-18T00:01:23.749000Z
2A|REF04||GLN|M|1000.0|2018-01-18T00:02:07.000000Z|2018-01-18T00:02:21.528000Z
2A|REF04||GLN|M|1000.0|2018-01-18T00:02:22.529000Z|2018-01-18T00:02:39.528000Z
2A|REF04||GLN|M|1000.0|2018-01-18T00:02:40.000000Z|2018-01-19T00:02:49.499000Z
2A|REF04||GLN|M|1000.0|2018-01-19T00:03:30.000000Z|2018-01-19T00:03:44.527000Z
2A|REF04||GLN|M|1000.0|2018-01-19T00:03:45.528000Z|2018-01-19T00:04:02.527000Z
2A|REF04||GLN|M|1000.0|2018-01-19T00:04:03.000000Z|2018-01-20T00:02:14.499000Z
2A|REF04||GLN|M|1000.0|2018-01-20T00:02:55.000000Z|2018-01-20T00:03:09.533000Z
2A|REF04||GLN|M|1000.0|2018-01-20T00:03:10.534000Z|2018-01-20T00:03:27.533000Z
2A|REF04||GLN|M|1000.0|2018-01-20T00:03:28.000000Z|2018-01-21T00:02:57.749000Z
2A|REF04||GLN|M|1000.0|2018-01-21T00:03:38.000000Z|2018-01-21T00:03:52.527000Z
2A|REF04||GLN|M|1000.0|2018-01-21T00:03:53.528000Z|2018-01-21T00:04:10.527000Z
2A|REF04||GLN|M|1000.0|2018-01-21T00:04:11.000000Z|2018-01-21T19:59:59.965000Z
2A|REF04||GLN|M|1000.0|2018-01-21T20:00:00.000000Z|2018-01-21T23:58:46.499000Z
2A|REF04||GLN|M|1000.0|2018-01-21T23:58:50.500000Z|2018-01-22T00:03:08.499000Z
2A|REF04||GLN|M|1000.0|2018-01-22T00:03:49.000000Z|2018-01-22T00:04:03.527000Z
2A|REF04||GLN|M|1000.0|2018-01-22T00:04:42.000000Z|2018-01-23T00:04:04.499000Z
2A|REF04||GLN|M|1000.0|2018-01-23T00:04:45.000000Z|2018-01-23T00:04:54.970000Z
2A|REF04||GLN|M|1000.0|2018-01-23T00:06:08.000000Z|2018-01-24T00:04:02.749000Z
2A|REF04||GLN|M|1000.0|2018-01-24T00:04:43.000000Z|2018-01-24T00:04:52.970000Z
2A|REF04||GLN|M|1000.0|2018-01-24T00:06:11.000000Z|2018-01-25T00:01:20.499000Z
2A|REF04||GLN|M|1000.0|2018-01-25T00:02:01.000000Z|2018-01-25T00:02:10.970000Z
2A|REF04||GLN|M|1000.0|2018-01-25T00:03:37.000000Z|2018-01-25T05:59:59.969000Z
2A|REF04||GLN|M|1000.0|2018-01-25T06:00:00.000000Z|2018-01-26T00:03:07.749000Z
2A|REF04||GLN|M|1000.0|2018-01-26T00:03:48.000000Z|2018-01-26T00:03:57.970000Z
2A|REF04||GLN|M|1000.0|2018-01-26T00:05:27.000000Z|2018-01-26T22:59:59.993000Z
2A|REF04||GLN|M|1000.0|2018-01-26T23:00:00.000000Z|2018-01-27T00:04:22.749000Z
2A|REF04||GLN|M|1000.0|2018-01-27T00:05:03.000000Z|2018-01-27T00:05:12.249000Z
2A|REF04||GLN|M|1000.0|2018-01-27T00:06:46.000000Z|2018-01-27T05:31:52.499000Z
2A|REF04||GLZ|M|1000.0|2017-12-30T00:00:00.000000Z|2017-12-31T16:59:59.965000Z
2A|REF04||GLZ|M|1000.0|2017-12-31T17:00:00.000000Z|2018-01-01T22:59:59.947000Z
2A|REF04||GLZ|M|1000.0|2018-01-01T23:00:00.000000Z|2018-01-03T23:59:59.999000Z
2A|REF04||GLZ|M|1000.0|2018-01-05T00:00:00.000000Z|2018-01-05T00:02:31.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-05T00:03:12.000000Z|2018-01-05T00:03:26.532000Z
2A|REF04||GLZ|M|1000.0|2018-01-05T00:03:27.533000Z|2018-01-05T00:03:44.532000Z
2A|REF04||GLZ|M|1000.0|2018-01-05T00:03:45.000000Z|2018-01-05T19:59:59.967000Z
2A|REF04||GLZ|M|1000.0|2018-01-05T20:00:00.000000Z|2018-01-06T00:02:27.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-06T00:03:08.000000Z|2018-01-06T00:03:22.530000Z
2A|REF04||GLZ|M|1000.0|2018-01-06T00:03:23.531000Z|2018-01-06T00:03:40.530000Z
2A|REF04||GLZ|M|1000.0|2018-01-06T00:03:41.000000Z|2018-01-06T11:59:59.975000Z
2A|REF04||GLZ|M|1000.0|2018-01-06T12:00:00.000000Z|2018-01-07T00:02:48.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-07T00:03:29.000000Z|2018-01-07T00:03:43.527000Z
2A|REF04||GLZ|M|1000.0|2018-01-07T00:03:44.528000Z|2018-01-07T00:04:01.527000Z
2A|REF04||GLZ|M|1000.0|2018-01-07T00:04:02.000000Z|2018-01-07T23:58:54.249000Z
2A|REF04||GLZ|M|1000.0|2018-01-07T23:59:04.500000Z|2018-01-08T00:03:15.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-08T00:03:57.000000Z|2018-01-08T00:04:11.532000Z
2A|REF04||GLZ|M|1000.0|2018-01-08T00:04:12.533000Z|2018-01-08T00:04:19.782000Z
2A|REF04||GLZ|M|1000.0|2018-01-08T00:04:49.000000Z|2018-01-09T00:02:32.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-09T00:03:13.000000Z|2018-01-09T00:03:23.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-09T00:04:36.000000Z|2018-01-09T07:59:59.985000Z
2A|REF04||GLZ|M|1000.0|2018-01-09T08:00:00.000000Z|2018-01-10T00:02:32.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-10T00:03:13.000000Z|2018-01-10T00:03:23.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-10T00:04:41.000000Z|2018-01-10T01:59:59.963000Z
2A|REF04||GLZ|M|1000.0|2018-01-10T02:00:00.000000Z|2018-01-11T00:03:17.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-11T00:03:57.000000Z|2018-01-11T00:04:07.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-11T00:05:31.000000Z|2018-01-12T00:02:35.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-12T00:03:15.000000Z|2018-01-12T00:03:25.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-12T00:04:54.000000Z|2018-01-12T08:59:59.983000Z
2A|REF04||GLZ|M|1000.0|2018-01-12T09:00:00.000000Z|2018-01-12T23:59:59.995000Z
2A|REF04||GLZ|M|1000.0|2018-01-13T00:00:00.000000Z|2018-01-14T16:59:59.937000Z
2A|REF04||GLZ|M|1000.0|2018-01-14T17:00:00.000000Z|2018-01-14T17:59:59.971000Z
2A|REF04||GLZ|M|1000.0|2018-01-14T18:00:00.000000Z|2018-01-15T04:59:59.955000Z
2A|REF04||GLZ|M|1000.0|2018-01-15T05:00:00.000000Z|2018-01-16T20:59:59.941000Z
2A|REF04||GLZ|M|1000.0|2018-01-16T21:00:00.000000Z|2018-01-18T00:00:24.249000Z
2A|REF04||GLZ|M|1000.0|2018-01-18T00:00:39.000000Z|2018-01-18T00:01:24.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-18T00:02:07.000000Z|2018-01-18T00:02:21.528000Z
2A|REF04||GLZ|M|1000.0|2018-01-18T00:02:22.529000Z|2018-01-18T00:02:39.528000Z
2A|REF04||GLZ|M|1000.0|2018-01-18T00:02:40.000000Z|2018-01-19T00:02:49.457000Z
2A|REF04||GLZ|M|1000.0|2018-01-19T00:03:30.000000Z|2018-01-19T00:03:44.527000Z
2A|REF04||GLZ|M|1000.0|2018-01-19T00:03:45.528000Z|2018-01-19T00:04:02.527000Z
2A|REF04||GLZ|M|1000.0|2018-01-19T00:04:03.000000Z|2018-01-19T00:59:59.983000Z
2A|REF04||GLZ|M|1000.0|2018-01-19T01:00:00.000000Z|2018-01-20T00:02:14.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-20T00:02:55.000000Z|2018-01-20T00:03:09.533000Z
2A|REF04||GLZ|M|1000.0|2018-01-20T00:03:10.534000Z|2018-01-20T00:03:27.533000Z
2A|REF04||GLZ|M|1000.0|2018-01-20T00:03:28.000000Z|2018-01-21T00:02:57.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-21T00:03:38.000000Z|2018-01-21T00:03:52.527000Z
2A|REF04||GLZ|M|1000.0|2018-01-21T00:03:53.528000Z|2018-01-21T00:04:10.527000Z
2A|REF04||GLZ|M|1000.0|2018-01-21T00:04:11.000000Z|2018-01-21T23:58:47.249000Z
2A|REF04||GLZ|M|1000.0|2018-01-21T23:58:50.500000Z|2018-01-22T00:03:08.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-22T00:03:49.000000Z|2018-01-22T00:04:03.527000Z
2A|REF04||GLZ|M|1000.0|2018-01-22T00:04:04.528000Z|2018-01-22T00:04:05.498000Z
2A|REF04||GLZ|M|1000.0|2018-01-22T00:04:42.000000Z|2018-01-23T00:04:04.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-23T00:04:45.000000Z|2018-01-23T00:04:55.249000Z
2A|REF04||GLZ|M|1000.0|2018-01-23T00:06:08.000000Z|2018-01-23T01:59:59.965000Z
2A|REF04||GLZ|M|1000.0|2018-01-23T02:00:00.000000Z|2018-01-24T00:04:02.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-24T00:04:43.000000Z|2018-01-24T00:04:53.249000Z
2A|REF04||GLZ|M|1000.0|2018-01-24T00:06:11.000000Z|2018-01-24T12:59:59.995000Z
2A|REF04||GLZ|M|1000.0|2018-01-24T13:00:00.000000Z|2018-01-25T00:01:20.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-25T00:02:01.000000Z|2018-01-25T00:02:11.499000Z
2A|REF04||GLZ|M|1000.0|2018-01-25T00:03:37.000000Z|2018-01-25T06:59:59.995000Z
2A|REF04||GLZ|M|1000.0|2018-01-25T07:00:00.000000Z|2018-01-25T17:59:59.960000Z
2A|REF04||GLZ|M|1000.0|2018-01-25T18:00:00.000000Z|2018-01-26T00:03:07.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-26T00:03:48.000000Z|2018-01-26T00:03:58.249000Z
2A|REF04||GLZ|M|1000.0|2018-01-26T00:05:27.000000Z|2018-01-27T00:04:22.749000Z
2A|REF04||GLZ|M|1000.0|2018-01-27T00:05:03.000000Z|2018-01-27T00:05:12.970000Z
2A|REF04||GLZ|M|1000.0|2018-01-27T00:06:46.000000Z|2018-01-27T05:31:53.249000Z
2A|REF07||GLE|M|1000.0|2018-01-02T05:27:08.000000Z|2018-01-03T23:59:59.999000Z
2A|REF07||GLE|M|1000.0|2018-01-04T13:00:00.000000Z|2018-01-05T15:59:59.947000Z
2A|REF07||GLE|M|1000.0|2018-01-05T16:00:00.000000Z|2018-01-05T16:59:59.985000Z
2A|REF07||GLE|M|1000.0|2018-01-05T17:00:00.000000Z|2018-01-06T22:59:59.967000Z
2A|REF07||GLE|M|1000.0|2018-01-06T23:00:00.000000Z|2018-01-09T05:59:59.949000Z
2A|REF07||GLE|M|1000.0|2018-01-09T06:00:00.000000Z|2018-01-11T11:59:59.969000Z
2A|REF07||GLE|M|1000.0|2018-01-11T12:00:00.000000Z|2018-01-12T03:26:29.249000Z
2A|REF07||GLE|M|1000.0|2018-01-12T04:00:00.000000Z|2018-01-12T12:59:59.991000Z
2A|REF07||GLE|M|1000.0|2018-01-12T13:00:00.000000Z|2018-01-19T09:59:59.949000Z
2A|REF07||GLE|M|1000.0|2018-01-19T10:00:00.000000Z|2018-01-20T01:59:59.983000Z
2A|REF07||GLE|M|1000.0|2018-01-20T02:00:00.000000Z|2018-01-23T00:59:59.960000Z
2A|REF07||GLE|M|1000.0|2018-01-23T01:00:00.000000Z|2018-01-26T09:59:59.957000Z
2A|REF07||GLE|M|1000.0|2018-01-26T10:00:00.000000Z|2018-01-26T16:11:33.249000Z
2A|REF07||GLE|M|1000.0|2018-01-26T17:00:00.000000Z|2018-01-28T23:59:59.999000Z
2A|REF07||GLE|M|1000.0|2018-01-29T08:00:00.000000Z|2018-01-29T23:59:59.999000Z
2A|REF07||GLN|M|1000.0|2018-01-02T05:27:08.000000Z|2018-01-03T23:59:59.999000Z
2A|REF07||GLN|M|1000.0|2018-01-04T13:00:00.000000Z|2018-01-05T22:59:59.961000Z
2A|REF07||GLN|M|1000.0|2018-01-05T23:00:00.000000Z|2018-01-12T03:26:29.249000Z
2A|REF07||GLN|M|1000.0|2018-01-12T04:00:00.000000Z|2018-01-12T04:59:59.943000Z
2A|REF07||GLN|M|1000.0|2018-01-12T05:00:00.000000Z|2018-01-13T04:59:59.973000Z
2A|REF07||GLN|M|1000.0|2018-01-13T05:00:00.000000Z|2018-01-19T03:59:59.943000Z
2A|REF07||GLN|M|1000.0|2018-01-19T04:00:00.000000Z|2018-01-22T03:59:59.991000Z
2A|REF07||GLN|M|1000.0|2018-01-22T04:00:00.000000Z|2018-01-26T16:11:33.249000Z
2A|REF07||GLN|M|1000.0|2018-01-26T17:00:00.000000Z|2018-01-28T08:59:59.981000Z
2A|REF07||GLN|M|1000.0|2018-01-28T09:00:00.000000Z|2018-01-28T23:59:59.999000Z
2A|REF07||GLN|M|1000.0|2018-01-29T08:00:00.000000Z|2018-01-29T13:59:59.991000Z
2A|REF07||GLN|M|1000.0|2018-01-29T14:00:00.000000Z|2018-01-29T23:59:59.999000Z
2A|REF07||GLZ|M|1000.0|2018-01-02T05:27:08.000000Z|2018-01-03T23:59:59.999000Z
2A|REF07||GLZ|M|1000.0|2018-01-04T13:00:00.000000Z|2018-01-09T04:59:59.975000Z
2A|REF07||GLZ|M|1000.0|2018-01-09T05:00:00.000000Z|2018-01-10T13:59:59.947000Z
2A|REF07||GLZ|M|1000.0|2018-01-10T14:00:00.000000Z|2018-01-12T03:26:29.249000Z
2A|REF07||GLZ|M|1000.0|2018-01-12T04:00:00.000000Z|2018-01-15T02:59:59.957000Z
2A|REF07||GLZ|M|1000.0|2018-01-15T03:00:00.000000Z|2018-01-15T04:59:59.971000Z
2A|REF07||GLZ|M|1000.0|2018-01-15T05:00:00.000000Z|2018-01-15T21:59:59.960000Z
2A|REF07||GLZ|M|1000.0|2018-01-15T22:00:00.000000Z|2018-01-20T21:59:59.965000Z
2A|REF07||GLZ|M|1000.0|2018-01-20T22:00:00.000000Z|2018-01-22T05:59:59.971000Z
2A|REF07||GLZ|M|1000.0|2018-01-22T06:00:00.000000Z|2018-01-26T16:11:33.249000Z
2A|REF07||GLZ|M|1000.0|2018-01-26T17:00:00.000000Z|2018-01-28T23:59:59.999000Z
2A|REF07||GLZ|M|1000.0|2018-01-29T09:00:00.000000Z|2018-01-29T23:59:59.999000Z
2A|REF08||GLE|M|1000.0|2018-01-02T06:43:03.000000Z|2018-01-08T08:59:59.959000Z
2A|REF08||GLE|M|1000.0|2018-01-08T09:00:00.000000Z|2018-01-09T11:59:59.939000Z
2A|REF08||GLE|M|1000.0|2018-01-09T12:00:00.000000Z|2018-01-12T11:59:59.941000Z
2A|REF08||GLE|M|1000.0|2018-01-12T12:00:00.000000Z|2018-01-12T18:46:02.249000Z
2A|REF08||GLE|M|1000.0|2018-01-16T07:41:45.250000Z|2018-01-16T11:59:59.957000Z
2A|REF08||GLE|M|1000.0|2018-01-16T12:00:00.000000Z|2018-01-20T05:59:59.943000Z
2A|REF08||GLE|M|1000.0|2018-01-20T06:00:00.000000Z|2018-01-24T04:59:59.947000Z
2A|REF08||GLE|M|1000.0|2018-01-24T05:00:00.000000Z|2018-01-24T10:59:59.969000Z
2A|REF08||GLE|M|1000.0|2018-01-24T11:00:00.000000Z|2018-01-24T13:59:59.939000Z
2A|REF08||GLE|M|1000.0|2018-01-24T14:00:00.000000Z|2018-01-25T11:59:59.975000Z
2A|REF08||GLE|M|1000.0|2018-01-25T12:00:00.000000Z|2018-01-28T01:59:59.983000Z
2A|REF08||GLE|M|1000.0|2018-01-28T02:00:00.000000Z|2018-01-28T08:59:59.961000Z
2A|REF08||GLE|M|1000.0|2018-01-28T09:00:00.000000Z|2018-01-29T23:59:59.999000Z
2A|REF08||GLN|M|1000.0|2018-01-02T06:43:03.000000Z|2018-01-12T18:46:02.249000Z
2A|REF08||GLN|M|1000.0|2018-01-16T07:41:45.250000Z|2018-01-17T03:59:59.979000Z
2A|REF08||GLN|M|1000.0|2018-01-17T04:00:00.000000Z|2018-01-18T05:59:59.965000Z
2A|REF08||GLN|M|1000.0|2018-01-18T06:00:00.000000Z|2018-01-23T06:59:59.973000Z
2A|REF08||GLN|M|1000.0|2018-01-23T07:00:00.000000Z|2018-01-23T08:59:59.977000Z
2A|REF08||GLN|M|1000.0|2018-01-23T09:00:00.000000Z|2018-01-25T08:59:59.951000Z
2A|REF08||GLN|M|1000.0|2018-01-25T09:00:00.000000Z|2018-01-29T23:59:59.999000Z
2A|REF08||GLZ|M|1000.0|2018-01-02T06:43:03.000000Z|2018-01-06T06:59:59.973000Z
2A|REF08||GLZ|M|1000.0|2018-01-06T07:00:00.000000Z|2018-01-12T12:59:59.975000Z
2A|REF08||GLZ|M|1000.0|2018-01-12T13:00:00.000000Z|2018-01-12T18:46:03.249000Z
2A|REF08||GLZ|M|1000.0|2018-01-16T07:41:46.000000Z|2018-01-23T08:59:59.941000Z
2A|REF08||GLZ|M|1000.0|2018-01-23T09:00:00.000000Z|2018-01-24T11:59:59.967000Z
2A|REF08||GLZ|M|1000.0|2018-01-24T12:00:00.000000Z|2018-01-29T23:59:59.999000Z
2A|REF10||GLE|M|1000.0|2018-01-02T08:53:34.000000Z|2018-01-03T17:59:59.973000Z
2A|REF10||GLE|M|1000.0|2018-01-03T18:00:00.000000Z|2018-01-06T05:59:59.967000Z
2A|REF10||GLE|M|1000.0|2018-01-06T06:00:00.000000Z|2018-01-06T11:59:59.965000Z
2A|REF10||GLE|M|1000.0|2018-01-06T12:00:00.000000Z|2018-01-14T03:59:59.955000Z
2A|REF10||GLE|M|1000.0|2018-01-14T04:00:00.000000Z|2018-01-26T20:59:59.945000Z
2A|REF10||GLE|M|1000.0|2018-01-26T21:00:00.000000Z|2018-01-28T17:59:59.965000Z
2A|REF10||GLE|M|1000.0|2018-01-28T18:00:00.000000Z|2018-01-30T01:59:59.943000Z
2A|REF10||GLE|M|1000.0|2018-01-30T02:00:00.000000Z|2018-01-30T18:59:59.964000Z
2A|REF10||GLE|M|1000.0|2018-01-30T19:00:00.000000Z|2018-01-31T06:59:59.982000Z
2A|REF10||GLE|M|1000.0|2018-01-31T07:00:00.000000Z|2018-02-01T02:55:12.249000Z
2A|REF10||GLN|M|1000.0|2018-01-02T08:53:34.000000Z|2018-01-02T11:59:59.959000Z
2A|REF10||GLN|M|1000.0|2018-01-02T12:00:00.000000Z|2018-01-03T05:59:59.939000Z
2A|REF10||GLN|M|1000.0|2018-01-03T06:00:00.000000Z|2018-01-13T14:59:59.991000Z
2A|REF10||GLN|M|1000.0|2018-01-13T15:00:00.000000Z|2018-01-16T10:59:59.939000Z
2A|REF10||GLN|M|1000.0|2018-01-16T11:00:00.000000Z|2018-01-17T00:59:59.947000Z
2A|REF10||GLN|M|1000.0|2018-01-17T01:00:00.000000Z|2018-01-17T23:59:59.947000Z
2A|REF10||GLN|M|1000.0|2018-01-18T00:00:00.000000Z|2018-01-18T21:59:59.983000Z
2A|REF10||GLN|M|1000.0|2018-01-18T22:00:00.000000Z|2018-01-21T10:59:59.946000Z
2A|REF10||GLN|M|1000.0|2018-01-21T11:00:00.000000Z|2018-01-23T23:59:59.959000Z
2A|REF10||GLN|M|1000.0|2018-01-24T00:00:00.000000Z|2018-01-25T02:59:59.943000Z
2A|REF10||GLN|M|1000.0|2018-01-25T03:00:00.000000Z|2018-01-28T14:59:59.991000Z
2A|REF10||GLN|M|1000.0|2018-01-28T15:00:00.000000Z|2018-01-29T13:59:59.941000Z
2A|REF10||GLN|M|1000.0|2018-01-29T14:00:00.000000Z|2018-01-29T18:59:59.959000Z
2A|REF10||GLN|M|1000.0|2018-01-29T19:00:00.000000Z|2018-02-01T02:55:12.249000Z
2A|REF10||GLZ|M|1000.0|2018-01-02T08:53:34.000000Z|2018-01-03T00:59:59.955000Z
2A|REF10||GLZ|M|1000.0|2018-01-03T01:00:00.000000Z|2018-01-06T14:59:59.937000Z
2A|REF10||GLZ|M|1000.0|2018-01-06T15:00:00.000000Z|2018-01-12T02:59:59.995000Z
2A|REF10||GLZ|M|1000.0|2018-01-12T03:00:00.000000Z|2018-01-12T20:59:59.961000Z
2A|REF10||GLZ|M|1000.0|2018-01-12T21:00:00.000000Z|2018-01-22T19:59:59.945000Z
2A|REF10||GLZ|M|1000.0|2018-01-22T20:00:00.000000Z|2018-01-28T05:59:59.995000Z
2A|REF10||GLZ|M|1000.0|2018-01-28T06:00:00.000000Z|2018-01-28T10:59:59.963000Z
2A|REF10||GLZ|M|1000.0|2018-01-28T11:00:00.000000Z|2018-01-29T00:59:59.995000Z
2A|REF10||GLZ|M|1000.0|2018-01-29T01:00:00.000000Z|2018-02-01T02:55:12.999000Z
2A|REF11||GLE|M|1000.0|2018-01-04T06:57:42.000000Z|2018-01-09T08:59:59.993000Z
2A|REF11||GLE|M|1000.0|2018-01-09T09:00:00.000000Z|2018-01-09T19:59:59.937000Z
2A|REF11||GLE|M|1000.0|2018-01-09T20:00:00.000000Z|2018-01-10T08:59:59.967000Z
2A|REF11||GLE|M|1000.0|2018-01-10T09:00:00.000000Z|2018-01-15T05:11:00.749000Z
2A|REF11||GLE|M|1000.0|2018-01-15T06:00:00.000000Z|2018-01-17T04:59:59.981000Z
2A|REF11||GLE|M|1000.0|2018-01-17T05:00:00.000000Z|2018-01-18T09:59:59.971000Z
2A|REF11||GLE|M|1000.0|2018-01-18T10:00:00.000000Z|2018-01-21T23:59:59.963000Z
2A|REF11||GLE|M|1000.0|2018-01-22T00:00:00.000000Z|2018-01-23T21:59:59.948000Z
2A|REF11||GLE|M|1000.0|2018-01-23T22:00:00.000000Z|2018-01-29T06:59:59.953000Z
2A|REF11||GLE|M|1000.0|2018-01-29T07:00:00.000000Z|2018-01-30T04:59:59.991000Z
2A|REF11||GLE|M|1000.0|2018-01-30T05:00:00.000000Z|2018-01-31T00:59:59.971000Z
2A|REF11||GLE|M|1000.0|2018-01-31T01:00:00.000000Z|2018-01-31T05:59:59.980000Z
2A|REF11||GLE|M|1000.0|2018-01-31T06:00:00.000000Z|2018-02-02T04:59:59.999000Z
2A|REF11||GLN|M|1000.0|2018-01-04T06:57:42.000000Z|2018-01-04T11:59:59.957000Z
2A|REF11||GLN|M|1000.0|2018-01-04T12:00:00.000000Z|2018-01-05T09:59:59.965000Z
2A|REF11||GLN|M|1000.0|2018-01-05T10:00:00.000000Z|2018-01-08T21:59:59.983000Z
2A|REF11||GLN|M|1000.0|2018-01-08T22:00:00.000000Z|2018-01-12T20:59:59.995000Z
2A|REF11||GLN|M|1000.0|2018-01-12T21:00:00.000000Z|2018-01-12T22:59:59.950000Z
2A|REF11||GLN|M|1000.0|2018-01-12T23:00:00.000000Z|2018-01-15T05:11:01.249000Z
2A|REF11||GLN|M|1000.0|2018-01-15T06:00:00.000000Z|2018-01-20T20:59:59.953000Z
2A|REF11||GLN|M|1000.0|2018-01-20T21:00:00.000000Z|2018-01-25T23:59:59.967000Z
2A|REF11||GLN|M|1000.0|2018-01-26T00:00:00.000000Z|2018-01-27T14:59:59.955000Z
2A|REF11||GLN|M|1000.0|2018-01-27T15:00:00.000000Z|2018-01-28T00:59:59.952000Z
2A|REF11||GLN|M|1000.0|2018-01-28T01:00:00.000000Z|2018-01-29T10:59:59.955000Z
2A|REF11||GLN|M|1000.0|2018-01-29T11:00:00.000000Z|2018-01-29T15:59:59.947000Z
2A|REF11||GLN|M|1000.0|2018-01-29T16:00:00.000000Z|2018-01-29T18:59:59.973000Z
2A|REF11||GLN|M|1000.0|2018-01-29T19:00:00.000000Z|2018-02-02T04:59:59.999000Z
2A|REF11||GLZ|M|1000.0|2018-01-04T06:57:42.000000Z|2018-01-04T07:59:59.962000Z
2A|REF11||GLZ|M|1000.0|2018-01-04T08:00:00.000000Z|2018-01-04T17:59:59.975000Z
2A|REF11||GLZ|M|1000.0|2018-01-04T18:00:00.000000Z|2018-01-05T15:59:59.981000Z
2A|REF11||GLZ|M|1000.0|2018-01-05T16:00:00.000000Z|2018-01-09T23:59:59.990000Z
2A|REF11||GLZ|M|1000.0|2018-01-10T00:00:00.000000Z|2018-01-15T05:11:01.749000Z
2A|REF11||GLZ|M|1000.0|2018-01-15T06:00:00.000000Z|2018-01-16T23:59:59.939000Z
2A|REF11||GLZ|M|1000.0|2018-01-17T00:00:00.000000Z|2018-01-17T23:59:59.939000Z
2A|REF11||GLZ|M|1000.0|2018-01-18T00:00:00.000000Z|2018-01-19T16:59:59.973000Z
2A|REF11||GLZ|M|1000.0|2018-01-19T17:00:00.000000Z|2018-01-25T16:59:59.995000Z
2A|REF11||GLZ|M|1000.0|2018-01-25T17:00:00.000000Z|2018-01-29T09:59:59.959000Z
2A|REF11||GLZ|M|1000.0|2018-01-29T10:00:00.000000Z|2018-01-31T07:59:59.963000Z
2A|REF11||GLZ|M|1000.0|2018-01-31T08:00:00.000000Z|2018-01-31T10:59:59.985000Z
2A|REF11||GLZ|M|1000.0|2018-01-31T11:00:00.000000Z|2018-02-01T14:59:59.991000Z
2A|REF11||GLZ|M|1000.0|2018-02-01T15:00:00.000000Z|2018-02-02T04:59:59.999000Z
