,Network,Station,Location,Channel,Start,End
267,2A,REF10,,GLZ,2018-01-07T00:00:00.000000Z,2018-01-08T00:00:00.000000Z
268,2A,REF11,,GLE,2018-01-07T00:00:00.000000Z,2018-01-08T00:00:00.000000Z
269,2A,REF11,,GLN,2018-01-07T00:00:00.000000Z,2018-01-08T00:00:00.000000Z
270,2A,REF11,,GLZ,2018-01-07T00:00:00.000000Z,2018-01-08T00:00:00.000000Z
271,2A,BBS05,,HHE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
272,2A,BBS05,,HHN,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
273,2A,BBS05,,HHZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
274,2A,BBS06,,HHE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
275,2A,BBS06,,HHN,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
276,2A,BBS06,,HHZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
277,2A,BBS09,,HHE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
278,2A,BBS09,,HHN,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
279,2A,BBS09,,HHZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
280,2A,REF01,,GLE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
281,2A,REF01,,GLN,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
282,2A,REF01,,GLZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
283,2A,REF02,,GLE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
284,2A,REF02,,GLN,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
285,2A,REF02,,GLZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
286,2A,REF03,,GLE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
287,2A,REF03,,GLN,2018-01-08T00:00:00.000000Z,2018-01-08T13:59:59.991000Z
288,2A,REF03,,GLN,2018-01-08T14:00:00.000000Z,2018-01-09T00:00:00.000000Z
289,2A,REF03,,GLZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
290,2A,REF04,,GLE,2018-01-08T00:00:00.000000Z,2018-01-08T00:03:15.499000Z
291,2A,REF04,,GLE,2018-01-08T00:03:57.000000Z,2018-01-08T00:04:11.532000Z
292,2A,REF04,,GLE,2018-01-08T00:04:12.533000Z,2018-01-08T00:04:19.503000Z
293,2A,REF04,,GLE,2018-01-08T00:04:49.000000Z,2018-01-08T11:59:59.993000Z
294,2A,REF04,,GLE,2018-01-08T12:00:00.000000Z,2018-01-09T00:00:00.000000Z
295,2A,REF04,,GLN,2018-01-08T00:00:00.000000Z,2018-01-08T00:03:15.499000Z
296,2A,REF04,,GLN,2018-01-08T00:03:57.000000Z,2018-01-08T00:04:11.532000Z
297,2A,REF04,,GLN,2018-01-08T00:04:12.533000Z,2018-01-08T00:04:19.503000Z
298,2A,REF04,,GLN,2018-01-08T00:04:49.000000Z,2018-01-09T00:00:00.000000Z
299,2A,REF04,,GLZ,2018-01-08T00:00:00.000000Z,2018-01-08T00:03:15.499000Z
300,2A,REF04,,GLZ,2018-01-08T00:03:57.000000Z,2018-01-08T00:04:11.532000Z
301,2A,REF04,,GLZ,2018-01-08T00:04:12.533000Z,2018-01-08T00:04:19.782000Z
302,2A,REF04,,GLZ,2018-01-08T00:04:49.000000Z,2018-01-09T00:00:00.000000Z
303,2A,REF07,,GLE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
304,2A,REF07,,GLN,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
305,2A,REF07,,GLZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
306,2A,REF08,,GLE,2018-01-08T00:00:00.000000Z,2018-01-08T08:59:59.959000Z
307,2A,REF08,,GLE,2018-01-08T09:00:00.000000Z,2018-01-09T00:00:00.000000Z
308,2A,REF08,,GLN,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
309,2A,REF08,,GLZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
310,2A,REF10,,GLE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
311,2A,REF10,,GLN,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
312,2A,REF10,,GLZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
313,2A,REF11,,GLE,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
314,2A,REF11,,GLN,2018-01-08T00:00:00.000000Z,2018-01-08T21:59:59.983000Z
315,2A,REF11,,GLN,2018-01-08T22:00:00.000000Z,2018-01-09T00:00:00.000000Z
316,2A,REF11,,GLZ,2018-01-08T00:00:00.000000Z,2018-01-09T00:00:00.000000Z
317,2A,BBS05,,HHE,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
318,2A,BBS05,,HHN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
319,2A,BBS05,,HHZ,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
320,2A,BBS06,,HHE,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
321,2A,BBS06,,HHN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
322,2A,BBS06,,HHZ,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
323,2A,BBS09,,HHE,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
324,2A,BBS09,,HHN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
325,2A,BBS09,,HHZ,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
326,2A,REF01,,GLE,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
327,2A,REF01,,GLN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
328,2A,REF01,,GLZ,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
329,2A,REF02,,GLE,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
330,2A,REF02,,GLN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
331,2A,REF02,,GLZ,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
332,2A,REF03,,GLE,2018-01-09T00:00:00.000000Z,2018-01-09T04:59:59.971000Z
333,2A,REF03,,GLE,2018-01-09T05:00:00.000000Z,2018-01-09T15:59:59.967000Z
334,2A,REF03,,GLE,2018-01-09T16:00:00.000000Z,2018-01-10T00:00:00.000000Z
335,2A,REF03,,GLN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
336,2A,REF03,,GLZ,2018-01-09T00:00:00.000000Z,2018-01-09T09:59:59.937000Z
337,2A,REF03,,GLZ,2018-01-09T10:00:00.000000Z,2018-01-10T00:00:00.000000Z
338,2A,REF04,,GLE,2018-01-09T00:00:00.000000Z,2018-01-09T00:02:32.749000Z
339,2A,REF04,,GLE,2018-01-09T00:03:13.000000Z,2018-01-09T00:03:22.970000Z
340,2A,REF04,,GLE,2018-01-09T00:04:36.000000Z,2018-01-10T00:00:00.000000Z
341,2A,REF04,,GLN,2018-01-09T00:00:00.000000Z,2018-01-09T00:02:32.749000Z
342,2A,REF04,,GLN,2018-01-09T00:03:13.000000Z,2018-01-09T00:03:22.970000Z
343,2A,REF04,,GLN,2018-01-09T00:04:36.000000Z,2018-01-10T00:00:00.000000Z
344,2A,REF04,,GLZ,2018-01-09T00:00:00.000000Z,2018-01-09T00:02:32.749000Z
345,2A,REF04,,GLZ,2018-01-09T00:03:13.000000Z,2018-01-09T00:03:23.499000Z
346,2A,REF04,,GLZ,2018-01-09T00:04:36.000000Z,2018-01-09T07:59:59.985000Z
347,2A,REF04,,GLZ,2018-01-09T08:00:00.000000Z,2018-01-10T00:00:00.000000Z
348,2A,REF07,,GLE,2018-01-09T00:00:00.000000Z,2018-01-09T05:59:59.949000Z
349,2A,REF07,,GLE,2018-01-09T06:00:00.000000Z,2018-01-10T00:00:00.000000Z
350,2A,REF07,,GLN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
351,2A,REF07,,GLZ,2018-01-09T00:00:00.000000Z,2018-01-09T04:59:59.975000Z
352,2A,REF07,,GLZ,2018-01-09T05:00:00.000000Z,2018-01-10T00:00:00.000000Z
353,2A,REF08,,GLE,2018-01-09T00:00:00.000000Z,2018-01-09T11:59:59.939000Z
354,2A,REF08,,GLE,2018-01-09T12:00:00.000000Z,2018-01-10T00:00:00.000000Z
355,2A,REF08,,GLN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
356,2A,REF08,,GLZ,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
357,2A,REF10,,GLE,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
358,2A,REF10,,GLN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
359,2A,REF10,,GLZ,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
360,2A,REF11,,GLE,2018-01-09T00:00:00.000000Z,2018-01-09T08:59:59.993000Z
361,2A,REF11,,GLE,2018-01-09T09:00:00.000000Z,2018-01-09T19:59:59.937000Z
362,2A,REF11,,GLE,2018-01-09T20:00:00.000000Z,2018-01-10T00:00:00.000000Z
363,2A,REF11,,GLN,2018-01-09T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
364,2A,REF11,,GLZ,2018-01-09T00:00:00.000000Z,2018-01-09T23:59:59.990000Z
365,2A,REF11,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-10T00:00:00.000000Z
366,2A,BBS05,,HHE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
367,2A,BBS05,,HHN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
368,2A,BBS05,,HHZ,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
369,2A,BBS06,,HHE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
370,2A,BBS06,,HHN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
371,2A,BBS06,,HHZ,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
372,2A,BBS09,,HHE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
373,2A,BBS09,,HHN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
374,2A,BBS09,,HHZ,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
375,2A,REF01,,GLE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
376,2A,REF01,,GLN,2018-01-10T00:00:00.000000Z,2018-01-10T13:59:59.983000Z
377,2A,REF01,,GLN,2018-01-10T14:00:00.000000Z,2018-01-11T00:00:00.000000Z
378,2A,REF01,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
379,2A,REF02,,GLE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
380,2A,REF02,,GLN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
381,2A,REF02,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
382,2A,REF03,,GLE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
383,2A,REF03,,GLN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
384,2A,REF03,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-10T10:59:59.975000Z
385,2A,REF03,,GLZ,2018-01-10T11:00:00.000000Z,2018-01-11T00:00:00.000000Z
386,2A,REF04,,GLE,2018-01-10T00:00:00.000000Z,2018-01-10T00:02:32.749000Z
387,2A,REF04,,GLE,2018-01-10T00:03:13.000000Z,2018-01-10T00:03:22.970000Z
388,2A,REF04,,GLE,2018-01-10T00:04:41.000000Z,2018-01-10T16:59:59.995000Z
389,2A,REF04,,GLE,2018-01-10T17:00:00.000000Z,2018-01-11T00:00:00.000000Z
390,2A,REF04,,GLN,2018-01-10T00:00:00.000000Z,2018-01-10T00:02:32.749000Z
391,2A,REF04,,GLN,2018-01-10T00:03:13.000000Z,2018-01-10T00:03:22.970000Z
392,2A,REF04,,GLN,2018-01-10T00:04:41.000000Z,2018-01-11T00:00:00.000000Z
393,2A,REF04,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-10T00:02:32.749000Z
394,2A,REF04,,GLZ,2018-01-10T00:03:13.000000Z,2018-01-10T00:03:23.499000Z
395,2A,REF04,,GLZ,2018-01-10T00:04:41.000000Z,2018-01-10T01:59:59.963000Z
396,2A,REF04,,GLZ,2018-01-10T02:00:00.000000Z,2018-01-11T00:00:00.000000Z
397,2A,REF07,,GLE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
398,2A,REF07,,GLN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
399,2A,REF07,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-10T13:59:59.947000Z
400,2A,REF07,,GLZ,2018-01-10T14:00:00.000000Z,2018-01-11T00:00:00.000000Z
401,2A,REF08,,GLE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
402,2A,REF08,,GLN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
403,2A,REF08,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
404,2A,REF10,,GLE,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
405,2A,REF10,,GLN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
406,2A,REF10,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
407,2A,REF11,,GLE,2018-01-10T00:00:00.000000Z,2018-01-10T08:59:59.967000Z
408,2A,REF11,,GLE,2018-01-10T09:00:00.000000Z,2018-01-11T00:00:00.000000Z
409,2A,REF11,,GLN,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
410,2A,REF11,,GLZ,2018-01-10T00:00:00.000000Z,2018-01-11T00:00:00.000000Z
411,2A,BBS05,,HHE,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
412,2A,BBS05,,HHN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
413,2A,BBS05,,HHZ,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
414,2A,BBS06,,HHE,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
415,2A,BBS06,,HHN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
416,2A,BBS06,,HHZ,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
417,2A,BBS09,,HHE,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
418,2A,BBS09,,HHN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
419,2A,BBS09,,HHZ,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
420,2A,REF01,,GLE,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
421,2A,REF01,,GLN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
422,2A,REF01,,GLZ,2018-01-11T00:00:00.000000Z,2018-01-11T17:59:59.983000Z
423,2A,REF01,,GLZ,2018-01-11T18:00:00.000000Z,2018-01-12T00:00:00.000000Z
424,2A,REF02,,GLE,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
425,2A,REF02,,GLN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
426,2A,REF02,,GLZ,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
427,2A,REF03,,GLE,2018-01-11T00:00:00.000000Z,2018-01-11T07:59:59.995000Z
428,2A,REF03,,GLE,2018-01-11T08:00:00.000000Z,2018-01-12T00:00:00.000000Z
429,2A,REF03,,GLN,2018-01-11T00:00:00.000000Z,2018-01-11T06:59:59.969000Z
430,2A,REF03,,GLN,2018-01-11T07:00:00.000000Z,2018-01-12T00:00:00.000000Z
431,2A,REF03,,GLZ,2018-01-11T00:00:00.000000Z,2018-01-11T14:59:59.973000Z
432,2A,REF03,,GLZ,2018-01-11T15:00:00.000000Z,2018-01-12T00:00:00.000000Z
433,2A,REF04,,GLE,2018-01-11T00:00:00.000000Z,2018-01-11T00:03:17.499000Z
434,2A,REF04,,GLE,2018-01-11T00:03:57.000000Z,2018-01-11T00:04:06.970000Z
435,2A,REF04,,GLE,2018-01-11T00:05:31.000000Z,2018-01-12T00:00:00.000000Z
436,2A,REF04,,GLN,2018-01-11T00:00:00.000000Z,2018-01-11T00:03:17.499000Z
437,2A,REF04,,GLN,2018-01-11T00:03:57.000000Z,2018-01-11T00:04:06.970000Z
438,2A,REF04,,GLN,2018-01-11T00:05:31.000000Z,2018-01-12T00:00:00.000000Z
439,2A,REF04,,GLZ,2018-01-11T00:00:00.000000Z,2018-01-11T00:03:17.499000Z
440,2A,REF04,,GLZ,2018-01-11T00:03:57.000000Z,2018-01-11T00:04:07.499000Z
441,2A,REF04,,GLZ,2018-01-11T00:05:31.000000Z,2018-01-12T00:00:00.000000Z
442,2A,REF07,,GLE,2018-01-11T00:00:00.000000Z,2018-01-11T11:59:59.969000Z
443,2A,REF07,,GLE,2018-01-11T12:00:00.000000Z,2018-01-12T00:00:00.000000Z
444,2A,REF07,,GLN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
445,2A,REF07,,GLZ,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
446,2A,REF08,,GLE,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
447,2A,REF08,,GLN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
448,2A,REF08,,GLZ,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
449,2A,REF10,,GLE,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
450,2A,REF10,,GLN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
451,2A,REF10,,GLZ,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
452,2A,REF11,,GLE,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
453,2A,REF11,,GLN,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
454,2A,REF11,,GLZ,2018-01-11T00:00:00.000000Z,2018-01-12T00:00:00.000000Z
455,2A,BBS05,,HHE,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
456,2A,BBS05,,HHN,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
457,2A,BBS05,,HHZ,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
458,2A,BBS06,,HHE,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
459,2A,BBS06,,HHN,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
460,2A,BBS06,,HHZ,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
461,2A,BBS09,,HHE,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
462,2A,BBS09,,HHN,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
463,2A,BBS09,,HHZ,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
464,2A,REF01,,GLE,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
465,2A,REF01,,GLN,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
466,2A,REF01,,GLZ,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
467,2A,REF02,,GLE,2018-01-12T00:00:00.000000Z,2018-01-12T06:59:59.963000Z
468,2A,REF02,,GLE,2018-01-12T07:00:00.000000Z,2018-01-13T00:00:00.000000Z
469,2A,REF02,,GLN,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
470,2A,REF02,,GLZ,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
471,2A,REF03,,GLE,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
472,2A,REF03,,GLN,2018-01-12T00:00:00.000000Z,2018-01-12T01:59:59.985000Z
473,2A,REF03,,GLN,2018-01-12T02:00:00.000000Z,2018-01-13T00:00:00.000000Z
474,2A,REF03,,GLZ,2018-01-12T00:00:00.000000Z,2018-01-12T21:59:59.987000Z
475,2A,REF03,,GLZ,2018-01-12T22:00:00.000000Z,2018-01-13T00:00:00.000000Z
476,2A,REF04,,GLE,2018-01-12T00:00:00.000000Z,2018-01-12T00:02:35.749000Z
477,2A,REF04,,GLE,2018-01-12T00:03:15.000000Z,2018-01-12T00:03:24.970000Z
478,2A,REF04,,GLE,2018-01-12T00:04:54.000000Z,2018-01-13T00:00:00.000000Z
479,2A,REF04,,GLN,2018-01-12T00:00:00.000000Z,2018-01-12T00:02:35.749000Z
480,2A,REF04,,GLN,2018-01-12T00:03:15.000000Z,2018-01-12T00:03:24.970000Z
481,2A,REF04,,GLN,2018-01-12T00:04:54.000000Z,2018-01-12T12:59:59.969000Z
482,2A,REF04,,GLN,2018-01-12T13:00:00.000000Z,2018-01-12T15:59:59.975000Z
483,2A,REF04,,GLN,2018-01-12T16:00:00.000000Z,2018-01-13T00:00:00.000000Z
484,2A,REF04,,GLZ,2018-01-12T00:00:00.000000Z,2018-01-12T00:02:35.749000Z
485,2A,REF04,,GLZ,2018-01-12T00:03:15.000000Z,2018-01-12T00:03:25.499000Z
486,2A,REF04,,GLZ,2018-01-12T00:04:54.000000Z,2018-01-12T08:59:59.983000Z
487,2A,REF04,,GLZ,2018-01-12T09:00:00.000000Z,2018-01-12T23:59:59.995000Z
488,2A,REF04,,GLZ,2018-01-13T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
489,2A,REF07,,GLE,2018-01-12T00:00:00.000000Z,2018-01-12T03:26:29.249000Z
490,2A,REF07,,GLE,2018-01-12T04:00:00.000000Z,2018-01-12T12:59:59.991000Z
491,2A,REF07,,GLE,2018-01-12T13:00:00.000000Z,2018-01-13T00:00:00.000000Z
492,2A,REF07,,GLN,2018-01-12T00:00:00.000000Z,2018-01-12T03:26:29.249000Z
493,2A,REF07,,GLN,2018-01-12T04:00:00.000000Z,2018-01-12T04:59:59.943000Z
494,2A,REF07,,GLN,2018-01-12T05:00:00.000000Z,2018-01-13T00:00:00.000000Z
495,2A,REF07,,GLZ,2018-01-12T00:00:00.000000Z,2018-01-12T03:26:29.249000Z
496,2A,REF07,,GLZ,2018-01-12T04:00:00.000000Z,2018-01-13T00:00:00.000000Z
497,2A,REF08,,GLE,2018-01-12T00:00:00.000000Z,2018-01-12T11:59:59.941000Z
498,2A,REF08,,GLE,2018-01-12T12:00:00.000000Z,2018-01-12T18:46:02.249000Z
499,2A,REF08,,GLN,2018-01-12T00:00:00.000000Z,2018-01-12T18:46:02.249000Z
500,2A,REF08,,GLZ,2018-01-12T00:00:00.000000Z,2018-01-12T12:59:59.975000Z
501,2A,REF08,,GLZ,2018-01-12T13:00:00.000000Z,2018-01-12T18:46:03.249000Z
502,2A,REF10,,GLE,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
503,2A,REF10,,GLN,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
504,2A,REF10,,GLZ,2018-01-12T00:00:00.000000Z,2018-01-12T02:59:59.995000Z
505,2A,REF10,,GLZ,2018-01-12T03:00:00.000000Z,2018-01-12T20:59:59.961000Z
506,2A,REF10,,GLZ,2018-01-12T21:00:00.000000Z,2018-01-13T00:00:00.000000Z
507,2A,REF11,,GLE,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
508,2A,REF11,,GLN,2018-01-12T00:00:00.000000Z,2018-01-12T20:59:59.995000Z
509,2A,REF11,,GLN,2018-01-12T21:00:00.000000Z,2018-01-12T22:59:59.950000Z
510,2A,REF11,,GLN,2018-01-12T23:00:00.000000Z,2018-01-13T00:00:00.000000Z
511,2A,REF11,,GLZ,2018-01-12T00:00:00.000000Z,2018-01-13T00:00:00.000000Z
512,2A,BBS05,,HHE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
513,2A,BBS05,,HHN,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
514,2A,BBS05,,HHZ,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
515,2A,BBS06,,HHE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
516,2A,BBS06,,HHN,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
517,2A,BBS06,,HHZ,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
518,2A,BBS09,,HHE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
519,2A,BBS09,,HHN,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
520,2A,BBS09,,HHZ,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
521,2A,REF01,,GLE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
522,2A,REF01,,GLN,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
523,2A,REF01,,GLZ,2018-01-13T00:00:00.000000Z,2018-01-13T00:59:59.961000Z
524,2A,REF01,,GLZ,2018-01-13T01:00:00.000000Z,2018-01-13T20:59:59.983000Z
525,2A,REF01,,GLZ,2018-01-13T21:00:00.000000Z,2018-01-14T00:00:00.000000Z
526,2A,REF02,,GLE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
527,2A,REF02,,GLN,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
528,2A,REF02,,GLZ,2018-01-13T00:00:00.000000Z,2018-01-13T08:59:59.941000Z
529,2A,REF02,,GLZ,2018-01-13T09:00:00.000000Z,2018-01-14T00:00:00.000000Z
530,2A,REF03,,GLE,2018-01-13T00:00:00.000000Z,2018-01-13T02:59:59.959000Z
531,2A,REF03,,GLE,2018-01-13T03:00:00.000000Z,2018-01-13T20:59:59.945000Z
532,2A,REF03,,GLE,2018-01-13T21:00:00.000000Z,2018-01-14T00:00:00.000000Z
533,2A,REF03,,GLN,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
534,2A,REF03,,GLZ,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
535,2A,REF04,,GLE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
536,2A,REF04,,GLN,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
537,2A,REF04,,GLZ,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
538,2A,REF07,,GLE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
539,2A,REF07,,GLN,2018-01-13T00:00:00.000000Z,2018-01-13T04:59:59.973000Z
540,2A,REF07,,GLN,2018-01-13T05:00:00.000000Z,2018-01-14T00:00:00.000000Z
541,2A,REF07,,GLZ,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
542,2A,REF10,,GLE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
