,Network,Station,Location,Channel,Start,End
543,2A,REF10,,GLN,2018-01-13T00:00:00.000000Z,2018-01-13T14:59:59.991000Z
544,2A,REF10,,GLN,2018-01-13T15:00:00.000000Z,2018-01-14T00:00:00.000000Z
545,2A,REF10,,GLZ,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
546,2A,REF11,,GLE,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
547,2A,REF11,,GLN,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
548,2A,REF11,,GLZ,2018-01-13T00:00:00.000000Z,2018-01-14T00:00:00.000000Z
549,2A,BBS05,,HHE,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
550,2A,BBS05,,HHN,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
551,2A,BBS05,,HHZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
552,2A,BBS06,,HHE,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
553,2A,BBS06,,HHN,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
554,2A,BBS06,,HHZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
555,2A,BBS09,,HHE,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
556,2A,BBS09,,HHN,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
557,2A,BBS09,,HHZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
558,2A,REF01,,GLE,2018-01-14T00:00:00.000000Z,2018-01-14T07:59:59.949000Z
559,2A,REF01,,GLE,2018-01-14T08:00:00.000000Z,2018-01-15T00:00:00.000000Z
560,2A,REF01,,GLN,2018-01-14T00:00:00.000000Z,2018-01-14T14:59:59.995000Z
561,2A,REF01,,GLN,2018-01-14T15:00:00.000000Z,2018-01-14T16:59:59.981000Z
562,2A,REF01,,GLN,2018-01-14T17:00:00.000000Z,2018-01-15T00:00:00.000000Z
563,2A,REF01,,GLZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
564,2A,REF02,,GLE,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
565,2A,REF02,,GLN,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
566,2A,REF02,,GLZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
567,2A,REF03,,GLE,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
568,2A,REF03,,GLN,2018-01-14T00:00:00.000000Z,2018-01-14T03:59:59.987000Z
569,2A,REF03,,GLN,2018-01-14T04:00:00.000000Z,2018-01-15T00:00:00.000000Z
570,2A,REF03,,GLZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
571,2A,REF04,,GLE,2018-01-14T00:00:00.000000Z,2018-01-14T08:59:59.953000Z
572,2A,REF04,,GLE,2018-01-14T09:00:00.000000Z,2018-01-15T00:00:00.000000Z
573,2A,REF04,,GLN,2018-01-14T00:00:00.000000Z,2018-01-14T00:59:59.987000Z
574,2A,REF04,,GLN,2018-01-14T01:00:00.000000Z,2018-01-15T00:00:00.000000Z
575,2A,REF04,,GLZ,2018-01-14T00:00:00.000000Z,2018-01-14T16:59:59.937000Z
576,2A,REF04,,GLZ,2018-01-14T17:00:00.000000Z,2018-01-14T17:59:59.971000Z
577,2A,REF04,,GLZ,2018-01-14T18:00:00.000000Z,2018-01-15T00:00:00.000000Z
578,2A,REF07,,GLE,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
579,2A,REF07,,GLN,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
580,2A,REF07,,GLZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
581,2A,REF10,,GLE,2018-01-14T00:00:00.000000Z,2018-01-14T03:59:59.955000Z
582,2A,REF10,,GLE,2018-01-14T04:00:00.000000Z,2018-01-15T00:00:00.000000Z
583,2A,REF10,,GLN,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
584,2A,REF10,,GLZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
585,2A,REF11,,GLE,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
586,2A,REF11,,GLN,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
587,2A,REF11,,GLZ,2018-01-14T00:00:00.000000Z,2018-01-15T00:00:00.000000Z
588,2A,BBS05,,HHE,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
589,2A,BBS05,,HHN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
590,2A,BBS05,,HHZ,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
591,2A,BBS06,,HHE,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
592,2A,BBS06,,HHN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
593,2A,BBS06,,HHZ,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
594,2A,BBS09,,HHE,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
595,2A,BBS09,,HHN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
596,2A,BBS09,,HHZ,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
597,2A,REF01,,GLE,2018-01-15T00:00:00.000000Z,2018-01-15T21:59:59.949000Z
598,2A,REF01,,GLE,2018-01-15T22:00:00.000000Z,2018-01-16T00:00:00.000000Z
599,2A,REF01,,GLN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
600,2A,REF01,,GLZ,2018-01-15T00:00:00.000000Z,2018-01-15T08:59:59.961000Z
601,2A,REF01,,GLZ,2018-01-15T09:00:00.000000Z,2018-01-16T00:00:00.000000Z
602,2A,REF02,,GLE,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
603,2A,REF02,,GLN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
604,2A,REF02,,GLZ,2018-01-15T00:00:00.000000Z,2018-01-15T17:59:59.947000Z
605,2A,REF02,,GLZ,2018-01-15T18:00:00.000000Z,2018-01-16T00:00:00.000000Z
606,2A,REF03,,GLE,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
607,2A,REF03,,GLN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
608,2A,REF03,,GLZ,2018-01-15T00:00:00.000000Z,2018-01-15T15:59:59.959000Z
609,2A,REF03,,GLZ,2018-01-15T16:00:00.000000Z,2018-01-16T00:00:00.000000Z
610,2A,REF04,,GLE,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
611,2A,REF04,,GLN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
612,2A,REF04,,GLZ,2018-01-15T00:00:00.000000Z,2018-01-15T04:59:59.955000Z
613,2A,REF04,,GLZ,2018-01-15T05:00:00.000000Z,2018-01-16T00:00:00.000000Z
614,2A,REF07,,GLE,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
615,2A,REF07,,GLN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
616,2A,REF07,,GLZ,2018-01-15T00:00:00.000000Z,2018-01-15T02:59:59.957000Z
617,2A,REF07,,GLZ,2018-01-15T03:00:00.000000Z,2018-01-15T04:59:59.971000Z
618,2A,REF07,,GLZ,2018-01-15T05:00:00.000000Z,2018-01-15T21:59:59.960000Z
619,2A,REF07,,GLZ,2018-01-15T22:00:00.000000Z,2018-01-16T00:00:00.000000Z
620,2A,REF10,,GLE,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
621,2A,REF10,,GLN,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
622,2A,REF10,,GLZ,2018-01-15T00:00:00.000000Z,2018-01-16T00:00:00.000000Z
623,2A,REF11,,GLE,2018-01-15T00:00:00.000000Z,2018-01-15T05:11:00.749000Z
624,2A,REF11,,GLE,2018-01-15T06:00:00.000000Z,2018-01-16T00:00:00.000000Z
625,2A,REF11,,GLN,2018-01-15T00:00:00.000000Z,2018-01-15T05:11:01.249000Z
626,2A,REF11,,GLN,2018-01-15T06:00:00.000000Z,2018-01-16T00:00:00.000000Z
627,2A,REF11,,GLZ,2018-01-15T00:00:00.000000Z,2018-01-15T05:11:01.749000Z
628,2A,REF11,,GLZ,2018-01-15T06:00:00.000000Z,2018-01-16T00:00:00.000000Z
629,2A,BBS05,,HHE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
630,2A,BBS05,,HHN,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
631,2A,BBS05,,HHZ,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
632,2A,BBS06,,HHE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
633,2A,BBS06,,HHN,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
634,2A,BBS06,,HHZ,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
635,2A,BBS09,,HHE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
636,2A,BBS09,,HHN,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
637,2A,BBS09,,HHZ,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
638,2A,REF01,,GLE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
639,2A,REF01,,GLN,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
640,2A,REF01,,GLZ,2018-01-16T00:00:00.000000Z,2018-01-16T01:59:59.949000Z
641,2A,REF01,,GLZ,2018-01-16T02:00:00.000000Z,2018-01-16T11:59:59.967000Z
642,2A,REF01,,GLZ,2018-01-16T12:00:00.000000Z,2018-01-17T00:00:00.000000Z
643,2A,REF02,,GLE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
644,2A,REF02,,GLN,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
645,2A,REF02,,GLZ,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
646,2A,REF03,,GLE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
647,2A,REF03,,GLN,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
648,2A,REF03,,GLZ,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
649,2A,REF04,,GLE,2018-01-16T00:00:00.000000Z,2018-01-16T08:59:59.945000Z
650,2A,REF04,,GLE,2018-01-16T09:00:00.000000Z,2018-01-16T20:59:59.945000Z
651,2A,REF04,,GLE,2018-01-16T21:00:00.000000Z,2018-01-16T21:59:59.947000Z
652,2A,REF04,,GLE,2018-01-16T22:00:00.000000Z,2018-01-17T00:00:00.000000Z
653,2A,REF04,,GLN,2018-01-16T00:00:00.000000Z,2018-01-16T04:59:59.959000Z
654,2A,REF04,,GLN,2018-01-16T05:00:00.000000Z,2018-01-16T10:59:59.981000Z
655,2A,REF04,,GLN,2018-01-16T11:00:00.000000Z,2018-01-17T00:00:00.000000Z
656,2A,REF04,,GLZ,2018-01-16T00:00:00.000000Z,2018-01-16T20:59:59.941000Z
657,2A,REF04,,GLZ,2018-01-16T21:00:00.000000Z,2018-01-17T00:00:00.000000Z
658,2A,REF07,,GLE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
659,2A,REF07,,GLN,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
660,2A,REF07,,GLZ,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
661,2A,REF08,,GLE,2018-01-16T07:41:45.250000Z,2018-01-16T11:59:59.957000Z
662,2A,REF08,,GLE,2018-01-16T12:00:00.000000Z,2018-01-17T00:00:00.000000Z
663,2A,REF08,,GLN,2018-01-16T07:41:45.250000Z,2018-01-17T00:00:00.000000Z
664,2A,REF08,,GLZ,2018-01-16T07:41:46.000000Z,2018-01-17T00:00:00.000000Z
665,2A,REF10,,GLE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
666,2A,REF10,,GLN,2018-01-16T00:00:00.000000Z,2018-01-16T10:59:59.939000Z
667,2A,REF10,,GLN,2018-01-16T11:00:00.000000Z,2018-01-17T00:00:00.000000Z
668,2A,REF10,,GLZ,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
669,2A,REF11,,GLE,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
670,2A,REF11,,GLN,2018-01-16T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
671,2A,REF11,,GLZ,2018-01-16T00:00:00.000000Z,2018-01-16T23:59:59.939000Z
672,2A,REF11,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-17T00:00:00.000000Z
673,2A,BBS05,,HHE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
674,2A,BBS05,,HHN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
675,2A,BBS05,,HHZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
676,2A,BBS06,,HHE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
677,2A,BBS06,,HHN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
678,2A,BBS06,,HHZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
679,2A,BBS09,,HHE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
680,2A,BBS09,,HHN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
681,2A,BBS09,,HHZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
682,2A,REF01,,GLE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
683,2A,REF01,,GLN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
684,2A,REF01,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
685,2A,REF02,,GLE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
686,2A,REF02,,GLN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
687,2A,REF02,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
688,2A,REF03,,GLE,2018-01-17T00:00:00.000000Z,2018-01-17T02:59:59.995000Z
689,2A,REF03,,GLE,2018-01-17T03:00:00.000000Z,2018-01-17T05:59:59.965000Z
690,2A,REF03,,GLE,2018-01-17T06:00:00.000000Z,2018-01-17T10:59:59.977000Z
691,2A,REF03,,GLE,2018-01-17T11:00:00.000000Z,2018-01-18T00:00:00.000000Z
692,2A,REF03,,GLN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
693,2A,REF03,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
694,2A,REF04,,GLE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
695,2A,REF04,,GLN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
696,2A,REF04,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
697,2A,REF07,,GLE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
698,2A,REF07,,GLN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
699,2A,REF07,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
700,2A,REF08,,GLE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
701,2A,REF08,,GLN,2018-01-17T00:00:00.000000Z,2018-01-17T03:59:59.979000Z
702,2A,REF08,,GLN,2018-01-17T04:00:00.000000Z,2018-01-18T00:00:00.000000Z
703,2A,REF08,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
704,2A,REF10,,GLE,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
705,2A,REF10,,GLN,2018-01-17T00:00:00.000000Z,2018-01-17T00:59:59.947000Z
706,2A,REF10,,GLN,2018-01-17T01:00:00.000000Z,2018-01-17T23:59:59.947000Z
707,2A,REF10,,GLN,2018-01-18T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
708,2A,REF10,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
709,2A,REF11,,GLE,2018-01-17T00:00:00.000000Z,2018-01-17T04:59:59.981000Z
710,2A,REF11,,GLE,2018-01-17T05:00:00.000000Z,2018-01-18T00:00:00.000000Z
711,2A,REF11,,GLN,2018-01-17T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
712,2A,REF11,,GLZ,2018-01-17T00:00:00.000000Z,2018-01-17T23:59:59.939000Z
713,2A,REF11,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-18T00:00:00.000000Z
714,2A,BBS05,,HHE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
715,2A,BBS05,,HHN,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
716,2A,BBS05,,HHZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
717,2A,BBS06,,HHE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
718,2A,BBS06,,HHN,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
719,2A,BBS06,,HHZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
720,2A,BBS09,,HHE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
721,2A,BBS09,,HHN,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
722,2A,BBS09,,HHZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
723,2A,REF01,,GLE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
724,2A,REF01,,GLN,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
725,2A,REF01,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
726,2A,REF02,,GLE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
727,2A,REF02,,GLN,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
728,2A,REF02,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
729,2A,REF03,,GLE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
730,2A,REF03,,GLN,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
731,2A,REF03,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
732,2A,REF04,,GLE,2018-01-18T00:00:00.000000Z,2018-01-18T00:00:23.749000Z
733,2A,REF04,,GLE,2018-01-18T00:00:38.750000Z,2018-01-18T00:01:23.749000Z
734,2A,REF04,,GLE,2018-01-18T00:02:07.000000Z,2018-01-18T00:02:21.528000Z
735,2A,REF04,,GLE,2018-01-18T00:02:22.529000Z,2018-01-18T00:02:39.528000Z
736,2A,REF04,,GLE,2018-01-18T00:02:40.000000Z,2018-01-19T00:00:00.000000Z
737,2A,REF04,,GLN,2018-01-18T00:00:00.000000Z,2018-01-18T00:00:23.749000Z
738,2A,REF04,,GLN,2018-01-18T00:00:38.750000Z,2018-01-18T00:01:23.749000Z
739,2A,REF04,,GLN,2018-01-18T00:02:07.000000Z,2018-01-18T00:02:21.528000Z
740,2A,REF04,,GLN,2018-01-18T00:02:22.529000Z,2018-01-18T00:02:39.528000Z
741,2A,REF04,,GLN,2018-01-18T00:02:40.000000Z,2018-01-19T00:00:00.000000Z
742,2A,REF04,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-18T00:00:24.249000Z
743,2A,REF04,,GLZ,2018-01-18T00:00:39.000000Z,2018-01-18T00:01:24.749000Z
744,2A,REF04,,GLZ,2018-01-18T00:02:07.000000Z,2018-01-18T00:02:21.528000Z
745,2A,REF04,,GLZ,2018-01-18T00:02:22.529000Z,2018-01-18T00:02:39.528000Z
746,2A,REF04,,GLZ,2018-01-18T00:02:40.000000Z,2018-01-19T00:00:00.000000Z
747,2A,REF07,,GLE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
748,2A,REF07,,GLN,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
749,2A,REF07,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
750,2A,REF08,,GLE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
751,2A,REF08,,GLN,2018-01-18T00:00:00.000000Z,2018-01-18T05:59:59.965000Z
752,2A,REF08,,GLN,2018-01-18T06:00:00.000000Z,2018-01-19T00:00:00.000000Z
753,2A,REF08,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
754,2A,REF10,,GLE,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
755,2A,REF10,,GLN,2018-01-18T00:00:00.000000Z,2018-01-18T21:59:59.983000Z
756,2A,REF10,,GLN,2018-01-18T22:00:00.000000Z,2018-01-19T00:00:00.000000Z
757,2A,REF10,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
758,2A,REF11,,GLE,2018-01-18T00:00:00.000000Z,2018-01-18T09:59:59.971000Z
759,2A,REF11,,GLE,2018-01-18T10:00:00.000000Z,2018-01-19T00:00:00.000000Z
760,2A,REF11,,GLN,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
761,2A,REF11,,GLZ,2018-01-18T00:00:00.000000Z,2018-01-19T00:00:00.000000Z
762,2A,BBS05,,HHE,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
763,2A,BBS05,,HHN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
764,2A,BBS05,,HHZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
765,2A,BBS06,,HHE,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
766,2A,BBS06,,HHN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
767,2A,BBS06,,HHZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
768,2A,BBS09,,HHE,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
769,2A,BBS09,,HHN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
770,2A,BBS09,,HHZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
771,2A,REF01,,GLE,2018-01-19T00:00:00.000000Z,2018-01-19T03:59:59.959000Z
772,2A,REF01,,GLE,2018-01-19T04:00:00.000000Z,2018-01-20T00:00:00.000000Z
773,2A,REF01,,GLN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
774,2A,REF01,,GLZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
775,2A,REF02,,GLE,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
776,2A,REF02,,GLN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
777,2A,REF02,,GLZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
778,2A,REF03,,GLE,2018-01-19T00:00:00.000000Z,2018-01-19T08:59:59.973000Z
779,2A,REF03,,GLE,2018-01-19T09:00:00.000000Z,2018-01-20T00:00:00.000000Z
780,2A,REF03,,GLN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
781,2A,REF03,,GLZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
782,2A,REF04,,GLE,2018-01-19T00:00:00.000000Z,2018-01-19T00:02:49.499000Z
783,2A,REF04,,GLE,2018-01-19T00:03:30.000000Z,2018-01-19T00:03:44.527000Z
784,2A,REF04,,GLE,2018-01-19T00:03:45.528000Z,2018-01-19T00:04:02.527000Z
785,2A,REF04,,GLE,2018-01-19T00:04:03.000000Z,2018-01-19T06:59:59.989000Z
786,2A,REF04,,GLE,2018-01-19T07:00:00.000000Z,2018-01-20T00:00:00.000000Z
787,2A,REF04,,GLN,2018-01-19T00:00:00.000000Z,2018-01-19T00:02:49.499000Z
788,2A,REF04,,GLN,2018-01-19T00:03:30.000000Z,2018-01-19T00:03:44.527000Z
789,2A,REF04,,GLN,2018-01-19T00:03:45.528000Z,2018-01-19T00:04:02.527000Z
790,2A,REF04,,GLN,2018-01-19T00:04:03.000000Z,2018-01-20T00:00:00.000000Z
791,2A,REF04,,GLZ,2018-01-19T00:00:00.000000Z,2018-01-19T00:02:49.457000Z
792,2A,REF04,,GLZ,2018-01-19T00:03:30.000000Z,2018-01-19T00:03:44.527000Z
793,2A,REF04,,GLZ,2018-01-19T00:03:45.528000Z,2018-01-19T00:04:02.527000Z
794,2A,REF04,,GLZ,2018-01-19T00:04:03.000000Z,2018-01-19T00:59:59.983000Z
795,2A,REF04,,GLZ,2018-01-19T01:00:00.000000Z,2018-01-20T00:00:00.000000Z
796,2A,REF07,,GLE,2018-01-19T00:00:00.000000Z,2018-01-19T09:59:59.949000Z
797,2A,REF07,,GLE,2018-01-19T10:00:00.000000Z,2018-01-20T00:00:00.000000Z
798,2A,REF07,,GLN,2018-01-19T00:00:00.000000Z,2018-01-19T03:59:59.943000Z
799,2A,REF07,,GLN,2018-01-19T04:00:00.000000Z,2018-01-20T00:00:00.000000Z
800,2A,REF07,,GLZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
801,2A,REF08,,GLE,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
802,2A,REF08,,GLN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
803,2A,REF08,,GLZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
804,2A,REF10,,GLE,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
805,2A,REF10,,GLN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
806,2A,REF10,,GLZ,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
807,2A,REF11,,GLE,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
808,2A,REF11,,GLN,2018-01-19T00:00:00.000000Z,2018-01-20T00:00:00.000000Z
809,2A,REF11,,GLZ,2018-01-19T00:00:00.000000Z,2018-01-19T16:59:59.973000Z
810,2A,REF11,,GLZ,2018-01-19T17:00:00.000000Z,2018-01-20T00:00:00.000000Z
811,2A,BBS05,,HHE,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
812,2A,BBS05,,HHN,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
813,2A,BBS05,,HHZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
814,2A,BBS06,,HHE,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
815,2A,BBS06,,HHN,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
816,2A,BBS06,,HHZ,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
817,2A,BBS09,,HHE,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
818,2A,BBS09,,HHN,2018-01-20T00:00:00.000000Z,2018-01-21T00:00:00.000000Z
