,match_time,template
20180102T185416Z,2018-01-02T18:54:16.700000Z,5a
20180102T190647Z,2018-01-02T19:06:47.960000Z,5a
20180102T193707Z,2018-01-02T19:37:07.390000Z,5a
20180102T193903Z,2018-01-02T19:39:03.100000Z,5a
20180102T205121Z,2018-01-02T20:51:21.350000Z,5a
20180102T210330Z,2018-01-02T21:03:30.890000Z,5c
20180102T211004Z,2018-01-02T21:10:04.840000Z,5b
20180102T221427Z,2018-01-02T22:14:27.270000Z,5a
20180102T221916Z,2018-01-02T22:19:16.460000Z,5a
20180102T224809Z,2018-01-02T22:48:09.120000Z,5a
20180102T234824Z,2018-01-02T23:48:24.850000Z,5a
20180102T064106Z,2018-01-02T06:41:06.050000Z,6b
20180102T065333Z,2018-01-02T06:53:33.910000Z,5b
20180102T101546Z,2018-01-02T10:15:46.110000Z,5b
20180102T154051Z,2018-01-02T15:40:51.040000Z,8b
20180102T191605Z,2018-01-02T19:16:05.090000Z,5b
20180102T210632Z,2018-01-02T21:06:32.040000Z,5b
20180102T211903Z,2018-01-02T21:19:03.550000Z,5b
20180102T220853Z,2018-01-02T22:08:53.320000Z,5b
20180102T002925Z,2018-01-02T00:29:25.610000Z,5c
20180102T005445Z,2018-01-02T00:54:45.650000Z,5c
20180102T014543Z,2018-01-02T01:45:43.760000Z,5c
20180102T050833Z,2018-01-02T05:08:33.680000Z,5c
20180102T072539Z,2018-01-02T07:25:39.980000Z,5c
20180102T075757Z,2018-01-02T07:57:57.930000Z,5c
20180102T091644Z,2018-01-02T09:16:44.530000Z,5c
20180102T104931Z,2018-01-02T10:49:31.690000Z,8d
20180102T113555Z,2018-01-02T11:35:55.810000Z,5c
20180102T125631Z,2018-01-02T12:56:31.940000Z,5c
20180102T144924Z,2018-01-02T14:49:24.980000Z,5c
20180102T161703Z,2018-01-02T16:17:03.610000Z,5c
20180102T162148Z,2018-01-02T16:21:48.480000Z,5c
20180102T194002Z,2018-01-02T19:40:02.730000Z,5c
20180102T202301Z,2018-01-02T20:23:01.920000Z,5c
20180102T225347Z,2018-01-02T22:53:47.890000Z,5c
20180102T000408Z,2018-01-02T00:04:08.190000Z,6c
20180102T000531Z,2018-01-02T00:05:31.850000Z,6a
20180102T000804Z,2018-01-02T00:08:04.020000Z,6a
20180102T000816Z,2018-01-02T00:08:16.580000Z,6a
20180102T001659Z,2018-01-02T00:16:59.460000Z,6a
20180102T004543Z,2018-01-02T00:45:43.860000Z,6a
20180102T005843Z,2018-01-02T00:58:43.930000Z,6a
20180102T012519Z,2018-01-02T01:25:19.160000Z,6a
20180102T012839Z,2018-01-02T01:28:39.880000Z,6a
20180102T022401Z,2018-01-02T02:24:01.390000Z,6a
20180102T022511Z,2018-01-02T02:25:11.900000Z,6a
20180102T023731Z,2018-01-02T02:37:31.150000Z,6a
20180102T025700Z,2018-01-02T02:57:00.630000Z,6c
20180102T033027Z,2018-01-02T03:30:27.690000Z,6c
20180102T043710Z,2018-01-02T04:37:10.630000Z,6a
20180102T051600Z,2018-01-02T05:16:00.600000Z,6a
20180102T053039Z,2018-01-02T05:30:39.460000Z,6c
20180102T053135Z,2018-01-02T05:31:35.760000Z,6d
20180102T070120Z,2018-01-02T07:01:20.470000Z,6a
20180102T073321Z,2018-01-02T07:33:21.460000Z,6a
20180102T081027Z,2018-01-02T08:10:27.290000Z,6a
20180102T083656Z,2018-01-02T08:36:56.920000Z,6a
20180102T084939Z,2018-01-02T08:49:39.030000Z,6a
20180102T090139Z,2018-01-02T09:01:39.220000Z,6a
20180102T103353Z,2018-01-02T10:33:53.980000Z,6a
20180102T103754Z,2018-01-02T10:37:54.720000Z,6a
20180102T105750Z,2018-01-02T10:57:50.740000Z,6a
20180102T120339Z,2018-01-02T12:03:39.200000Z,6a
20180102T120934Z,2018-01-02T12:09:34.310000Z,6a
20180102T134026Z,2018-01-02T13:40:26.850000Z,6a
20180102T140631Z,2018-01-02T14:06:31.610000Z,6a
20180102T141818Z,2018-01-02T14:18:18.830000Z,6a
20180102T143226Z,2018-01-02T14:32:26.320000Z,6a
20180102T152956Z,2018-01-02T15:29:56.830000Z,6a
20180102T155019Z,2018-01-02T15:50:19.140000Z,6a
20180102T155534Z,2018-01-02T15:55:34.870000Z,6d
20180102T160442Z,2018-01-02T16:04:42.980000Z,6a
20180102T162721Z,2018-01-02T16:27:21.170000Z,6a
20180102T164724Z,2018-01-02T16:47:24.350000Z,6c
20180102T180135Z,2018-01-02T18:01:35.110000Z,6a
20180102T180356Z,2018-01-02T18:03:56.550000Z,6c
20180102T183940Z,2018-01-02T18:39:40.550000Z,8d
20180102T190457Z,2018-01-02T19:04:57.530000Z,6a
20180102T193426Z,2018-01-02T19:34:26.640000Z,6a
20180102T194107Z,2018-01-02T19:41:07.970000Z,6a
20180102T212154Z,2018-01-02T21:21:54.780000Z,6a
20180102T212206Z,2018-01-02T21:22:06.260000Z,6a
20180102T212523Z,2018-01-02T21:25:23.590000Z,7a
20180102T212538Z,2018-01-02T21:25:38.990000Z,7d
20180102T220521Z,2018-01-02T22:05:21.140000Z,6a
20180102T222503Z,2018-01-02T22:25:03.920000Z,6a
20180102T230700Z,2018-01-02T23:07:00.550000Z,6a
20180102T234944Z,2018-01-02T23:49:44.930000Z,6a
20180102T235054Z,2018-01-02T23:50:54.350000Z,6a
20180102T012457Z,2018-01-02T01:24:57.220000Z,6b
20180102T032250Z,2018-01-02T03:22:50.650000Z,6b
20180102T045415Z,2018-01-02T04:54:15.330000Z,6b
20180102T054612Z,2018-01-02T05:46:12.110000Z,6b
20180102T085445Z,2018-01-02T08:54:45.810000Z,6b
20180102T093834Z,2018-01-02T09:38:34.380000Z,8b
20180102T095014Z,2018-01-02T09:50:14.350000Z,6b
20180102T104703Z,2018-01-02T10:47:03.980000Z,6b
20180102T121037Z,2018-01-02T12:10:37.790000Z,6b
20180102T145821Z,2018-01-02T14:58:21.120000Z,6b
20180102T154052Z,2018-01-02T15:40:52.500000Z,6b
20180102T162207Z,2018-01-02T16:22:07.390000Z,6b
20180102T162759Z,2018-01-02T16:27:59.150000Z,6b
20180102T170435Z,2018-01-02T17:04:35.990000Z,6b
20180102T181450Z,2018-01-02T18:14:50.960000Z,6b
20180102T201555Z,2018-01-02T20:15:55.620000Z,6b
20180102T212224Z,2018-01-02T21:22:24.590000Z,8a
20180102T215459Z,2018-01-02T21:54:59.460000Z,6b
20180102T224726Z,2018-01-02T22:47:26.700000Z,6b
20180102T230014Z,2018-01-02T23:00:14.750000Z,6b
20180102T230812Z,2018-01-02T23:08:12.820000Z,6b
20180102T235002Z,2018-01-02T23:50:02.180000Z,6b
20180102T235037Z,2018-01-02T23:50:37.140000Z,6b
20180102T000827Z,2018-01-02T00:08:27.410000Z,6c
20180102T004406Z,2018-01-02T00:44:06.760000Z,8d
20180102T005454Z,2018-01-02T00:54:54.590000Z,6c
20180102T012518Z,2018-01-02T01:25:18.990000Z,6c
20180102T013554Z,2018-01-02T01:35:54.350000Z,6c
20180102T014142Z,2018-01-02T01:41:42.620000Z,6c
20180102T024936Z,2018-01-02T02:49:36.100000Z,6c
20180102T025424Z,2018-01-02T02:54:24.970000Z,6c
20180102T025949Z,2018-01-02T02:59:49.780000Z,6c
20180102T030147Z,2018-01-02T03:01:47.390000Z,8d
20180102T032557Z,2018-01-02T03:25:57.680000Z,8a
20180102T045457Z,2018-01-02T04:54:57.270000Z,6c
20180102T050349Z,2018-01-02T05:03:49.490000Z,6c
20180102T081546Z,2018-01-02T08:15:46.240000Z,6c
20180102T085013Z,2018-01-02T08:50:13.820000Z,6c
20180102T095346Z,2018-01-02T09:53:46.580000Z,6c
20180102T102318Z,2018-01-02T10:23:18.770000Z,8d
20180102T105437Z,2018-01-02T10:54:37.980000Z,6c
20180102T112930Z,2018-01-02T11:29:30.520000Z,6c
20180102T122238Z,2018-01-02T12:22:38.310000Z,6c
20180102T124415Z,2018-01-02T12:44:15.810000Z,6c
20180102T125246Z,2018-01-02T12:52:46.640000Z,6c
20180102T125730Z,2018-01-02T12:57:30.260000Z,6c
20180102T130250Z,2018-01-02T13:02:50.630000Z,6c
20180102T140630Z,2018-01-02T14:06:30.740000Z,6c
20180102T141037Z,2018-01-02T14:10:37.410000Z,6c
20180102T142103Z,2018-01-02T14:21:03.970000Z,6c
20180102T152524Z,2018-01-02T15:25:24.970000Z,6c
20180102T183939Z,2018-01-02T18:39:39.920000Z,6c
20180102T184955Z,2018-01-02T18:49:55.940000Z,6c
20180102T190844Z,2018-01-02T19:08:44.000000Z,6c
20180102T191217Z,2018-01-02T19:12:17.270000Z,6c
20180102T202110Z,2018-01-02T20:21:10.550000Z,6c
20180102T214000Z,2018-01-02T21:40:00.970000Z,6c
20180102T224658Z,2018-01-02T22:46:58.930000Z,8d
20180102T235233Z,2018-01-02T23:52:33.670000Z,6c
20180102T000817Z,2018-01-02T00:08:17.330000Z,6d
20180102T001700Z,2018-01-02T00:17:00.830000Z,6d
20180102T012740Z,2018-01-02T01:27:40.980000Z,6d
20180102T025950Z,2018-01-02T02:59:50.450000Z,6d
20180102T035325Z,2018-01-02T03:53:25.230000Z,6d
20180102T051601Z,2018-01-02T05:16:01.210000Z,6d
20180102T051941Z,2018-01-02T05:19:41.750000Z,6d
20180102T090529Z,2018-01-02T09:05:29.800000Z,6d
20180102T103354Z,2018-01-02T10:33:54.960000Z,7d
20180102T105443Z,2018-01-02T10:54:43.980000Z,6d
20180102T124738Z,2018-01-02T12:47:38.010000Z,6d
20180102T130620Z,2018-01-02T13:06:20.080000Z,6d
20180102T131040Z,2018-01-02T13:10:40.750000Z,6d
20180102T132445Z,2018-01-02T13:24:45.070000Z,6d
20180102T135645Z,2018-01-02T13:56:45.450000Z,6d
20180102T151037Z,2018-01-02T15:10:37.910000Z,6d
20180102T161849Z,2018-01-02T16:18:49.170000Z,6d
20180102T194850Z,2018-01-02T19:48:50.420000Z,6d
20180102T215454Z,2018-01-02T21:54:54.200000Z,6d
20180102T222619Z,2018-01-02T22:26:19.250000Z,6d
20180102T222713Z,2018-01-02T22:27:13.130000Z,6d
20180102T001608Z,2018-01-02T00:16:08.610000Z,7a
20180102T013407Z,2018-01-02T01:34:07.950000Z,7a
20180102T024430Z,2018-01-02T02:44:30.830000Z,7a
20180102T054038Z,2018-01-02T05:40:38.450000Z,7a
20180102T100223Z,2018-01-02T10:02:23.060000Z,7a
20180102T124746Z,2018-01-02T12:47:46.970000Z,7a
20180102T000650Z,2018-01-02T00:06:50.860000Z,7b
20180102T000818Z,2018-01-02T00:08:18.160000Z,7b
20180102T001454Z,2018-01-02T00:14:54.000000Z,8d
20180102T005210Z,2018-01-02T00:52:10.110000Z,7b
20180102T005442Z,2018-01-02T00:54:42.220000Z,7b
20180102T013156Z,2018-01-02T01:31:56.090000Z,7b
20180102T014153Z,2018-01-02T01:41:53.410000Z,7b
20180102T030503Z,2018-01-02T03:05:03.300000Z,7b
20180102T031730Z,2018-01-02T03:17:30.010000Z,7b
20180102T042805Z,2018-01-02T04:28:05.680000Z,7b
20180102T043712Z,2018-01-02T04:37:12.310000Z,7d
20180102T061209Z,2018-01-02T06:12:09.900000Z,7b
20180102T065911Z,2018-01-02T06:59:11.910000Z,7b
20180102T072410Z,2018-01-02T07:24:10.730000Z,7b
20180102T101017Z,2018-01-02T10:10:17.710000Z,7b
20180102T105043Z,2018-01-02T10:50:43.140000Z,7b
20180102T105231Z,2018-01-02T10:52:31.100000Z,7b
20180102T121934Z,2018-01-02T12:19:34.230000Z,7b
20180102T122243Z,2018-01-02T12:22:43.340000Z,7d
20180102T123432Z,2018-01-02T12:34:32.240000Z,7d
20180102T124348Z,2018-01-02T12:43:48.120000Z,7b
20180102T124407Z,2018-01-02T12:44:07.570000Z,7b
20180102T132753Z,2018-01-02T13:27:53.440000Z,7b
20180102T134006Z,2018-01-02T13:40:06.510000Z,7b
20180102T170611Z,2018-01-02T17:06:11.610000Z,7b
20180102T205058Z,2018-01-02T20:50:58.770000Z,7b
20180102T212557Z,2018-01-02T21:25:57.630000Z,7d
20180102T220533Z,2018-01-02T22:05:33.570000Z,7b
20180102T221514Z,2018-01-02T22:15:14.750000Z,7b
20180102T223851Z,2018-01-02T22:38:51.190000Z,7b
20180102T224946Z,2018-01-02T22:49:46.130000Z,7b
20180102T005416Z,2018-01-02T00:54:16.110000Z,7c
20180102T014649Z,2018-01-02T01:46:49.580000Z,7c
20180102T024824Z,2018-01-02T02:48:24.800000Z,7c
20180102T030116Z,2018-01-02T03:01:16.830000Z,7c
20180102T063554Z,2018-01-02T06:35:54.410000Z,7c
20180102T091837Z,2018-01-02T09:18:37.460000Z,7c
20180102T155915Z,2018-01-02T15:59:15.020000Z,7c
20180102T160237Z,2018-01-02T16:02:37.960000Z,7c
20180102T205056Z,2018-01-02T20:50:56.290000Z,7c
20180102T222056Z,2018-01-02T22:20:56.710000Z,7c
20180102T000652Z,2018-01-02T00:06:52.240000Z,7d
20180102T001001Z,2018-01-02T00:10:01.680000Z,7d
20180102T001356Z,2018-01-02T00:13:56.480000Z,7d
20180102T001734Z,2018-01-02T00:17:34.270000Z,7d
20180102T001816Z,2018-01-02T00:18:16.600000Z,7d
20180102T010137Z,2018-01-02T01:01:37.540000Z,7d
20180102T013048Z,2018-01-02T01:30:48.920000Z,7d
20180102T013409Z,2018-01-02T01:34:09.500000Z,7d
20180102T014733Z,2018-01-02T01:47:33.670000Z,7d
20180102T021602Z,2018-01-02T02:16:02.220000Z,7d
20180102T022450Z,2018-01-02T02:24:50.770000Z,7d
20180102T024759Z,2018-01-02T02:47:59.650000Z,7d
20180102T032326Z,2018-01-02T03:23:26.980000Z,7d
20180102T033435Z,2018-01-02T03:34:35.020000Z,7d
20180102T035516Z,2018-01-02T03:55:16.380000Z,7d
20180102T041930Z,2018-01-02T04:19:30.340000Z,7d
20180102T053040Z,2018-01-02T05:30:40.100000Z,8d
20180102T061210Z,2018-01-02T06:12:10.000000Z,7d
20180102T063158Z,2018-01-02T06:31:58.960000Z,7d
20180102T065353Z,2018-01-02T06:53:53.650000Z,7d
20180102T072716Z,2018-01-02T07:27:16.900000Z,7d
20180102T080256Z,2018-01-02T08:02:56.140000Z,7d
20180102T083039Z,2018-01-02T08:30:39.920000Z,7d
20180102T094702Z,2018-01-02T09:47:02.270000Z,7d
20180102T102817Z,2018-01-02T10:28:17.890000Z,7d
20180102T103755Z,2018-01-02T10:37:55.700000Z,7d
20180102T112151Z,2018-01-02T11:21:51.870000Z,7d
20180102T114849Z,2018-01-02T11:48:49.200000Z,8d
20180102T115319Z,2018-01-02T11:53:19.470000Z,7d
20180102T115555Z,2018-01-02T11:55:55.480000Z,7d
20180102T124417Z,2018-01-02T12:44:17.090000Z,7d
20180102T125111Z,2018-01-02T12:51:11.030000Z,7d
20180102T125211Z,2018-01-02T12:52:11.620000Z,7d
20180102T125938Z,2018-01-02T12:59:38.680000Z,7d
20180102T140614Z,2018-01-02T14:06:14.870000Z,7d
20180102T143204Z,2018-01-02T14:32:04.170000Z,7d
20180102T143227Z,2018-01-02T14:32:27.290000Z,7d
20180102T143612Z,2018-01-02T14:36:12.040000Z,7d
20180102T145103Z,2018-01-02T14:51:03.090000Z,7d
20180102T160745Z,2018-01-02T16:07:45.400000Z,7d
20180102T162941Z,2018-01-02T16:29:41.070000Z,7d
20180102T163630Z,2018-01-02T16:36:30.670000Z,7d
20180102T174841Z,2018-01-02T17:48:41.990000Z,7d
20180102T192427Z,2018-01-02T19:24:27.800000Z,7d
20180102T201846Z,2018-01-02T20:18:46.720000Z,7d
20180102T204944Z,2018-01-02T20:49:44.360000Z,7d
20180102T212047Z,2018-01-02T21:20:47.430000Z,7d
20180102T212207Z,2018-01-02T21:22:07.250000Z,7d
20180102T212501Z,2018-01-02T21:25:01.670000Z,7d
20180102T214038Z,2018-01-02T21:40:38.970000Z,7d
20180102T222018Z,2018-01-02T22:20:18.580000Z,7d
20180102T230709Z,2018-01-02T23:07:09.500000Z,7d
20180102T232535Z,2018-01-02T23:25:35.410000Z,7d
20180102T234609Z,2018-01-02T23:46:09.010000Z,7d
20180102T002613Z,2018-01-02T00:26:13.280000Z,8a
20180102T015113Z,2018-01-02T01:51:13.940000Z,8a
20180102T052257Z,2018-01-02T05:22:57.900000Z,8a
20180102T072054Z,2018-01-02T07:20:54.780000Z,8a
20180102T075153Z,2018-01-02T07:51:53.010000Z,8a
20180102T084157Z,2018-01-02T08:41:57.530000Z,8a
20180102T120755Z,2018-01-02T12:07:55.850000Z,8a
20180102T121655Z,2018-01-02T12:16:55.800000Z,8a
20180102T131312Z,2018-01-02T13:13:12.500000Z,8a
20180102T133600Z,2018-01-02T13:36:00.470000Z,8a
20180102T135918Z,2018-01-02T13:59:18.540000Z,8a
20180102T173556Z,2018-01-02T17:35:56.640000Z,8a
20180102T181126Z,2018-01-02T18:11:26.900000Z,8a
20180102T182731Z,2018-01-02T18:27:31.940000Z,8a
20180102T205900Z,2018-01-02T20:59:00.670000Z,8a
20180102T225246Z,2018-01-02T22:52:46.730000Z,8a
20180102T005335Z,2018-01-02T00:53:35.700000Z,8b
20180102T021914Z,2018-01-02T02:19:14.710000Z,8b
20180102T030853Z,2018-01-02T03:08:53.790000Z,8b
20180102T051153Z,2018-01-02T05:11:53.190000Z,8b
20180102T085355Z,2018-01-02T08:53:55.210000Z,8b
20180102T092030Z,2018-01-02T09:20:30.760000Z,8b
20180102T103434Z,2018-01-02T10:34:34.510000Z,8b
20180102T132613Z,2018-01-02T13:26:13.310000Z,8b
20180102T132629Z,2018-01-02T13:26:29.930000Z,8b
20180102T133002Z,2018-01-02T13:30:02.170000Z,8b
20180102T141629Z,2018-01-02T14:16:29.790000Z,8b
20180102T143123Z,2018-01-02T14:31:23.490000Z,8b
20180102T145152Z,2018-01-02T14:51:52.140000Z,8b
20180102T150523Z,2018-01-02T15:05:23.850000Z,8b
20180102T152145Z,2018-01-02T15:21:45.910000Z,8b
20180102T153704Z,2018-01-02T15:37:04.760000Z,8b
20180102T163334Z,2018-01-02T16:33:34.490000Z,8b
20180102T170243Z,2018-01-02T17:02:43.530000Z,8b
20180102T172941Z,2018-01-02T17:29:41.390000Z,8b
20180102T173225Z,2018-01-02T17:32:25.730000Z,8b
20180102T175230Z,2018-01-02T17:52:30.990000Z,8b
20180102T201703Z,2018-01-02T20:17:03.880000Z,8b
20180102T210439Z,2018-01-02T21:04:39.940000Z,8b
20180102T215458Z,2018-01-02T21:54:58.400000Z,8b
20180102T221556Z,2018-01-02T22:15:56.500000Z,8b
20180102T002049Z,2018-01-02T00:20:49.160000Z,8c
20180102T005456Z,2018-01-02T00:54:56.120000Z,8c
20180102T012748Z,2018-01-02T01:27:48.310000Z,8c
20180102T013600Z,2018-01-02T01:36:00.850000Z,8c
20180102T024455Z,2018-01-02T02:44:55.360000Z,8c
20180102T042806Z,2018-01-02T04:28:06.970000Z,8c
20180102T050716Z,2018-01-02T05:07:16.900000Z,8c
20180102T093058Z,2018-01-02T09:30:58.520000Z,8c
20180102T102319Z,2018-01-02T10:23:19.590000Z,8c
20180102T103924Z,2018-01-02T10:39:24.300000Z,8c
20180102T105729Z,2018-01-02T10:57:29.500000Z,8c
20180102T114202Z,2018-01-02T11:42:02.550000Z,8c
20180102T120415Z,2018-01-02T12:04:15.870000Z,8c
20180102T135919Z,2018-01-02T13:59:19.910000Z,8c
20180102T144400Z,2018-01-02T14:44:00.700000Z,8c
20180102T163317Z,2018-01-02T16:33:17.820000Z,8c
20180102T170654Z,2018-01-02T17:06:54.260000Z,8c
20180102T174016Z,2018-01-02T17:40:16.260000Z,8c
20180102T192342Z,2018-01-02T19:23:42.560000Z,8c
20180102T202338Z,2018-01-02T20:23:38.320000Z,8c
20180102T205607Z,2018-01-02T20:56:07.910000Z,8c
20180102T205902Z,2018-01-02T20:59:02.130000Z,8c
20180102T214135Z,2018-01-02T21:41:35.780000Z,8c
20180102T215620Z,2018-01-02T21:56:20.730000Z,8c
20180102T225416Z,2018-01-02T22:54:16.290000Z,8c
20180102T000409Z,2018-01-02T00:04:09.470000Z,8d
20180102T032558Z,2018-01-02T03:25:58.640000Z,8d
20180102T033350Z,2018-01-02T03:33:50.470000Z,8d
20180102T035357Z,2018-01-02T03:53:57.840000Z,8d
20180102T044659Z,2018-01-02T04:46:59.910000Z,8d
20180102T050350Z,2018-01-02T05:03:50.820000Z,8d
20180102T065352Z,2018-01-02T06:53:52.760000Z,8d
20180102T080225Z,2018-01-02T08:02:25.740000Z,8d
20180102T085250Z,2018-01-02T08:52:50.800000Z,8d
20180102T093057Z,2018-01-02T09:30:57.600000Z,8d
20180102T103252Z,2018-01-02T10:32:52.670000Z,8d
20180102T122802Z,2018-01-02T12:28:02.440000Z,8d
20180102T124416Z,2018-01-02T12:44:16.450000Z,8d
20180102T125757Z,2018-01-02T12:57:57.070000Z,8d
20180102T133601Z,2018-01-02T13:36:01.210000Z,8d
20180102T142326Z,2018-01-02T14:23:26.600000Z,8d
20180102T151356Z,2018-01-02T15:13:56.900000Z,8d
20180102T154322Z,2018-01-02T15:43:22.750000Z,8d
20180102T162940Z,2018-01-02T16:29:40.430000Z,8d
20180102T163715Z,2018-01-02T16:37:15.790000Z,8d
20180102T174503Z,2018-01-02T17:45:03.000000Z,8d
20180102T174904Z,2018-01-02T17:49:04.850000Z,8d
20180102T184234Z,2018-01-02T18:42:34.940000Z,8d
20180102T195404Z,2018-01-02T19:54:04.400000Z,8d
20180102T212556Z,2018-01-02T21:25:56.980000Z,8d
20180102T214001Z,2018-01-02T21:40:01.680000Z,8d
20180102T215524Z,2018-01-02T21:55:24.420000Z,8d
20180102T222017Z,2018-01-02T22:20:17.690000Z,8d
