event_id,amplitude,mean_freq,rad,Ms
20180121T000002Z,6.243528907095438e-07,5.356365805238411,1.610048626979816,0.7711520292035718
20180121T000020Z,8.913471847778002e-08,3.6917366639310454,2.782153586872337,0.15844918528615803
20180121T000045Z,2.722306906301476e-07,3.33057447258969,6.0636727788121325,1.160296535814847
20180121T000139Z,5.0115515035309096e-08,3.880397769619791,1.023220071338937,-0.791103986385389
20180121T000149Z,4.888596389321058e-07,7.231099784594133,3.2020873684581144,1.2909065570817444
20180121T000227Z,6.01475165832686e-08,2.6758972353624078,5.687608676818642,0.36336939221054987
20180121T000251Z,1.4687592745095542e-07,4.5249846085882215,2.0740449203183706,0.2519848163517837
20180121T000258Z,8.711570732074674e-07,6.038114039047096,4.3547930652123075,1.685182811206586
20180121T000326Z,5.482395169262368e-08,4.582448181803486,1.6727026488572978,-0.3255580397163187
20180121T000332Z,2.0838452510189184e-07,3.1229391347935986,1.2655827580137289,-0.1132697579079136
20180121T000339Z,2.435848001501942e-07,3.6077744217188306,9.63467720849196,1.480558205687605
20180121T000359Z,7.511432147338082e-08,3.898702647393226,2.5156984071300728,0.035235040980214904
20180121T000428Z,2.213034050548991e-07,20.766362604486716,0.21218995734895674,-0.5517893150798416
20180121T000455Z,8.630895256672127e-08,4.124703098297789,3.8455648115995693,0.4259813087693618
20180121T000536Z,9.336658560713069e-08,2.634936065619675,4.399444529261815,0.3625009290760306
20180121T000600Z,8.592017336433786e-07,7.583328422527067,5.518261278705622,1.9488457059987518
20180121T000704Z,2.7139436790627116e-07,4.77223187113194,4.072803719583,1.0282444908294934
20180121T000718Z,5.644290386856544e-07,7.144300111901449,4.477601324460839,1.5898033854274127
20180121T000743Z,5.557183535342272e-07,5.842605480130477,7.223223754771189,1.8404538207340524
20180121T000754Z,8.599864691126146e-07,3.650110608014387,1.3963777395154362,0.6410014304438723
20180121T000848Z,1.0248988294765598e-07,2.8517790865749197,3.173260601630997,0.20179535015359695
20180121T000914Z,7.88288800671871e-08,2.547685105012381,1.4947381387735632,-0.5038918578244078
20180121T000931Z,2.566864498271897e-07,4.0416918929671874,6.192157635182168,1.2339228181957203
20180121T001000Z,1.8551176187046723e-07,2.2098019434954788,1.7963381477250604,-0.06149201924355241
20180121T001015Z,1.5883288179047091e-07,3.0638087145675037,1.5432329748993083,-0.09650271105992125
20180121T001028Z,1.5419261233043042e-07,2.825499535290948,6.502900926086012,0.8924156000241816
20180121T001039Z,5.425304283773565e-08,3.434383266120644,8.658269065625257,0.7299073951050121
20180121T001059Z,5.494827166304901e-08,3.274638052626342,3.4524078190429757,0.051898958226018976
20180121T001117Z,1.4603885413014627e-07,3.5345411176870445,4.622737759235125,0.7200331673426428
20180121T001127Z,1.2165368027428723e-07,3.8026720497241686,2.972396970045161,0.3540703741889848
20180121T001152Z,3.921669825859661e-07,2.8804667245048865,2.2006669639738523,0.525073012333948
20180121T001211Z,9.30112566895849e-08,3.5499059154852812,2.2943363280727205,0.020942056168166356
20180121T001228Z,7.945658774545288e-08,3.2204462246509147,5.958607002380941,0.5982851802014713
