,match_time,template
20180105T060726Z,2018-01-05T06:07:26.080000Z,3b
20180105T063449Z,2018-01-05T06:34:49.000000Z,3b
20180105T065757Z,2018-01-05T06:57:57.620000Z,3b
20180105T073153Z,2018-01-05T07:31:53.690000Z,3b
20180105T103042Z,2018-01-05T10:30:42.670000Z,3b
20180105T110932Z,2018-01-05T11:09:32.720000Z,3b
20180105T132821Z,2018-01-05T13:28:21.760000Z,3b
20180105T165557Z,2018-01-05T16:55:57.030000Z,3b
20180105T172106Z,2018-01-05T17:21:06.510000Z,3b
20180105T182210Z,2018-01-05T18:22:10.310000Z,3b
20180105T212617Z,2018-01-05T21:26:17.810000Z,3b
20180105T215235Z,2018-01-05T21:52:35.690000Z,3b
20180105T221251Z,2018-01-05T22:12:51.260000Z,3b
20180105T221847Z,2018-01-05T22:18:47.620000Z,3b
20180105T003254Z,2018-01-05T00:32:54.630000Z,3c
20180105T004533Z,2018-01-05T00:45:33.680000Z,3c
20180105T020109Z,2018-01-05T02:01:09.620000Z,3c
20180105T033714Z,2018-01-05T03:37:14.860000Z,3c
20180105T071157Z,2018-01-05T07:11:57.350000Z,3c
20180105T071815Z,2018-01-05T07:18:15.500000Z,3c
20180105T112501Z,2018-01-05T11:25:01.990000Z,3c
20180105T140853Z,2018-01-05T14:08:53.160000Z,3c
20180105T144214Z,2018-01-05T14:42:14.870000Z,3c
20180105T161119Z,2018-01-05T16:11:19.960000Z,3c
20180105T163347Z,2018-01-05T16:33:47.940000Z,3c
20180105T165542Z,2018-01-05T16:55:42.540000Z,3c
20180105T193021Z,2018-01-05T19:30:21.870000Z,3c
20180105T215607Z,2018-01-05T21:56:07.440000Z,3c
20180105T000652Z,2018-01-05T00:06:52.000000Z,5c
20180105T000719Z,2018-01-05T00:07:19.770000Z,3d
20180105T005238Z,2018-01-05T00:52:38.080000Z,3d
20180105T005451Z,2018-01-05T00:54:51.300000Z,3d
20180105T010425Z,2018-01-05T01:04:25.150000Z,5b
20180105T011442Z,2018-01-05T01:14:42.320000Z,3d
20180105T011453Z,2018-01-05T01:14:53.400000Z,5c
20180105T015327Z,2018-01-05T01:53:27.000000Z,3d
20180105T025101Z,2018-01-05T02:51:01.490000Z,3d
20180105T031239Z,2018-01-05T03:12:39.920000Z,3d
20180105T033330Z,2018-01-05T03:33:30.190000Z,5c
20180105T034936Z,2018-01-05T03:49:36.210000Z,5c
20180105T052248Z,2018-01-05T05:22:48.470000Z,5b
20180105T052434Z,2018-01-05T05:24:34.450000Z,5a
20180105T053114Z,2018-01-05T05:31:14.210000Z,3d
20180105T060147Z,2018-01-05T06:01:47.200000Z,3d
20180105T063115Z,2018-01-05T06:31:15.050000Z,3d
20180105T063448Z,2018-01-05T06:34:48.820000Z,3d
20180105T064157Z,2018-01-05T06:41:57.790000Z,3d
20180105T081856Z,2018-01-05T08:18:56.160000Z,5c
20180105T082005Z,2018-01-05T08:20:05.470000Z,3d
20180105T085023Z,2018-01-05T08:50:23.200000Z,5c
20180105T090505Z,2018-01-05T09:05:05.200000Z,5c
20180105T101425Z,2018-01-05T10:14:25.090000Z,5c
20180105T102301Z,2018-01-05T10:23:01.750000Z,5c
20180105T114230Z,2018-01-05T11:42:30.920000Z,3d
20180105T120043Z,2018-01-05T12:00:43.210000Z,5c
20180105T121556Z,2018-01-05T12:15:56.720000Z,5a
20180105T124721Z,2018-01-05T12:47:21.750000Z,3d
20180105T131459Z,2018-01-05T13:14:59.070000Z,3d
20180105T131952Z,2018-01-05T13:19:52.980000Z,3d
20180105T132301Z,2018-01-05T13:23:01.000000Z,5c
20180105T133621Z,2018-01-05T13:36:21.290000Z,5c
20180105T150847Z,2018-01-05T15:08:47.890000Z,4b
20180105T151201Z,2018-01-05T15:12:01.600000Z,3d
20180105T151345Z,2018-01-05T15:13:45.470000Z,3d
20180105T151954Z,2018-01-05T15:19:54.330000Z,5c
20180105T152341Z,2018-01-05T15:23:41.700000Z,3d
20180105T154438Z,2018-01-05T15:44:38.730000Z,3d
20180105T160303Z,2018-01-05T16:03:03.150000Z,3d
20180105T161115Z,2018-01-05T16:11:15.300000Z,5c
20180105T165741Z,2018-01-05T16:57:41.770000Z,3d
20180105T170510Z,2018-01-05T17:05:10.780000Z,3d
20180105T170602Z,2018-01-05T17:06:02.960000Z,3d
20180105T172957Z,2018-01-05T17:29:57.370000Z,5c
20180105T181610Z,2018-01-05T18:16:10.660000Z,3d
20180105T182422Z,2018-01-05T18:24:22.270000Z,5c
20180105T183009Z,2018-01-05T18:30:09.740000Z,3d
20180105T184901Z,2018-01-05T18:49:01.370000Z,5c
20180105T190022Z,2018-01-05T19:00:22.050000Z,3d
20180105T192120Z,2018-01-05T19:21:20.110000Z,5c
20180105T192149Z,2018-01-05T19:21:49.220000Z,3d
20180105T194847Z,2018-01-05T19:48:47.330000Z,5c
20180105T195849Z,2018-01-05T19:58:49.150000Z,3d
20180105T195932Z,2018-01-05T19:59:32.030000Z,5b
20180105T203544Z,2018-01-05T20:35:44.690000Z,3d
20180105T203730Z,2018-01-05T20:37:30.350000Z,3d
20180105T205050Z,2018-01-05T20:50:50.840000Z,3d
20180105T210604Z,2018-01-05T21:06:04.520000Z,3d
20180105T212756Z,2018-01-05T21:27:56.260000Z,5c
20180105T222638Z,2018-01-05T22:26:38.840000Z,3d
20180105T230138Z,2018-01-05T23:01:38.750000Z,3d
20180105T230436Z,2018-01-05T23:04:36.640000Z,3d
20180105T230642Z,2018-01-05T23:06:42.780000Z,3d
20180105T230854Z,2018-01-05T23:08:54.470000Z,3d
20180105T231737Z,2018-01-05T23:17:37.200000Z,4b
20180105T232232Z,2018-01-05T23:22:32.810000Z,5a
20180105T234658Z,2018-01-05T23:46:58.020000Z,5c
20180105T032521Z,2018-01-05T03:25:21.300000Z,4a
20180105T005241Z,2018-01-05T00:52:41.740000Z,5c
20180105T013320Z,2018-01-05T01:33:20.120000Z,4b
20180105T014058Z,2018-01-05T01:40:58.090000Z,5c
20180105T034709Z,2018-01-05T03:47:09.980000Z,4b
20180105T035008Z,2018-01-05T03:50:08.190000Z,4b
20180105T035840Z,2018-01-05T03:58:40.340000Z,4b
20180105T042059Z,2018-01-05T04:20:59.010000Z,5c
20180105T060443Z,2018-01-05T06:04:43.670000Z,4b
20180105T061612Z,2018-01-05T06:16:12.390000Z,6b
20180105T061857Z,2018-01-05T06:18:57.740000Z,4b
20180105T070034Z,2018-01-05T07:00:34.500000Z,4b
20180105T080958Z,2018-01-05T08:09:58.820000Z,4b
20180105T083526Z,2018-01-05T08:35:26.260000Z,4b
20180105T101032Z,2018-01-05T10:10:32.130000Z,5c
20180105T101350Z,2018-01-05T10:13:50.680000Z,5c
20180105T102452Z,2018-01-05T10:24:52.090000Z,4b
20180105T103023Z,2018-01-05T10:30:23.640000Z,4b
20180105T103513Z,2018-01-05T10:35:13.510000Z,5c
20180105T110010Z,2018-01-05T11:00:10.310000Z,4b
20180105T111328Z,2018-01-05T11:13:28.310000Z,4d
20180105T113250Z,2018-01-05T11:32:50.550000Z,4b
20180105T120311Z,2018-01-05T12:03:11.290000Z,4b
20180105T122310Z,2018-01-05T12:23:10.260000Z,5c
20180105T132615Z,2018-01-05T13:26:15.120000Z,4b
20180105T133534Z,2018-01-05T13:35:34.080000Z,4b
20180105T134804Z,2018-01-05T13:48:04.660000Z,5c
20180105T140611Z,2018-01-05T14:06:11.030000Z,5c
20180105T141145Z,2018-01-05T14:11:45.650000Z,4b
20180105T141211Z,2018-01-05T14:12:11.020000Z,4b
20180105T142123Z,2018-01-05T14:21:23.800000Z,5c
20180105T154439Z,2018-01-05T15:44:39.190000Z,5c
20180105T154957Z,2018-01-05T15:49:57.840000Z,5c
20180105T155647Z,2018-01-05T15:56:47.180000Z,4b
20180105T161104Z,2018-01-05T16:11:04.770000Z,4b
20180105T162624Z,2018-01-05T16:26:24.530000Z,4b
20180105T164123Z,2018-01-05T16:41:23.250000Z,4b
20180105T170441Z,2018-01-05T17:04:41.770000Z,4b
20180105T170516Z,2018-01-05T17:05:16.990000Z,4b
20180105T172626Z,2018-01-05T17:26:26.440000Z,5c
20180105T174527Z,2018-01-05T17:45:27.430000Z,5c
20180105T180534Z,2018-01-05T18:05:34.020000Z,4b
20180105T183049Z,2018-01-05T18:30:49.670000Z,5c
20180105T183243Z,2018-01-05T18:32:43.120000Z,4b
20180105T191142Z,2018-01-05T19:11:42.140000Z,5c
20180105T192502Z,2018-01-05T19:25:02.980000Z,4b
20180105T193936Z,2018-01-05T19:39:36.520000Z,5c
20180105T200059Z,2018-01-05T20:00:59.620000Z,5c
20180105T200901Z,2018-01-05T20:09:01.610000Z,5c
20180105T202141Z,2018-01-05T20:21:41.410000Z,5c
20180105T202935Z,2018-01-05T20:29:35.050000Z,5c
20180105T203156Z,2018-01-05T20:31:56.140000Z,6b
20180105T205930Z,2018-01-05T20:59:30.410000Z,4c
20180105T210317Z,2018-01-05T21:03:17.650000Z,5c
20180105T211106Z,2018-01-05T21:11:06.150000Z,8b
20180105T214822Z,2018-01-05T21:48:22.870000Z,5c
20180105T215806Z,2018-01-05T21:58:06.560000Z,4b
20180105T220947Z,2018-01-05T22:09:47.170000Z,4b
20180105T223923Z,2018-01-05T22:39:23.830000Z,4b
20180105T225948Z,2018-01-05T22:59:48.730000Z,5b
20180105T232127Z,2018-01-05T23:21:27.160000Z,5c
20180105T232715Z,2018-01-05T23:27:15.510000Z,4b
20180105T233316Z,2018-01-05T23:33:16.230000Z,5c
20180105T012123Z,2018-01-05T01:21:23.260000Z,6b
20180105T022915Z,2018-01-05T02:29:15.890000Z,4c
20180105T025056Z,2018-01-05T02:50:56.090000Z,4c
20180105T044947Z,2018-01-05T04:49:47.900000Z,4c
20180105T103732Z,2018-01-05T10:37:32.780000Z,4c
20180105T110619Z,2018-01-05T11:06:19.400000Z,4c
20180105T115343Z,2018-01-05T11:53:43.430000Z,4c
20180105T120223Z,2018-01-05T12:02:23.990000Z,4c
20180105T121356Z,2018-01-05T12:13:56.800000Z,4c
20180105T135829Z,2018-01-05T13:58:29.760000Z,8d
20180105T195655Z,2018-01-05T19:56:55.840000Z,4c
20180105T205307Z,2018-01-05T20:53:07.440000Z,4c
20180105T004852Z,2018-01-05T00:48:52.780000Z,5c
20180105T015535Z,2018-01-05T01:55:35.900000Z,4d
20180105T020847Z,2018-01-05T02:08:47.420000Z,4d
20180105T022628Z,2018-01-05T02:26:28.440000Z,4d
20180105T025451Z,2018-01-05T02:54:51.910000Z,4d
20180105T030528Z,2018-01-05T03:05:28.700000Z,4d
20180105T035405Z,2018-01-05T03:54:05.840000Z,6d
20180105T060442Z,2018-01-05T06:04:42.800000Z,4d
20180105T094426Z,2018-01-05T09:44:26.400000Z,4d
20180105T112418Z,2018-01-05T11:24:18.720000Z,4d
20180105T113611Z,2018-01-05T11:36:11.780000Z,4d
20180105T120324Z,2018-01-05T12:03:24.760000Z,4d
20180105T123145Z,2018-01-05T12:31:45.860000Z,4d
20180105T133645Z,2018-01-05T13:36:45.160000Z,6a
20180105T141557Z,2018-01-05T14:15:57.910000Z,4d
20180105T145214Z,2018-01-05T14:52:14.090000Z,4d
20180105T152027Z,2018-01-05T15:20:27.460000Z,4d
20180105T162222Z,2018-01-05T16:22:22.990000Z,4d
20180105T162335Z,2018-01-05T16:23:35.280000Z,4d
20180105T164121Z,2018-01-05T16:41:21.930000Z,4d
20180105T170259Z,2018-01-05T17:02:59.380000Z,4d
20180105T171724Z,2018-01-05T17:17:24.510000Z,6b
20180105T175201Z,2018-01-05T17:52:01.350000Z,4d
20180105T184345Z,2018-01-05T18:43:45.250000Z,4d
20180105T191135Z,2018-01-05T19:11:35.450000Z,4d
20180105T191712Z,2018-01-05T19:17:12.890000Z,4d
20180105T194308Z,2018-01-05T19:43:08.740000Z,4d
20180105T203902Z,2018-01-05T20:39:02.340000Z,4d
20180105T205216Z,2018-01-05T20:52:16.700000Z,4d
20180105T215729Z,2018-01-05T21:57:29.830000Z,4d
20180105T222700Z,2018-01-05T22:27:00.760000Z,4d
20180105T223157Z,2018-01-05T22:31:57.800000Z,4d
20180105T224451Z,2018-01-05T22:44:51.310000Z,4d
20180105T225131Z,2018-01-05T22:51:31.030000Z,4d
20180105T230326Z,2018-01-05T23:03:26.600000Z,4d
20180105T005130Z,2018-01-05T00:51:30.870000Z,5a
20180105T011019Z,2018-01-05T01:10:19.560000Z,5a
20180105T013155Z,2018-01-05T01:31:55.250000Z,8a
20180105T015503Z,2018-01-05T01:55:03.040000Z,5a
20180105T030935Z,2018-01-05T03:09:35.430000Z,5a
20180105T034419Z,2018-01-05T03:44:19.880000Z,5a
20180105T045217Z,2018-01-05T04:52:17.990000Z,5a
20180105T052520Z,2018-01-05T05:25:20.770000Z,5c
20180105T083245Z,2018-01-05T08:32:45.450000Z,5a
20180105T084504Z,2018-01-05T08:45:04.780000Z,5c
20180105T090031Z,2018-01-05T09:00:31.230000Z,5a
20180105T091742Z,2018-01-05T09:17:42.660000Z,5a
20180105T102451Z,2018-01-05T10:24:51.050000Z,8b
20180105T115108Z,2018-01-05T11:51:08.480000Z,8a
20180105T121258Z,2018-01-05T12:12:58.430000Z,5a
20180105T122702Z,2018-01-05T12:27:02.790000Z,5a
20180105T123146Z,2018-01-05T12:31:46.500000Z,5a
20180105T123300Z,2018-01-05T12:33:00.730000Z,5a
20180105T124913Z,2018-01-05T12:49:13.740000Z,5a
20180105T130021Z,2018-01-05T13:00:21.170000Z,5a
20180105T131458Z,2018-01-05T13:14:58.550000Z,5a
20180105T135422Z,2018-01-05T13:54:22.210000Z,5a
20180105T135938Z,2018-01-05T13:59:38.910000Z,5a
20180105T145021Z,2018-01-05T14:50:21.590000Z,5a
20180105T151055Z,2018-01-05T15:10:55.380000Z,6b
20180105T152259Z,2018-01-05T15:22:59.890000Z,5a
20180105T162138Z,2018-01-05T16:21:38.650000Z,5a
20180105T163852Z,2018-01-05T16:38:52.630000Z,5a
20180105T163919Z,2018-01-05T16:39:19.800000Z,5a
20180105T171643Z,2018-01-05T17:16:43.430000Z,5a
20180105T173358Z,2018-01-05T17:33:58.560000Z,5a
20180105T173427Z,2018-01-05T17:34:27.770000Z,5a
20180105T175022Z,2018-01-05T17:50:22.380000Z,5a
20180105T175635Z,2018-01-05T17:56:35.990000Z,8c
20180105T180305Z,2018-01-05T18:03:05.360000Z,6b
20180105T181947Z,2018-01-05T18:19:47.900000Z,5a
20180105T182027Z,2018-01-05T18:20:27.880000Z,5a
20180105T182201Z,2018-01-05T18:22:01.780000Z,5a
20180105T182506Z,2018-01-05T18:25:06.350000Z,5a
20180105T185221Z,2018-01-05T18:52:21.740000Z,5c
20180105T192908Z,2018-01-05T19:29:08.760000Z,5a
20180105T200958Z,2018-01-05T20:09:58.950000Z,5a
20180105T205046Z,2018-01-05T20:50:46.600000Z,5a
20180105T211502Z,2018-01-05T21:15:02.880000Z,5a
20180105T214118Z,2018-01-05T21:41:18.620000Z,6b
20180105T214518Z,2018-01-05T21:45:18.640000Z,5a
20180105T220907Z,2018-01-05T22:09:07.600000Z,5a
20180105T222317Z,2018-01-05T22:23:17.520000Z,8a
20180105T224612Z,2018-01-05T22:46:12.430000Z,5a
20180105T015536Z,2018-01-05T01:55:36.710000Z,5b
20180105T051055Z,2018-01-05T05:10:55.460000Z,5b
20180105T054920Z,2018-01-05T05:49:20.300000Z,5b
20180105T082726Z,2018-01-05T08:27:26.640000Z,5c
20180105T094026Z,2018-01-05T09:40:26.040000Z,5b
20180105T113232Z,2018-01-05T11:32:32.180000Z,5b
20180105T120236Z,2018-01-05T12:02:36.810000Z,5b
20180105T153959Z,2018-01-05T15:39:59.230000Z,5b
20180105T170300Z,2018-01-05T17:03:00.180000Z,5c
20180105T221715Z,2018-01-05T22:17:15.950000Z,5b
20180105T223315Z,2018-01-05T22:33:15.920000Z,5b
20180105T234850Z,2018-01-05T23:48:50.600000Z,6d
20180105T004508Z,2018-01-05T00:45:08.130000Z,5c
20180105T005450Z,2018-01-05T00:54:50.740000Z,5c
20180105T010424Z,2018-01-05T01:04:24.880000Z,5c
20180105T024127Z,2018-01-05T02:41:27.640000Z,5c
20180105T024138Z,2018-01-05T02:41:38.180000Z,5c
20180105T054444Z,2018-01-05T05:44:44.470000Z,5c
20180105T092135Z,2018-01-05T09:21:35.470000Z,5c
20180105T094025Z,2018-01-05T09:40:25.900000Z,5c
20180105T102619Z,2018-01-05T10:26:19.330000Z,5c
20180105T111615Z,2018-01-05T11:16:15.510000Z,5c
20180105T121555Z,2018-01-05T12:15:55.880000Z,5c
20180105T130834Z,2018-01-05T13:08:34.800000Z,5c
20180105T133053Z,2018-01-05T13:30:53.720000Z,5c
20180105T135119Z,2018-01-05T13:51:19.900000Z,5c
20180105T140637Z,2018-01-05T14:06:37.330000Z,5c
20180105T150846Z,2018-01-05T15:08:46.840000Z,5c
20180105T151344Z,2018-01-05T15:13:44.910000Z,5c
20180105T155451Z,2018-01-05T15:54:51.930000Z,5c
20180105T160822Z,2018-01-05T16:08:22.750000Z,5c
20180105T164103Z,2018-01-05T16:41:03.070000Z,8b
20180105T171523Z,2018-01-05T17:15:23.560000Z,5c
20180105T175912Z,2018-01-05T17:59:12.410000Z,5c
20180105T185309Z,2018-01-05T18:53:09.260000Z,5c
20180105T193040Z,2018-01-05T19:30:40.480000Z,5c
20180105T203729Z,2018-01-05T20:37:29.790000Z,5c
20180105T210509Z,2018-01-05T21:05:09.730000Z,5c
20180105T211849Z,2018-01-05T21:18:49.080000Z,5c
20180105T212610Z,2018-01-05T21:26:10.170000Z,5c
20180105T220002Z,2018-01-05T22:00:02.730000Z,5c
20180105T231320Z,2018-01-05T23:13:20.690000Z,5c
20180105T231736Z,2018-01-05T23:17:36.900000Z,5c
20180105T232231Z,2018-01-05T23:22:31.970000Z,5c
20180105T232736Z,2018-01-05T23:27:36.900000Z,5c
20180105T002315Z,2018-01-05T00:23:15.940000Z,6a
20180105T002509Z,2018-01-05T00:25:09.440000Z,6c
20180105T003607Z,2018-01-05T00:36:07.680000Z,8d
20180105T005626Z,2018-01-05T00:56:26.940000Z,6a
20180105T012058Z,2018-01-05T01:20:58.690000Z,6a
20180105T012518Z,2018-01-05T01:25:18.750000Z,6a
20180105T012600Z,2018-01-05T01:26:00.650000Z,6a
20180105T014030Z,2018-01-05T01:40:30.610000Z,6d
20180105T021748Z,2018-01-05T02:17:48.700000Z,6a
20180105T023211Z,2018-01-05T02:32:11.480000Z,6a
20180105T025159Z,2018-01-05T02:51:59.910000Z,6a
20180105T025214Z,2018-01-05T02:52:14.050000Z,6a
20180105T025837Z,2018-01-05T02:58:37.530000Z,6a
20180105T030428Z,2018-01-05T03:04:28.860000Z,6a
20180105T031059Z,2018-01-05T03:10:59.840000Z,6c
20180105T031137Z,2018-01-05T03:11:37.600000Z,6a
20180105T031500Z,2018-01-05T03:15:00.870000Z,6a
20180105T031809Z,2018-01-05T03:18:09.780000Z,6a
20180105T034858Z,2018-01-05T03:48:58.470000Z,6a
20180105T035623Z,2018-01-05T03:56:23.020000Z,6a
20180105T040542Z,2018-01-05T04:05:42.360000Z,6a
20180105T042010Z,2018-01-05T04:20:10.840000Z,6a
20180105T042308Z,2018-01-05T04:23:08.800000Z,6a
20180105T042633Z,2018-01-05T04:26:33.660000Z,6a
20180105T043117Z,2018-01-05T04:31:17.540000Z,6a
20180105T045231Z,2018-01-05T04:52:31.980000Z,6a
20180105T045722Z,2018-01-05T04:57:22.790000Z,8d
20180105T050422Z,2018-01-05T05:04:22.720000Z,6a
20180105T055352Z,2018-01-05T05:53:52.250000Z,6a
20180105T060614Z,2018-01-05T06:06:14.120000Z,6a
20180105T063526Z,2018-01-05T06:35:26.890000Z,6a
20180105T072330Z,2018-01-05T07:23:30.480000Z,6a
20180105T073827Z,2018-01-05T07:38:27.460000Z,6c
20180105T074415Z,2018-01-05T07:44:15.430000Z,6a
20180105T075712Z,2018-01-05T07:57:12.260000Z,6a
20180105T091941Z,2018-01-05T09:19:41.300000Z,6a
20180105T094215Z,2018-01-05T09:42:15.790000Z,8d
20180105T094254Z,2018-01-05T09:42:54.960000Z,6a
20180105T095116Z,2018-01-05T09:51:16.990000Z,7d
20180105T095929Z,2018-01-05T09:59:29.210000Z,6a
20180105T100552Z,2018-01-05T10:05:52.740000Z,6a
20180105T105057Z,2018-01-05T10:50:57.660000Z,6a
20180105T105639Z,2018-01-05T10:56:39.520000Z,6a
20180105T115040Z,2018-01-05T11:50:40.540000Z,6a
20180105T115113Z,2018-01-05T11:51:13.740000Z,6a
20180105T115355Z,2018-01-05T11:53:55.380000Z,8d
20180105T115410Z,2018-01-05T11:54:10.560000Z,6a
20180105T121206Z,2018-01-05T12:12:06.490000Z,6a
20180105T123025Z,2018-01-05T12:30:25.910000Z,6a
20180105T123331Z,2018-01-05T12:33:31.680000Z,6a
20180105T124321Z,2018-01-05T12:43:21.760000Z,6a
20180105T125036Z,2018-01-05T12:50:36.830000Z,6a
20180105T130917Z,2018-01-05T13:09:17.210000Z,6a
20180105T131248Z,2018-01-05T13:12:48.670000Z,6a
20180105T131400Z,2018-01-05T13:14:00.600000Z,6a
20180105T131906Z,2018-01-05T13:19:06.420000Z,6c
20180105T132648Z,2018-01-05T13:26:48.300000Z,7a
20180105T134110Z,2018-01-05T13:41:10.220000Z,6a
20180105T134925Z,2018-01-05T13:49:25.500000Z,8d
20180105T135537Z,2018-01-05T13:55:37.220000Z,6a
20180105T143721Z,2018-01-05T14:37:21.990000Z,6a
20180105T145652Z,2018-01-05T14:56:52.390000Z,6a
20180105T145948Z,2018-01-05T14:59:48.190000Z,6a
20180105T160154Z,2018-01-05T16:01:54.260000Z,6a
20180105T160722Z,2018-01-05T16:07:22.990000Z,6a
20180105T162512Z,2018-01-05T16:25:12.090000Z,6a
20180105T162726Z,2018-01-05T16:27:26.120000Z,6a
20180105T163441Z,2018-01-05T16:34:41.310000Z,6a
20180105T164128Z,2018-01-05T16:41:28.190000Z,6d
20180105T165459Z,2018-01-05T16:54:59.350000Z,6a
20180105T170244Z,2018-01-05T17:02:44.270000Z,6a
20180105T170525Z,2018-01-05T17:05:25.020000Z,6a
20180105T181810Z,2018-01-05T18:18:10.010000Z,6a
20180105T182254Z,2018-01-05T18:22:54.430000Z,6c
20180105T183230Z,2018-01-05T18:32:30.980000Z,6a
20180105T184110Z,2018-01-05T18:41:10.900000Z,6a
20180105T191937Z,2018-01-05T19:19:37.990000Z,6a
20180105T192535Z,2018-01-05T19:25:35.780000Z,6a
20180105T193905Z,2018-01-05T19:39:05.010000Z,6a
20180105T193929Z,2018-01-05T19:39:29.820000Z,8d
20180105T194537Z,2018-01-05T19:45:37.930000Z,6a
20180105T195025Z,2018-01-05T19:50:25.780000Z,8d
20180105T200048Z,2018-01-05T20:00:48.410000Z,6a
20180105T200906Z,2018-01-05T20:09:06.820000Z,6a
20180105T201147Z,2018-01-05T20:11:47.070000Z,6a
20180105T202813Z,2018-01-05T20:28:13.250000Z,6a
20180105T212028Z,2018-01-05T21:20:28.320000Z,6a
20180105T215320Z,2018-01-05T21:53:20.340000Z,6a
20180105T221942Z,2018-01-05T22:19:42.090000Z,6a
20180105T222538Z,2018-01-05T22:25:38.740000Z,6a
20180105T224002Z,2018-01-05T22:40:02.020000Z,6a
20180105T224323Z,2018-01-05T22:43:23.610000Z,6a
20180105T230052Z,2018-01-05T23:00:52.670000Z,6c
20180105T230302Z,2018-01-05T23:03:02.490000Z,6a
20180105T002310Z,2018-01-05T00:23:10.610000Z,6b
20180105T002637Z,2018-01-05T00:26:37.310000Z,6b
20180105T015223Z,2018-01-05T01:52:23.930000Z,8c
20180105T030415Z,2018-01-05T03:04:15.930000Z,6b
20180105T040554Z,2018-01-05T04:05:54.610000Z,6b
20180105T050848Z,2018-01-05T05:08:48.260000Z,8a
20180105T051112Z,2018-01-05T05:11:12.130000Z,8b
20180105T084012Z,2018-01-05T08:40:12.650000Z,6b
20180105T091347Z,2018-01-05T09:13:47.390000Z,6b
20180105T093209Z,2018-01-05T09:32:09.840000Z,6b
20180105T123535Z,2018-01-05T12:35:35.720000Z,8a
20180105T124218Z,2018-01-05T12:42:18.580000Z,6b
20180105T133924Z,2018-01-05T13:39:24.390000Z,6b
20180105T143951Z,2018-01-05T14:39:51.900000Z,6b
20180105T154457Z,2018-01-05T15:44:57.930000Z,6b
20180105T173221Z,2018-01-05T17:32:21.170000Z,8b
20180105T173414Z,2018-01-05T17:34:14.770000Z,6b
20180105T175304Z,2018-01-05T17:53:04.240000Z,6b
20180105T182150Z,2018-01-05T18:21:50.970000Z,6b
20180105T184007Z,2018-01-05T18:40:07.300000Z,8b
20180105T194023Z,2018-01-05T19:40:23.840000Z,8c
20180105T202512Z,2018-01-05T20:25:12.790000Z,6b
20180105T211047Z,2018-01-05T21:10:47.010000Z,8b
20180105T223606Z,2018-01-05T22:36:06.990000Z,8c
20180105T223850Z,2018-01-05T22:38:50.990000Z,6b
20180105T013453Z,2018-01-05T01:34:53.160000Z,6c
20180105T020808Z,2018-01-05T02:08:08.200000Z,6c
20180105T030253Z,2018-01-05T03:02:53.450000Z,6c
20180105T033343Z,2018-01-05T03:33:43.030000Z,7b
20180105T034135Z,2018-01-05T03:41:35.930000Z,6c
20180105T035044Z,2018-01-05T03:50:44.320000Z,6c
20180105T042811Z,2018-01-05T04:28:11.970000Z,6c
20180105T050807Z,2018-01-05T05:08:07.860000Z,6c
20180105T052841Z,2018-01-05T05:28:41.050000Z,6c
20180105T060752Z,2018-01-05T06:07:52.770000Z,8d
20180105T071005Z,2018-01-05T07:10:05.060000Z,6c
20180105T072216Z,2018-01-05T07:22:16.090000Z,6c
20180105T082517Z,2018-01-05T08:25:17.940000Z,6c
20180105T083351Z,2018-01-05T08:33:51.890000Z,6c
20180105T085113Z,2018-01-05T08:51:13.310000Z,6c
20180105T090745Z,2018-01-05T09:07:45.510000Z,6c
20180105T094824Z,2018-01-05T09:48:24.360000Z,6c
20180105T110813Z,2018-01-05T11:08:13.890000Z,6c
20180105T115354Z,2018-01-05T11:53:54.630000Z,8a
20180105T123627Z,2018-01-05T12:36:27.270000Z,6c
20180105T123823Z,2018-01-05T12:38:23.970000Z,6c
20180105T130750Z,2018-01-05T13:07:50.100000Z,6c
20180105T132940Z,2018-01-05T13:29:40.100000Z,6c
20180105T133226Z,2018-01-05T13:32:26.810000Z,6c
20180105T134109Z,2018-01-05T13:41:09.930000Z,6c
20180105T134826Z,2018-01-05T13:48:26.670000Z,6c
20180105T134924Z,2018-01-05T13:49:24.860000Z,6c
20180105T142631Z,2018-01-05T14:26:31.940000Z,6c
20180105T145618Z,2018-01-05T14:56:18.230000Z,6c
20180105T145651Z,2018-01-05T14:56:51.760000Z,6c
20180105T145858Z,2018-01-05T14:58:58.690000Z,8d
20180105T145947Z,2018-01-05T14:59:47.940000Z,6c
20180105T151751Z,2018-01-05T15:17:51.020000Z,6c
20180105T154542Z,2018-01-05T15:45:42.230000Z,6c
20180105T160207Z,2018-01-05T16:02:07.960000Z,6c
20180105T163946Z,2018-01-05T16:39:46.860000Z,6c
20180105T182001Z,2018-01-05T18:20:01.890000Z,6c
20180105T184831Z,2018-01-05T18:48:31.920000Z,8d
20180105T191914Z,2018-01-05T19:19:14.030000Z,6c
20180105T192322Z,2018-01-05T19:23:22.240000Z,6c
20180105T205832Z,2018-01-05T20:58:32.340000Z,6c
20180105T212907Z,2018-01-05T21:29:07.580000Z,6c
20180105T214046Z,2018-01-05T21:40:46.630000Z,8d
20180105T215255Z,2018-01-05T21:52:55.340000Z,6c
20180105T224557Z,2018-01-05T22:45:57.840000Z,6c
20180105T224630Z,2018-01-05T22:46:30.460000Z,6c
20180105T035515Z,2018-01-05T03:55:15.070000Z,8d
