event_id,R_baz,R_rad,R_corr,P_baz,P_rad,P_corr,N
20180123T000020Z,295.2,0.8558976573957302,0.6989072877227743,36.0,16.0,0.14340915071613702,2.0
20180123T000029Z,28.8,16.0,0.3541042694498062,86.4,0.7535821694056161,0.03267327609768729,2.0
20180123T000123Z,320.40000000000003,0.6634976520136784,0.729891098541196,28.8,5.0874361239029895,0.17403342148803982,2.0
20180123T000156Z,255.60000000000002,16.0,0.9323429731573704,349.2,16.0,0.14456824580247798,2.0
20180123T000225Z,255.60000000000002,16.0,0.8789902953905026,356.40000000000003,16.0,0.21545377645087307,2.0
20180123T000253Z,205.20000000000002,16.0,0.520648095256644,82.8,0.8558976573957302,0.12238185273778475,2.0
20180123T000322Z,136.8,16.0,0.6826781722413904,68.4,16.0,0.09674729920362203,2.0
20180123T000338Z,324.00000000000006,0.584181993816139,0.4992595177083272,72.0,0.9721047414289302,0.14129908187180765,2.0
20180123T000554Z,43.2,16.0,0.49112297967717766,64.8,16.0,0.07962659526040498,2.0
20180123T000608Z,93.60000000000001,1.1040895136738127,0.4725241911225034,327.6,16.0,0.10152854368613719,2.0
20180123T000625Z,288.0,12.40330819986167,0.6393132911898056,28.8,2.086701861934038,0.1325604461068486,2.0
20180123T000644Z,0.0,16.0,0.6577907398809553,324.00000000000006,0.584181993816139,0.08539635704501607,2.0
20180123T000830Z,0.0,3.0572719704105853,0.9131766440292637,356.40000000000003,16.0,0.09141814449552062,2.0
20180123T000925Z,298.8,16.0,0.44827718616446943,46.800000000000004,1.1040895136738127,0.12107491932238412,2.0
20180123T000948Z,262.8,16.0,0.6794997349290922,140.4,16.0,0.11064722013929872,2.0
20180123T001018Z,144.0,16.0,0.5866479213725205,46.800000000000004,16.0,0.1284042664977734,2.0
20180123T001050Z,345.6,16.0,0.718814961745254,234.0,16.0,0.07667054172577775,2.0
20180123T001104Z,316.8,0.45286183213195336,0.719211259908989,97.2,8.465719296578376,0.44865259493833887,2.0
20180123T001123Z,10.8,0.9721047414289302,0.41419729673023864,82.8,0.8558976573957302,0.053044378128819875,2.0
20180123T001209Z,64.8,6.562682848061104,0.8948430085691418,342.00000000000006,16.0,0.17460478000793275,2.0
20180123T001304Z,284.40000000000003,0.7535821694056161,0.7839544947143217,64.8,0.8558976573957302,0.44245817040840674,2.0
20180123T001437Z,25.200000000000003,12.40330819986167,0.880492174903304,345.6,1.617625394674567,0.10747862000612866,2.0
20180123T001523Z,118.80000000000001,4.479275200528711,0.8718552037326772,79.2,0.8558976573957302,0.17301915179439328,2.0
20180123T001625Z,320.40000000000003,3.0572719704105853,0.925084473547162,50.400000000000006,9.615128393797233,0.09983897097168716,2.0
20180123T001741Z,273.6,16.0,0.4822740069441444,18.0,9.615128393797233,0.18557049992129665,2.0
20180123T001846Z,255.60000000000002,1.4242516540045356,0.6575388135067138,64.8,0.7535821694056161,0.08346982290101171,2.0
20180123T001919Z,151.20000000000002,16.0,0.7794683312044176,82.8,0.8558976573957302,0.07212690486324466,2.0
20180123T002041Z,324.00000000000006,16.0,0.5136094414454174,324.00000000000006,0.584181993816139,0.11323284583339784,2.0
20180123T002123Z,86.4,0.8558976573957302,0.8040748399521879,79.2,0.8558976573957302,0.05857793479782861,2.0
20180123T002142Z,280.8,16.0,0.41323145329746286,75.60000000000001,0.8558976573957302,0.22734088352945053,2.0
20180123T002221Z,90.00000000000001,0.5143478667381388,0.7364062675915891,82.8,0.8558976573957302,0.1493745612198732,2.0
20180123T002326Z,90.00000000000001,0.8558976573957302,0.4152540012511534,324.00000000000006,0.584181993816139,0.12075612569862215,2.0
20180123T002349Z,244.80000000000004,10.920595260767984,0.8035783388858189,43.2,16.0,0.03867410098284678,2.0
20180123T002427Z,226.8,2.086701861934038,0.6651685122368445,82.8,0.8558976573957302,0.056013497033160504,2.0
20180123T002446Z,259.2,3.0572719704105853,0.8027320049011651,82.8,0.7535821694056161,0.10717520239470485,2.0
20180123T002516Z,273.6,2.3700179062375537,0.9296995793632541,349.2,16.0,0.3263426688083618,2.0
20180123T002557Z,309.6,0.7535821694056161,0.6413065696685597,21.6,2.6918003852647128,0.12511561730202964,2.0
20180123T002644Z,255.60000000000002,0.584181993816139,0.8888750330041988,82.8,0.7535821694056161,0.15806681849264298,2.0
20180123T002654Z,252.0,14.087332295285256,0.847564250657444,82.8,0.7535821694056161,0.16377384676146672,2.0
20180123T002724Z,82.8,2.086701861934038,0.8299832849997701,72.0,0.8558976573957302,0.17756067032264813,2.0
20180123T002741Z,252.0,12.40330819986167,0.8340523803628066,82.8,0.7535821694056161,0.16012655777303142,2.0
20180123T002907Z,14.4,1.2539941451294703,0.648302300466861,324.00000000000006,16.0,0.11445198993730156,2.0
20180123T002935Z,97.2,0.8558976573957302,0.7378439619763134,57.6,16.0,0.22250776543273929,2.0
20180123T002942Z,108.00000000000001,1.617625394674567,0.8233857664164393,82.8,0.8558976573957302,0.0790005908441169,2.0
20180123T002952Z,226.8,6.562682848061104,0.8463196751572226,82.8,0.8558976573957302,0.15856981908630566,2.0
20180123T003013Z,313.2,0.8558976573957302,0.6789656369376622,82.8,0.8558976573957302,0.11275049420622552,2.0
20180123T003110Z,28.8,16.0,0.6785702597345608,306.00000000000006,16.0,0.14856826262553333,2.0
20180123T003119Z,169.20000000000002,0.9721047414289302,0.5782879933565108,68.4,1.1040895136738127,0.1847694107920505,2.0
20180123T003308Z,327.6,16.0,0.3983731954258374,144.0,16.0,0.1917368626876343,2.0
20180123T003325Z,280.8,16.0,0.6432289843593365,72.0,0.8558976573957302,0.08405924411929964,2.0
20180123T003345Z,93.60000000000001,16.0,0.5339276562262585,316.8,0.5143478667381388,0.08203100159752404,2.0
20180123T003453Z,151.20000000000002,16.0,0.9309683130990699,68.4,1.4242516540045356,0.15012059711552805,2.0
20180123T003940Z,324.00000000000006,0.584181993816139,0.3047811160513803,187.20000000000002,16.0,0.110506597702105,2.0
20180123T004134Z,338.40000000000003,16.0,0.7459613185359814,39.6,16.0,0.10630640484104747,2.0
20180123T004750Z,255.60000000000002,5.0874361239029895,0.9206233685885706,82.8,0.7535821694056161,0.15009374134130218,2.0
20180123T004844Z,241.20000000000002,5.0874361239029895,0.8996795851231127,28.8,2.6918003852647128,0.06188898038334804,2.0
20180123T005025Z,237.60000000000002,12.40330819986167,0.5588418918175425,79.2,0.8558976573957302,0.09863890073649012,2.0
20180123T005103Z,252.0,0.6634976520136784,0.7946077032230963,82.8,0.7535821694056161,0.1977098492599303,2.0
20180123T005153Z,262.8,14.087332295285256,0.8645858415025858,352.8,16.0,0.17844286661667885,2.0
20180123T005204Z,136.8,16.0,0.603904133998238,169.20000000000002,16.0,0.04904903785180753,2.0
20180123T005253Z,201.60000000000002,16.0,0.6214692496231106,75.60000000000001,1.1040895136738127,0.15335099954188058,2.0
20180123T005457Z,324.00000000000006,10.920595260767984,0.6664887036626918,72.0,0.8558976573957302,0.0968440065390804,2.0
20180123T005519Z,32.4,3.0572719704105853,0.8256611276303962,320.40000000000003,0.7535821694056161,0.19845774121229415,2.0
20180123T005619Z,320.40000000000003,0.7535821694056161,0.7929073995882387,331.2,0.584181993816139,0.12138822769472639,2.0
20180123T005649Z,259.2,16.0,0.4303185640533551,68.4,0.8558976573957302,0.27595047271036965,2.0
20180123T005659Z,93.60000000000001,16.0,0.5254608364569785,39.6,16.0,0.1447167984612023,2.0
20180123T005745Z,327.6,0.7535821694056161,0.5119548578144343,0.0,2.6918003852647128,0.15281583621284942,2.0
20180123T005828Z,216.00000000000003,2.086701861934038,0.9339334969014834,122.40000000000002,16.0,0.24881041944106602,2.0
20180123T005912Z,147.6,16.0,0.8847347155027997,86.4,0.6634976520136784,0.26427267136650406,2.0
20180123T010134Z,86.4,0.7535821694056161,0.2895610108594838,79.2,0.8558976573957302,0.09298533543599163,2.0
20180123T010158Z,97.2,0.8558976573957302,0.6893492350234529,75.60000000000001,1.1040895136738127,0.059819901550181326,2.0
20180123T010309Z,262.8,16.0,0.5015022106091378,327.6,16.0,0.0628394503679343,2.0
20180123T010406Z,198.00000000000003,3.0572719704105853,0.8305011363811973,324.00000000000006,0.5143478667381388,0.09753738321978231,2.0
20180123T010456Z,7.2,1.8372539081409522,0.7005078975845548,46.800000000000004,16.0,0.06543733846649442,2.0
20180123T010505Z,244.80000000000004,16.0,0.32999399642696325,316.8,0.45286183213195336,0.10645528397826343,2.0
20180123T010523Z,10.8,5.778168376825359,0.30080498917262183,82.8,16.0,0.19054973942504383,2.0
20180123T010542Z,136.8,16.0,0.15613567962909575,79.2,0.8558976573957302,0.09529133644208973,2.0
20180123T010648Z,133.20000000000002,2.086701861934038,0.6389573512041753,82.8,0.8558976573957302,0.12710395797850854,2.0
20180123T010708Z,25.200000000000003,1.8372539081409522,0.3852950862864346,327.6,0.6634976520136784,0.11723785444492746,2.0
20180123T010913Z,10.8,2.3700179062375537,0.6261574369511691,345.6,16.0,0.08610880743831278,2.0
20180123T011017Z,122.40000000000002,1.8372539081409522,0.4921679563834699,86.4,0.9721047414289302,0.11156815819359546,2.0
20180123T011028Z,61.20000000000001,3.943814886992401,0.7383238136710749,72.0,0.8558976573957302,0.14064667335410083,2.0
20180123T011058Z,262.8,16.0,0.9053101159196707,82.8,0.7535821694056161,0.16639220080056646,2.0
20180123T011208Z,277.2,0.39872594456840704,0.7724768802668356,79.2,0.8558976573957302,0.13180686455866825,2.0
20180123T011241Z,248.4,16.0,0.2768504816326137,316.8,0.5143478667381388,0.12159502091157975,2.0
20180123T011248Z,356.40000000000003,6.562682848061104,0.38617750527088707,342.00000000000006,16.0,0.07144736796474793,2.0
20180123T011319Z,180.00000000000003,16.0,0.9424720262714041,75.60000000000001,2.3700179062375537,0.4598757172328682,2.0
20180123T011517Z,327.6,1.8372539081409522,0.8305367820166715,79.2,16.0,0.08489704396113118,2.0
20180123T011526Z,187.20000000000002,16.0,0.5308946063454651,79.2,0.8558976573957302,0.08840232360755639,2.0
20180123T011621Z,334.8,1.2539941451294703,0.6515405375242558,345.6,16.0,0.06311849423754577,2.0
20180123T011817Z,331.2,0.584181993816139,0.32167561392624366,82.8,0.7535821694056161,0.38620562436618805,2.0
20180123T011919Z,302.40000000000003,16.0,0.4181802751381013,82.8,0.8558976573957302,0.11844251552477547,2.0
20180123T012048Z,183.6,16.0,0.6053795613890902,82.8,0.9721047414289302,0.18785229787058755,2.0
20180123T012206Z,223.20000000000002,0.30909504861018205,0.4595733760828925,334.8,16.0,0.1995437053739502,2.0
20180123T012230Z,309.6,0.3510615547429147,0.5670887609155387,61.20000000000001,0.9721047414289302,0.5808898715642411,2.0
20180123T012252Z,266.40000000000003,16.0,0.23988486260602143,82.8,1.1040895136738127,0.05759856743305549,2.0
20180123T012359Z,313.2,16.0,0.6555690437510726,316.8,0.5143478667381388,0.0564705065607249,2.0
20180123T012449Z,270.0,1.1040895136738127,0.950986899925936,82.8,0.7535821694056161,0.24565068586840716,2.0
20180123T012528Z,316.8,0.7535821694056161,0.45681297939037385,0.0,16.0,0.12948784992347084,2.0
20180123T012552Z,241.20000000000002,16.0,0.35934427711842065,316.8,0.5143478667381388,0.07512253137050878,2.0
20180123T012757Z,334.8,1.4242516540045356,0.42701552449710223,18.0,0.6634976520136784,0.08873912407519584,2.0
20180123T012938Z,0.0,1.1040895136738127,0.7333149945672799,345.6,16.0,0.11542044894498782,2.0
20180123T013138Z,36.0,16.0,0.17631682986111485,28.8,16.0,0.09689980447668141,2.0
20180123T013258Z,205.20000000000002,12.40330819986167,0.3845779629499335,75.60000000000001,16.0,0.26227207173465433,2.0
20180123T013435Z,288.0,5.778168376825359,0.9220837508351409,21.6,10.920595260767984,0.3622941701133645,2.0
20180123T013535Z,302.40000000000003,16.0,0.7650260400497153,75.60000000000001,0.8558976573957302,0.07669114791389348,2.0
20180123T013603Z,255.60000000000002,1.2539941451294703,0.3238876756068689,28.8,16.0,0.15837079549286967,2.0
20180123T013711Z,154.8,16.0,0.5389215076222846,25.200000000000003,1.1040895136738127,0.08111934544773282,2.0
20180123T013746Z,18.0,16.0,0.7251818092362584,324.00000000000006,0.584181993816139,0.07587771093186847,2.0
20180123T013829Z,270.0,16.0,0.5065506922729094,28.8,0.584181993816139,0.2658804398041164,2.0
20180123T014130Z,306.00000000000006,0.9721047414289302,0.7785229946454287,10.8,2.086701861934038,0.13965515900546058,2.0
20180123T014410Z,140.4,16.0,0.2890518475288822,79.2,0.8558976573957302,0.044518851126503056,2.0
20180123T014502Z,216.00000000000003,16.0,0.6856818804461647,129.6,16.0,0.1597038164032377,2.0
20180123T014612Z,226.8,16.0,0.6724821056865329,82.8,0.8558976573957302,0.1275467199366582,2.0
20180123T014752Z,162.00000000000003,16.0,0.6075732770682414,14.4,16.0,0.04578685073952953,2.0
20180123T014836Z,144.0,7.453712553094249,0.7311009471950166,79.2,0.8558976573957302,0.09448165005960162,2.0
20180123T014846Z,273.6,16.0,0.8240941260712716,140.4,16.0,0.0541843165957392,2.0
20180123T014909Z,248.4,16.0,0.8366517075843396,79.2,0.8558976573957302,0.10321942904399319,2.0
20180123T014955Z,187.20000000000002,16.0,0.9224047315107204,86.4,16.0,0.3372645909624483,2.0
20180123T015105Z,313.2,16.0,0.6962575854782662,64.8,0.9721047414289302,0.06373221481861255,2.0
20180123T015115Z,316.8,0.7535821694056161,0.6413263185740455,46.800000000000004,5.0874361239029895,0.08371995257611098,2.0
20180123T015122Z,345.6,16.0,0.7315948176858232,284.40000000000003,10.920595260767984,0.18122300970676752,2.0
20180123T015138Z,327.6,1.1040895136738127,0.6760742881962604,352.8,16.0,0.07050897051708646,2.0
20180123T015241Z,324.00000000000006,0.584181993816139,0.3439009911236282,18.0,0.9721047414289302,0.15100070868503557,2.0
20180123T015246Z,345.6,16.0,0.4746441602662103,331.2,0.584181993816139,0.1577780089019244,2.0
20180123T015331Z,331.2,16.0,0.6780142491499187,93.60000000000001,16.0,0.12856468712813518,2.0
20180123T015417Z,72.0,0.6634976520136784,0.4670429129943007,32.4,16.0,0.3361682402555084,2.0
20180123T015434Z,151.20000000000002,16.0,0.9375434069483546,61.20000000000001,1.8372539081409522,0.3424996402289846,2.0
20180123T015455Z,158.4,16.0,0.6228135503269823,28.8,16.0,0.10350354542990851,2.0
20180123T015540Z,36.0,12.40330819986167,0.5861628806644447,86.4,16.0,0.12401512233320439,2.0
20180123T015547Z,277.2,2.6918003852647128,0.9216206319289589,356.40000000000003,16.0,0.26176100981354805,2.0
20180123T015620Z,115.2,1.2539941451294703,0.6790057348197199,61.20000000000001,16.0,0.10804307392760774,2.0
20180123T015638Z,320.40000000000003,0.6634976520136784,0.5979364183798446,194.4,2.3700179062375537,0.1154425613130418,2.0
20180123T015711Z,136.8,16.0,0.9477212105967665,57.6,3.0572719704105853,0.07115186423078668,2.0
20180123T015740Z,313.2,16.0,0.6768333279715208,54.00000000000001,16.0,0.17076597559104087,2.0
20180123T015851Z,86.4,0.9721047414289302,0.5655074422509246,82.8,0.7535821694056161,0.13744051916286676,2.0
20180123T015930Z,313.2,0.584181993816139,0.34282573636052605,122.40000000000002,0.9721047414289302,0.21540429601592206,2.0
20180123T020110Z,136.8,3.0572719704105853,0.8481911195048176,82.8,0.9721047414289302,0.07558182405603689,2.0
20180123T020124Z,262.8,16.0,0.3474511296207777,327.6,0.8558976573957302,0.12669162792864228,2.0
20180123T020304Z,14.4,1.1040895136738127,0.5844933342127274,57.6,0.7535821694056161,0.17426094685530946,2.0
20180123T020348Z,316.8,0.584181993816139,0.6374436827751463,21.6,16.0,0.0953392327077845,2.0
20180123T020356Z,266.40000000000003,16.0,0.45648944699214206,3.6,16.0,0.08278866365840187,2.0
20180123T020402Z,280.8,16.0,0.7915189052780333,68.4,0.8558976573957302,0.1125274013131954,2.0
20180123T020447Z,244.80000000000004,16.0,0.6960723684223024,28.8,16.0,0.13071219099871279,2.0
20180123T020456Z,82.8,16.0,0.8591849261230016,345.6,16.0,0.1435138041173704,2.0
20180123T020551Z,241.20000000000002,12.40330819986167,0.6487087469894893,7.2,16.0,0.10873394044842444,2.0
20180123T020759Z,309.6,0.9721047414289302,0.6036376177010031,18.0,0.8558976573957302,0.10045454797819213,2.0
20180123T021123Z,25.200000000000003,16.0,0.5163545833891046,338.40000000000003,16.0,0.09718096859832535,2.0
20180123T021249Z,266.40000000000003,0.45286183213195336,0.8318440786561048,54.00000000000001,0.9721047414289302,0.5412588160223571,2.0
20180123T021437Z,115.2,0.9721047414289302,0.4797986307426291,79.2,0.8558976573957302,0.1778778135561141,2.0
20180123T021523Z,0.0,16.0,0.6510162965933411,43.2,0.7535821694056161,0.12057030788717829,2.0
20180123T021530Z,284.40000000000003,16.0,0.9271179784988971,14.4,8.465719296578376,0.1797955472585566,2.0
20180123T021708Z,180.00000000000003,16.0,0.7035246676189643,79.2,0.9721047414289302,0.3023903896495846,2.0
