,event_id,group
0,20180106T000046Z,0
1,20180106T000201Z,0
2,20180106T000316Z,0
3,20180106T000328Z,0
4,20180106T000345Z,0
5,20180106T000358Z,0
6,20180106T000530Z,0
7,20180106T000602Z,0
8,20180106T000627Z,0
9,20180106T000641Z,0
10,20180106T000658Z,0
11,20180106T000730Z,0
12,20180106T000749Z,0
13,20180106T000819Z,0
14,20180106T000847Z,0
15,20180106T000917Z,0
16,20180106T000942Z,0
17,20180106T001007Z,0
18,20180106T001039Z,0
19,20180106T001106Z,0
20,20180106T001257Z,0
21,20180106T001441Z,0
22,20180106T001456Z,0
23,20180106T001542Z,0
24,20180106T001619Z,0
25,20180106T001746Z,0
26,20180106T001830Z,0
27,20180106T001953Z,0
28,20180106T002044Z,0
29,20180106T002056Z,0
30,20180106T002127Z,0
31,20180106T002228Z,0
32,20180106T002248Z,0
33,20180106T002411Z,0
34,20180106T002429Z,0
35,20180106T002451Z,0
36,20180106T002535Z,0
37,20180106T002601Z,0
38,20180106T002728Z,0
39,20180106T002821Z,0
40,20180106T002917Z,0
41,20180106T002929Z,0
42,20180106T002956Z,0
43,20180106T003055Z,0
44,20180106T003151Z,0
45,20180106T003238Z,0
46,20180106T003500Z,0
47,20180106T003814Z,0
48,20180106T003905Z,0
49,20180106T003954Z,0
50,20180106T004041Z,0
51,20180106T004148Z,0
52,20180106T004226Z,0
53,20180106T004246Z,0
54,20180106T004323Z,0
55,20180106T004400Z,0
56,20180106T004427Z,0
57,20180106T004434Z,0
58,20180106T004448Z,0
59,20180106T004546Z,0
60,20180106T004616Z,0
61,20180106T004727Z,0
62,20180106T004831Z,0
63,20180106T004843Z,0
64,20180106T004948Z,0
65,20180106T005013Z,0
66,20180106T005030Z,0
67,20180106T005124Z,0
68,20180106T005145Z,0
69,20180106T005304Z,0
70,20180106T005325Z,0
71,20180106T005349Z,0
72,20180106T005433Z,0
73,20180106T005525Z,0
74,20180106T005623Z,0
75,20180106T010048Z,0
76,20180106T010114Z,0
77,20180106T010140Z,0
78,20180106T010231Z,0
79,20180106T010248Z,0
80,20180106T010347Z,0
81,20180106T010416Z,0
82,20180106T010424Z,0
83,20180106T010606Z,0
84,20180106T010659Z,0
85,20180106T010746Z,0
86,20180106T010805Z,0
87,20180106T010908Z,0
88,20180106T010917Z,0
89,20180106T010949Z,0
