event_id,similarity,baz,rad,slow,vel,baz_opt,rad_opt,slow_opt,vel_opt
20180105T000051Z,0.8732036728116253,1.3823007675795091,10.920595260767984,0.5840286054827175,1.7122448979591838,1.3612047103034977,8.202037366416768,0.5879942204405404,1.700696988570354
20180105T000346Z,0.6542941966554894,3.6442474781641603,3.472364426509674,0.5658198614318707,1.76734693877551,3.6521468879799173,3.5010393057724785,0.5648006398089602,1.7705362379515768
20180105T000540Z,0.7285120578451223,4.1469023027385274,1.8372539081409522,0.5778301886792453,1.730612244897959,4.105417191787367,1.981687621077469,0.5674211692050825,1.7623593448248156
20180105T000653Z,0.862260587101972,0.25132741228718347,2.086701861934038,0.5778301886792453,1.730612244897959,0.2809210214929856,2.192160311500923,0.5791306027004277,1.7267262260655898
20180105T000720Z,0.8271924701855874,2.387610416728243,3.943814886992401,0.5840286054827175,1.7122448979591838,2.386514928552516,3.8952874893393785,0.5839275726682529,1.712541155456159
20180105T000841Z,0.8541420453129394,4.0212385965949355,2.3700179062375537,0.56,1.7857142857142856,4.00925054411673,2.2398349568261655,0.5612319457134771,1.7817945105186954
20180105T001210Z,0.8385979113909872,1.2566370614359172,10.920595260767984,0.5840286054827175,1.7122448979591838,1.3067618519302275,13.104747061729348,0.5848669899376575,1.7097904604029586
20180105T001308Z,0.6723755061729894,3.769911184307752,0.9721047414289302,0.5378704720087816,1.8591836734693876,3.776606209622436,0.9822523224584603,0.5369837265323074,1.8622538274255047
20180105T001436Z,0.6638419336441854,4.649557127312894,3.472364426509674,0.5903614457831325,1.693877551020408,4.610013250867976,4.7644809445381116,0.587891527535255,1.7009940663586642
20180105T001521Z,0.8858197732569851,0.3769911184307752,2.6918003852647128,0.5778301886792453,1.730612244897959,0.43682203172023504,3.6446548429969967,0.5840585593381566,1.7121570842711042
20180105T001752Z,0.8187187367270038,2.1362830044410597,5.0874361239029895,0.5903614457831325,1.693877551020408,2.106231241419329,4.797213820151681,0.5849620284979125,1.7095126713914024
20180105T002018Z,0.8692145900459053,5.403539364174445,2.086701861934038,0.56,1.7857142857142856,5.410169340783828,2.042782309119671,0.5713801645073808,1.7501482587554584
