,event_id,arrival,group
1812,20180114T221305Z,695,2
1813,20180114T221306Z,695,2
1814,20180114T221330Z,U,10
1815,20180114T221344Z,956,9
1816,20180114T221359Z,569,9
1817,20180114T221418Z,569,1
1818,20180114T221432Z,U,10
1819,20180114T221444Z,596,9
1820,20180114T221453Z,U,10
1821,20180114T221511Z,956,9
1822,20180114T221557Z,965,5
1823,20180114T221612Z,U,10
1824,20180114T221631Z,956,6
1825,20180114T221648Z,965,9
1826,20180114T221713Z,956,6
1827,20180114T221747Z,569,1
1828,20180114T221758Z,569,9
1829,20180114T221807Z,U,10
1830,20180114T221837Z,569,9
1831,20180114T221904Z,695,9
1832,20180114T221926Z,U,10
1833,20180114T222023Z,965,9
1834,20180114T222031Z,965,5
1835,20180114T222106Z,965,3
1836,20180114T222118Z,569,1
1837,20180114T222124Z,569,9
1838,20180114T222140Z,659,1
1839,20180114T222159Z,569,7
1840,20180114T222223Z,569,7
1841,20180114T222347Z,U,10
1842,20180114T222357Z,965,4
1843,20180114T222434Z,U,10
1844,20180114T222447Z,596,8
1845,20180114T222526Z,U,10
1846,20180114T222551Z,U,10
1847,20180114T222557Z,659,9
1848,20180114T222617Z,965,1
1849,20180114T222629Z,569,9
1850,20180114T222641Z,596,9
1851,20180114T222718Z,569,1
1852,20180114T222732Z,U,10
1853,20180114T222847Z,569,9
1854,20180114T222859Z,U,10
1855,20180114T222916Z,U,10
1856,20180114T222947Z,U,10
1857,20180114T222955Z,659,9
1858,20180114T223007Z,U,10
1859,20180114T223044Z,U,10
1860,20180114T223056Z,659,4
1861,20180114T223132Z,569,9
1862,20180114T223241Z,569,6
1863,20180114T223303Z,659,4
1864,20180114T223419Z,569,7
1865,20180114T223438Z,569,7
1866,20180114T223458Z,U,10
1867,20180114T223513Z,569,9
1868,20180114T223536Z,569,7
1869,20180114T223632Z,U,10
1870,20180114T223710Z,965,5
1871,20180114T223738Z,569,9
1872,20180114T223811Z,965,4
1873,20180114T223830Z,569,9
1874,20180114T223844Z,9,9
1875,20180114T223905Z,596,7
1876,20180114T223914Z,596,6
1877,20180114T223933Z,569,9
1878,20180114T224025Z,956,9
1879,20180114T224039Z,965,5
1880,20180114T224105Z,569,9
1881,20180114T224122Z,569,9
1882,20180114T224200Z,569,9
1883,20180114T224213Z,596,9
1884,20180114T224226Z,569,2
1885,20180114T224305Z,695,9
1886,20180114T224313Z,569,6
1887,20180114T224336Z,956,7
1888,20180114T224411Z,U,10
1889,20180114T224428Z,965,9
1890,20180114T224455Z,695,3
1891,20180114T224541Z,596,7
1892,20180114T224611Z,965,9
1893,20180114T224638Z,U,10
1894,20180114T224646Z,659,9
1895,20180114T224802Z,965,9
1896,20180114T224840Z,659,2
1897,20180114T224917Z,U,10
1898,20180114T224922Z,U,7
1899,20180114T224932Z,596,9
1900,20180114T224948Z,U,7
1901,20180114T225003Z,659,9
1902,20180114T225009Z,569,9
1903,20180114T225019Z,596,1
1904,20180114T225046Z,U,10
1905,20180114T225102Z,659,9
1906,20180114T225109Z,965,8
1907,20180114T225121Z,569,9
1908,20180114T225145Z,965,9
1909,20180114T225220Z,569,9
1910,20180114T225256Z,569,1
1911,20180114T225318Z,569,9
1912,20180114T225330Z,596,9
1913,20180114T225403Z,569,9
1914,20180114T225415Z,965,9
1915,20180114T225448Z,965,9
1916,20180114T225459Z,569,1
1917,20180114T225508Z,U,10
1918,20180114T225547Z,659,9
1919,20180114T225558Z,596,9
1920,20180114T225609Z,569,9
1921,20180114T225628Z,695,9
1922,20180114T225637Z,U,10
1923,20180114T225650Z,659,8
1924,20180114T225704Z,569,9
1925,20180114T225716Z,695,9
1926,20180114T225729Z,695,4
1927,20180114T225735Z,U,10
1928,20180114T225757Z,569,9
1929,20180114T225806Z,569,9
1930,20180114T225834Z,695,9
1931,20180114T225930Z,U,10
1932,20180114T225952Z,569,7
1933,20180114T230005Z,569,8
1934,20180114T230024Z,U,10
1935,20180114T230042Z,596,1
1936,20180114T230114Z,659,4
1937,20180114T230137Z,U,9
1938,20180114T230148Z,U,10
1939,20180114T230213Z,659,1
1940,20180114T230248Z,U,10
1941,20180114T230302Z,U,10
1942,20180114T230313Z,965,5
1943,20180114T230359Z,U,10
1944,20180114T230419Z,965,5
1945,20180114T230438Z,569,9
1946,20180114T230459Z,596,1
1947,20180114T230516Z,569,9
1948,20180114T230525Z,569,8
1949,20180114T230654Z,569,9
1950,20180114T230703Z,569,9
1951,20180114T230736Z,569,9
1952,20180114T230745Z,569,9
1953,20180114T230803Z,569,9
1954,20180114T230817Z,569,9
1955,20180114T230830Z,659',9
1956,20180114T230907Z,965,9
1957,20180114T230928Z,695,9
1958,20180114T230937Z,695,9
1959,20180114T231008Z,596,9
1960,20180114T231016Z,569,9
1961,20180114T231028Z,569,9
1962,20180114T231046Z,965,9
1963,20180114T231112Z,659,9
1964,20180114T231146Z,965,2
1965,20180114T231206Z,U,10
1966,20180114T231301Z,569,2
1967,20180114T231323Z,569,2
1968,20180114T231331Z,569,1
1969,20180114T231404Z,U,10
1970,20180114T231431Z,596,9
1971,20180114T231446Z,695,7
1972,20180114T231459Z,965,9
1973,20180114T231528Z,569,9
1974,20180114T231545Z,569,9
1975,20180114T231609Z,U,10
1976,20180114T231621Z,569,1
1977,20180114T231633Z,965,5
1978,20180114T231652Z,569,9
1979,20180114T231711Z,569,4
1980,20180114T231727Z,U,10
1981,20180114T231739Z,956,9
1982,20180114T231748Z,965,9
1983,20180114T231803Z,569,9
1984,20180114T231811Z,569,6
1985,20180114T231839Z,965,9
1986,20180114T231851Z,596,9
1987,20180114T231858Z,965,9
1988,20180114T231907Z,569,7
1989,20180114T231917Z,569,9
1990,20180114T231926Z,569,9
1991,20180114T231943Z,695,5
1992,20180114T232001Z,965,9
1993,20180114T232044Z,U,10
1994,20180114T232121Z,U,10
1995,20180114T232215Z,695,4
1996,20180114T232253Z,569,1
1997,20180114T232302Z,U,10
1998,20180114T232321Z,569,1
1999,20180114T232333Z,965,5
2000,20180114T232418Z,569,9
2001,20180114T232427Z,965,9
2002,20180114T232436Z,965,9
2003,20180114T232446Z,659,2
2004,20180114T232501Z,596,9
2005,20180114T232522Z,U,10
2006,20180114T232609Z,U,9
2007,20180114T232632Z,695,4
2008,20180114T232656Z,U,10
2009,20180114T232702Z,659,1
2010,20180114T232709Z,U,10
2011,20180114T232735Z,965,2
2012,20180114T232758Z,U,10
2013,20180114T232824Z,569,9
2014,20180114T232847Z,569,8
2015,20180114T232856Z,U,10
2016,20180114T232916Z,596,9
2017,20180114T232927Z,569,9
2018,20180114T232939Z,659,9
2019,20180114T232954Z,U,10
2020,20180114T233023Z,569,9
2021,20180114T233049Z,U,10
2022,20180114T233059Z,965,5
2023,20180114T233129Z,659,9
2024,20180114T233223Z,596,9
2025,20180114T233326Z,U,10
2026,20180114T233347Z,569,7
2027,20180114T233409Z,596,2
2028,20180114T233422Z,596,2
2029,20180114T233432Z,569,9
2030,20180114T233500Z,596,9
2031,20180114T233508Z,965,9
2032,20180114T233525Z,596,9
2033,20180114T233558Z,569,2
2034,20180114T233616Z,569,9
2035,20180114T233630Z,U,10
2036,20180114T233642Z,569,9
2037,20180114T233651Z,596,9
2038,20180114T233658Z,569,9
2039,20180114T233740Z,569,2
2040,20180114T233807Z,U,10
2041,20180114T233831Z,U,10
2042,20180114T233900Z,U,10
2043,20180114T233917Z,U,10
2044,20180114T233941Z,569,9
2045,20180114T234018Z,Z,9
2046,20180114T234033Z,U,10
2047,20180114T234104Z,Z,9
2048,20180114T234126Z,U,10
2049,20180114T234131Z,U,10
2050,20180114T234203Z,569,9
2051,20180114T234247Z,569,7
2052,20180114T234314Z,U,10
2053,20180114T234325Z,965,9
2054,20180114T234358Z,U,10
2055,20180114T234419Z,U,10
2056,20180114T234459Z,965,5
2057,20180114T234533Z,U,10
2058,20180114T234631Z,965,9
2059,20180114T234648Z,965,9
2060,20180114T234653Z,569,4
2061,20180114T234720Z,695,9
2062,20180114T234805Z,569,9
2063,20180114T234844Z,U,10
2064,20180114T234856Z,695,1
2065,20180114T234920Z,U,10
2066,20180114T234955Z,596,1
2067,20180114T235002Z,965,9
2068,20180114T235027Z,U,10
2069,20180114T235034Z,965,5
2070,20180114T235053Z,695,9
2071,20180114T235115Z,U,10
2072,20180114T235123Z,569,9
2073,20180114T235135Z,965,5
2074,20180114T235204Z,569,9
2075,20180114T235212Z,U,9
2076,20180114T235219Z,569,1
2077,20180114T235230Z,569,7
2078,20180114T235258Z,965,9
2079,20180114T235314Z,569,9
2080,20180114T235330Z,596,6
2081,20180114T235437Z,U,10
2082,20180114T235451Z,659,9
2083,20180114T235518Z,U,10
2084,20180114T235525Z,U,10
2085,20180114T235533Z,695,9
2086,20180114T235610Z,965,5
2087,20180114T235625Z,965,9
2088,20180114T235633Z,965,9
2089,20180114T235717Z,U,10
2090,20180114T235727Z,U,10
2091,20180114T235744Z,U,10
2092,20180114T235756Z,965,9
2093,20180114T235828Z,596,9
2094,20180114T235844Z,569,7
2095,20180114T235906Z,U,10
2096,20180114T235922Z,956,9
2097,20180114T235931Z,U,10
