,event_id,arrival,group
930,20180120T142416Z,U,10
931,20180120T142509Z,965,9
932,20180120T142524Z,U,10
933,20180120T142628Z,965,7
934,20180120T142810Z,965,9
935,20180120T142824Z,596,9
936,20180120T143030Z,695,9
937,20180120T143115Z,U,10
938,20180120T143131Z,U,10
939,20180120T143226Z,569,2
940,20180120T143242Z,956,1
941,20180120T143305Z,U,10
942,20180120T143451Z,695,1
943,20180120T143524Z,569,9
944,20180120T143543Z,965,2
945,20180120T143603Z,965,9
946,20180120T143750Z,695,9
947,20180120T143811Z,956,9
948,20180120T143839Z,965,9
949,20180120T144101Z,596,9
950,20180120T144129Z,659,4
951,20180120T144227Z,965,2
952,20180120T144258Z,965,4
953,20180120T144310Z,596,9
954,20180120T144319Z,569,9
955,20180120T144527Z,569,9
956,20180120T144630Z,596,6
957,20180120T144653Z,569,9
958,20180120T144815Z,659,3
959,20180120T144841Z,596,1
960,20180120T144947Z,U,10
961,20180120T145154Z,596,1
962,20180120T145249Z,U,10
963,20180120T145322Z,596,7
964,20180120T145518Z,956,9
965,20180120T145545Z,965,9
966,20180120T145603Z,965,5
967,20180120T145756Z,659,1
968,20180120T145804Z,659,9
969,20180120T145839Z,U,10
970,20180120T145954Z,596,4
971,20180120T150103Z,965,9
972,20180120T150119Z,965,9
973,20180120T150259Z,695,9
974,20180120T150321Z,569,2
975,20180120T150330Z,965,2
976,20180120T150527Z,965,6
977,20180120T150557Z,965,9
978,20180120T150614Z,U,10
979,20180120T150655Z,U,10
980,20180120T150746Z,965,1
981,20180120T150838Z,695,4
982,20180120T150848Z,569,2
983,20180120T150943Z,U,10
984,20180120T151002Z,596,1
985,20180120T151014Z,596,9
986,20180120T151254Z,965,2
987,20180120T151322Z,965,1
988,20180120T151407Z,U,10
989,20180120T151419Z,956,9
990,20180120T151440Z,U,10
991,20180120T151522Z,596,9
992,20180120T151838Z,596,9
993,20180120T152008Z,U,10
994,20180120T152019Z,695,3
995,20180120T152154Z,U,10
996,20180120T152229Z,596,2
997,20180120T152247Z,659,9
998,20180120T152305Z,965,9
999,20180120T152338Z,596,9
1000,20180120T152833Z,965,9
1001,20180120T152925Z,965,3
1002,20180120T153233Z,956,9
1003,20180120T153258Z,965,9
1004,20180120T153400Z,596,9
1005,20180120T153414Z,695,3
1006,20180120T153535Z,U,10
1007,20180120T153723Z,659,9
1008,20180120T153752Z,965,9
1009,20180120T153819Z,965,9
1010,20180120T153838Z,965,9
1011,20180120T153858Z,659,9
1012,20180120T153924Z,596,1
1013,20180120T154022Z,659,9
1014,20180120T154052Z,596,9
1015,20180120T154121Z,596,9
1016,20180120T154209Z,956,2
1017,20180120T154238Z,695,3
1018,20180120T154246Z,965,9
1019,20180120T154352Z,659,1
1020,20180120T154410Z,965,9
1021,20180120T154430Z,965,9
1022,20180120T154450Z,965,9
1023,20180120T154511Z,965,9
1024,20180120T154558Z,965,9
1025,20180120T154649Z,596,2
1026,20180120T154822Z,695,1
1027,20180120T154854Z,695,9
1028,20180120T154910Z,965,9
1029,20180120T155138Z,659,9
1030,20180120T155304Z,U,10
1031,20180120T155324Z,965,9
1032,20180120T155425Z,659,9
1033,20180120T155518Z,596,9
1034,20180120T155603Z,695,8
1035,20180120T155650Z,596,2
1036,20180120T155801Z,596,9
1037,20180120T155835Z,596,9
1038,20180120T155843Z,569,2
1039,20180120T155907Z,569,9
1040,20180120T155942Z,596,9
1041,20180209T160009Z,965,10
1042,20180209T160201Z,U,10
1043,20180209T160409Z,,10
1044,20180209T160818Z,,10
1045,20180209T161235Z,,10
1046,20180209T161623Z,,10
1047,20180209T161733Z,,10
1048,20180209T162027Z,,10
1049,20180209T162948Z,,10
1050,20180209T163233Z,,10
1051,20180209T163542Z,,10
1052,20180209T163648Z,,10
1053,20180209T163823Z,,10
1054,20180209T164012Z,,10
1055,20180209T164251Z,,10
1056,20180209T164341Z,,10
1057,20180209T164653Z,,10
1058,20180209T164728Z,,10
1059,20180209T164957Z,,10
1060,20180209T165233Z,,10
1061,20180209T165356Z,,10
1062,20180209T165513Z,,10
1063,20180209T165553Z,,10
1064,20180209T165640Z,,10
1065,20180209T165811Z,,10
1066,20180209T165959Z,,10
1067,20180209T170204Z,,10
1068,20180209T170215Z,,10
1069,20180209T170439Z,,10
1070,20180209T170605Z,,10
1071,20180209T170857Z,,10
1072,20180209T170928Z,,10
1073,20180209T170954Z,,10
1074,20180209T171025Z,,10
1075,20180209T171134Z,,10
1076,20180209T171501Z,,10
1077,20180209T171528Z,,10
1078,20180209T171819Z,,10
1079,20180209T171934Z,,10
1080,20180209T172124Z,,10
1081,20180209T172220Z,,10
1082,20180209T172243Z,,10
1083,20180209T172323Z,,10
1084,20180209T172433Z,,10
1085,20180209T172518Z,,10
1086,20180209T172611Z,,10
1087,20180209T172624Z,,10
1088,20180209T172658Z,,10
1089,20180209T172807Z,,10
1090,20180209T172837Z,,10
1091,20180209T173009Z,,10
1092,20180209T173027Z,,10
1093,20180209T173132Z,,10
1094,20180209T173216Z,,10
1095,20180209T173326Z,,10
1096,20180209T173356Z,,10
1097,20180209T173454Z,,10
1098,20180209T173542Z,,10
1099,20180114T160005Z,596,6
1100,20180114T160039Z,659,9
1101,20180114T160202Z,659,9
1102,20180114T160214Z,569,2
1103,20180114T160233Z,569,9
1104,20180114T160248Z,659,2
1105,20180114T160430Z,965,1
1106,20180114T160453Z,U,10
1107,20180114T160503Z,596,9
1108,20180114T160558Z,695,9
1109,20180114T160620Z,695,9
1110,20180114T160707Z,695,9
1111,20180114T160800Z,965,5
1112,20180114T160953Z,659,8
1113,20180114T161007Z,695,5
1114,20180114T161137Z,U,10
1115,20180114T161301Z,569,2
1116,20180114T161317Z,659,9
1117,20180114T161339Z,695,9
1118,20180114T161423Z,965,5
1119,20180114T161437Z,569,6
1120,20180114T161622Z,569,1
1121,20180114T161723Z,695,3
1122,20180114T161856Z,695,9
1123,20180114T161942Z,569,7
1124,20180114T162036Z,596,9
1125,20180114T162041Z,659,2
1126,20180114T162108Z,965,9
1127,20180114T162128Z,659,9
1128,20180114T162225Z,U,10
1129,20180114T162258Z,659,4
1130,20180114T162438Z,695,9
1131,20180114T162517Z,695,9
1132,20180114T162530Z,U,9
1133,20180114T162548Z,596,9
1134,20180114T162601Z,956,9
1135,20180114T162631Z,659,9
1136,20180114T162657Z,965,9
1137,20180114T162756Z,956,9
1138,20180114T162811Z,U,10
1139,20180114T162851Z,956,9
1140,20180114T162928Z,659,1
1141,20180114T163252Z,695,6
1142,20180114T163312Z,965,5
1143,20180114T163332Z,695,9
1144,20180114T163358Z,965,9
1145,20180114T163420Z,U,10
1146,20180114T163451Z,695,9
1147,20180114T163541Z,596,9
1148,20180114T163613Z,659,9
1149,20180114T163627Z,695,9
1150,20180114T163652Z,596,7
1151,20180114T163734Z,596,9
1152,20180114T163740Z,9,9
1153,20180114T163747Z,695,9
1154,20180114T163940Z,965,9
1155,20180114T164003Z,596,9
1156,20180114T164036Z,965,9
1157,20180114T164146Z,965,5
1158,20180114T164226Z,965,9
1159,20180114T164243Z,596,9
1160,20180114T164323Z,659,1
1161,20180114T164355Z,569,6
1162,20180114T164506Z,659,9
1163,20180114T164525Z,U,10
1164,20180114T164624Z,965,9
1165,20180114T164631Z,596,9
1166,20180114T164748Z,659,9
1167,20180114T164914Z,U,10
1168,20180114T165020Z,596,2
1169,20180114T165041Z,596,9
1170,20180114T165223Z,659,1
1171,20180114T165252Z,596,9
1172,20180114T165316Z,956,9
1173,20180114T165329Z,U,10
1174,20180114T165412Z,659,2
1175,20180114T165442Z,659,1
1176,20180114T165531Z,956,9
1177,20180114T165609Z,956,7
1178,20180114T165642Z,659,9
1179,20180114T165736Z,569,9
1180,20180114T165830Z,U,10
1181,20180114T165908Z,659,1
1182,20180114T165926Z,965,9
1183,20180114T165939Z,596,4
1184,20180114T170004Z,659,8
1185,20180114T170052Z,569,9
1186,20180114T170149Z,596,1
1187,20180114T170326Z,U,9
1188,20180114T170613Z,965,4
1189,20180114T170823Z,569,6
1190,20180114T170832Z,965,8
1191,20180114T171026Z,U,9
1192,20180114T171033Z,569,2
1193,20180114T171119Z,569,1
1194,20180114T171133Z,965,9
1195,20180114T171229Z,U,10
1196,20180114T171316Z,695,9
1197,20180114T171343Z,695,4
1198,20180114T171444Z,569,6
1199,20180114T171516Z,695,3
1200,20180114T171653Z,965,2
1201,20180114T171712Z,596,9
1202,20180114T171751Z,569,7
1203,20180114T171922Z,695,9
1204,20180114T172015Z,695,9
1205,20180114T172025Z,965,9
1206,20180114T172031Z,695,9
1207,20180114T172050Z,695,2
1208,20180114T172121Z,596,7
1209,20180114T172242Z,659,9
1210,20180114T172300Z,965,9
1211,20180114T172307Z,659,1
1212,20180114T172318Z,569,9
1213,20180114T172415Z,965,9
1214,20180114T172433Z,956,6
1215,20180114T172513Z,U,10
1216,20180114T172524Z,965,9
1217,20180114T172548Z,965,9
1218,20180114T172559Z,965,9
1219,20180114T172612Z,U,10
1220,20180114T172637Z,965,9
1221,20180114T172654Z,965,9
1222,20180114T172714Z,569,2
1223,20180114T172753Z,965,9
1224,20180114T172807Z,596,9
1225,20180114T172826Z,965,9
1226,20180114T172917Z,965,9
1227,20180114T172953Z,965,8
1228,20180114T173020Z,U,10
1229,20180114T173051Z,596,9
1230,20180114T173102Z,956,9
1231,20180114T173153Z,U,10
1232,20180114T173241Z,965,9
1233,20180114T173428Z,956,1
1234,20180114T173509Z,596,9
1235,20180114T173610Z,659,9
1236,20180114T173757Z,596,7
1237,20180114T173825Z,596,8
1238,20180114T173858Z,U,10
1239,20180114T173935Z,U,10
1240,20180114T173944Z,965,8
1241,20180114T174121Z,695,9
1242,20180114T174146Z,965,1
1243,20180114T174217Z,596,9
1244,20180114T174401Z,659,1
1245,20180114T174511Z,569,9
1246,20180114T174544Z,U,10
1247,20180114T174626Z,965,9
1248,20180114T174647Z,965,2
1249,20180114T174658Z,965,9
1250,20180114T174708Z,659,8
1251,20180114T174818Z,596,9
1252,20180114T174848Z,569,7
1253,20180114T174914Z,659,1
1254,20180114T174951Z,965,9
1255,20180114T175018Z,659,2
1256,20180114T175027Z,695,9
1257,20180114T175115Z,695,1
1258,20180114T175154Z,695,1
1259,20180114T175223Z,659,5
1260,20180114T175249Z,569,9
1261,20180114T175336Z,U,10
1262,20180114T175500Z,596,9
1263,20180114T175602Z,596,9
1264,20180114T175612Z,U,10
1265,20180114T175623Z,569,9
1266,20180114T175630Z,9656,9
1267,20180114T175824Z,965,9
1268,20180114T175842Z,U,10
1269,20180114T180033Z,659,5
1270,20180114T180100Z,U,10
1271,20180114T180124Z,U,10
1272,20180114T180150Z,569,9
1273,20180114T180228Z,569,7
1274,20180114T180349Z,659,9
1275,20180114T180431Z,965,9
1276,20180114T180507Z,U,10
1277,20180114T180520Z,U,10
1278,20180114T180536Z,569,7
1279,20180114T180549Z,569,9
1280,20180114T180629Z,569,6
1281,20180114T180749Z,659,9
1282,20180114T180832Z,569,1
1283,20180114T180858Z,596,9
1284,20180114T180905Z,695,9
1285,20180114T180912Z,695,9
1286,20180114T180949Z,596,9
1287,20180114T181019Z,U,10
1288,20180114T181138Z,965,9
1289,20180114T181229Z,U,10
1290,20180114T181758Z,965,1
1291,20180114T181836Z,956,7
1292,20180114T182014Z,965,4
1293,20180114T182047Z,659,1
1294,20180114T182124Z,569,2
1295,20180114T182147Z,965,9
1296,20180114T182206Z,569,9
1297,20180114T182234Z,596,9
1298,20180114T182252Z,U,10
1299,20180114T182325Z,965,9
1300,20180114T182458Z,695,9
1301,20180114T182549Z,659,1
1302,20180114T182621Z,659,8
1303,20180114T182813Z,569,9
1304,20180114T182913Z,569,9
1305,20180114T183016Z,596,1
1306,20180114T183032Z,569,7
1307,20180114T183052Z,659,2
1308,20180114T183210Z,U,10
1309,20180114T183248Z,U,10
1310,20180114T183402Z,965,1
1311,20180114T183425Z,695,1
1312,20180114T183451Z,695,6
1313,20180114T183516Z,695,9
1314,20180114T183528Z,U,10
1315,20180114T183542Z,695,9
1316,20180114T183602Z,695,9
1317,20180114T183625Z,U,10
1318,20180114T183706Z,965,9
1319,20180114T183713Z,695,9
1320,20180114T183728Z,695,8
1321,20180114T183820Z,U,10
1322,20180114T183838Z,U,9
1323,20180114T183928Z,695,9
1324,20180114T183949Z,U,10
1325,20180114T184018Z,695,2
1326,20180114T184035Z,695,1
1327,20180114T184051Z,569,9
1328,20180114T184120Z,695,2
1329,20180114T184152Z,695,9
1330,20180114T184209Z,695,2
1331,20180114T184249Z,695,9
1332,20180114T184308Z,U,10
1333,20180114T184324Z,965,6
1334,20180114T184347Z,695,9
1335,20180114T184358Z,569,9
1336,20180114T184415Z,659,9
1337,20180114T184508Z,695,4
1338,20180114T184530Z,596,9
1339,20180114T184557Z,695,3
1340,20180114T184656Z,U,10
1341,20180114T184707Z,659,9
1342,20180114T184826Z,956,9
1343,20180114T185023Z,659,9
1344,20180114T185147Z,956,1
1345,20180114T185240Z,U,10
1346,20180114T185312Z,659,2
1347,20180114T185328Z,596,7
1348,20180114T185401Z,956,4
1349,20180114T185508Z,596,9
1350,20180114T185620Z,596,9
1351,20180114T185637Z,965,5
1352,20180114T185730Z,569,2
1353,20180114T185828Z,596,9
1354,20180114T185835Z,965,9
1355,20180114T185910Z,695,1
1356,20180114T185958Z,659,9
1357,20180114T190045Z,965,2
1358,20180114T190145Z,596,7
1359,20180114T190208Z,596,1
1360,20180114T190226Z,U,10
1361,20180114T190259Z,U,10
1362,20180114T190309Z,659,9
1363,20180114T190346Z,U,10
1364,20180114T190410Z,965,1
1365,20180114T190424Z,659,4
1366,20180114T190522Z,596,9
1367,20180114T190555Z,U,10
1368,20180114T190814Z,956,9
1369,20180114T190850Z,569,7
1370,20180114T191000Z,965,9
1371,20180114T191052Z,U,9
1372,20180114T191129Z,965,9
1373,20180114T191152Z,965,9
1374,20180114T191207Z,U,9
1375,20180114T191217Z,695,3
1376,20180114T191231Z,U,10
1377,20180114T191238Z,965,9
1378,20180114T191315Z,956,9
1379,20180114T191338Z,965,9
1380,20180114T191418Z,956,6
1381,20180114T191450Z,U,9
1382,20180114T191458Z,659,9
1383,20180114T191727Z,U,9
1384,20180114T191735Z,695,3
1385,20180114T191800Z,695,9
1386,20180114T191853Z,569,7
1387,20180114T191912Z,569,9
1388,20180114T191926Z,956,9
1389,20180114T191940Z,659,9
1390,20180114T192059Z,569,2
1391,20180114T192216Z,569,9
1392,20180114T192230Z,U,9
1393,20180114T192245Z,U,10
1394,20180114T192307Z,956,9
1395,20180114T192338Z,956,9
1396,20180114T192400Z,956,2
1397,20180114T192415Z,956,9
1398,20180114T192431Z,956,9
1399,20180114T192506Z,569,8
1400,20180114T192609Z,596,1
1401,20180114T192649Z,965,9
1402,20180114T192719Z,U,10
1403,20180114T192736Z,956,8
1404,20180114T192810Z,569,7
1405,20180114T192821Z,659,4
1406,20180114T192842Z,U,10
1407,20180114T192856Z,U,10
1408,20180114T192930Z,956,9
1409,20180114T193025Z,596,9
1410,20180114T193050Z,596,8
1411,20180114T193119Z,U,10
1412,20180114T193314Z,569,7
1413,20180114T193329Z,U,10
1414,20180114T193339Z,965,5
1415,20180114T193412Z,596,9
1416,20180114T193422Z,659,9
1417,20180114T193436Z,596,7
1418,20180114T193539Z,u,10
1419,20180114T193618Z,569,9
1420,20180114T193643Z,U,10
1421,20180114T193710Z,U,10
1422,20180114T193716Z,U,10
1423,20180114T193743Z,U,10
1424,20180114T193752Z,596,9
1425,20180114T193857Z,965,6
1426,20180114T193926Z,695,5
1427,20180114T194005Z,596,9
1428,20180114T194021Z,695,1
1429,20180114T194051Z,965,8
1430,20180114T194120Z,U,10
1431,20180114T194137Z,956,9
1432,20180114T194147Z,569,9
1433,20180114T194200Z,569,1
1434,20180114T194210Z,965,2
1435,20180114T194226Z,569,9
1436,20180114T194255Z,U,10
1437,20180114T194401Z,596,9
1438,20180114T194412Z,596,1
1439,20180114T194536Z,965,1
1440,20180114T194549Z,965,9
1441,20180114T194620Z,U,10
1442,20180114T194702Z,U,7
1443,20180114T194813Z,569,7
1444,20180114T194859Z,569,2
1445,20180114T194910Z,U,7
1446,20180114T194951Z,596,1
1447,20180114T195021Z,596,9
1448,20180114T195030Z,659,8
1449,20180114T195122Z,569,9
1450,20180114T195136Z,596,9
1451,20180114T195141Z,659,3
1452,20180114T195150Z,569,9
1453,20180114T195212Z,659,9
1454,20180114T195333Z,569,7
1455,20180114T195433Z,596,2
1456,20180114T195507Z,956,7
1457,20180114T195601Z,659,1
1458,20180114T195710Z,569,7
1459,20180114T195751Z,965,9
1460,20180114T195809Z,569,9
1461,20180114T195834Z,596,9
1462,20180114T195848Z,965,5
1463,20180114T195933Z,569,9
1464,20180114T200002Z,569,9
1465,20180114T200018Z,569,9
1466,20180114T200036Z,569,2
1467,20180114T200050Z,u,10
1468,20180114T200113Z,659,1
1469,20180114T200123Z,569,7
1470,20180114T200142Z,965,9
1471,20180114T200152Z,965,5
1472,20180114T200220Z,695,2
1473,20180114T200243Z,u,10
1474,20180114T200310Z,659,1
1475,20180114T200321Z,u,10
1476,20180114T200330Z,569,9
1477,20180114T200339Z,965,9
1478,20180114T200345Z,596,6
1479,20180114T200446Z,569,1
1480,20180114T200505Z,965,2
1481,20180114T200556Z,596,9
1482,20180114T200611Z,596,9
1483,20180114T200630Z,596,9
1484,20180114T200707Z,569,9
1485,20180114T200746Z,596,9
1486,20180114T200800Z,596,9
1487,20180114T200818Z,569,9
1488,20180114T200841Z,695,9
1489,20180114T200906Z,965,9
1490,20180114T200956Z,596,9
1491,20180114T201005Z,596,9
1492,20180114T201012Z,965,2
1493,20180114T201026Z,659,1
1494,20180114T201059Z,659,2
1495,20180114T201208Z,569,9
1496,20180114T201309Z,569,4
1497,20180114T201349Z,U,10
1498,20180114T201431Z,U,7
1499,20180114T201536Z,569,2
1500,20180114T201546Z,569,9
1501,20180114T201715Z,965,9
1502,20180114T201723Z,U,10
1503,20180114T201730Z,569,9
1504,20180114T201737Z,659,9
1505,20180114T201745Z,569,9
1506,20180114T201838Z,U,10
1507,20180114T201848Z,569,9
1508,20180114T201858Z,U,10
1509,20180114T201918Z,596,1
1510,20180114T201925Z,569,7
1511,20180114T202020Z,965,9
1512,20180114T202035Z,569,9
1513,20180114T202043Z,569,9
1514,20180114T202107Z,569,9
1515,20180114T202114Z,965,9
1516,20180114T202128Z,569,7
1517,20180114T202145Z,659,2
1518,20180114T202226Z,569,7
1519,20180114T202252Z,659,9
1520,20180114T202336Z,695,3
1521,20180114T202348Z,659,1
1522,20180114T202356Z,596,9
1523,20180114T202413Z,U,9
1524,20180114T202431Z,U,10
1525,20180114T202446Z,U,9
1526,20180114T202500Z,569,7
1527,20180114T202522Z,569,7
1528,20180114T202558Z,U,9
1529,20180114T202626Z,U,9
1530,20180114T202647Z,U,10
1531,20180114T202703Z,U,7
1532,20180114T202717Z,569,9
1533,20180114T202737Z,659,9
1534,20180114T202749Z,596,9
1535,20180114T202814Z,U,10
1536,20180114T202821Z,596,9
1537,20180114T202911Z,U,10
1538,20180114T202936Z,596,9
1539,20180114T203002Z,965,9
1540,20180114T203031Z,596,9
1541,20180114T203128Z,596,7
1542,20180114T203145Z,596,1
1543,20180114T203202Z,U,7
1544,20180114T203234Z,956,9
1545,20180114T203245Z,U,10
1546,20180114T203251Z,569,9
1547,20180114T203327Z,596,9
1548,20180114T203344Z,659,8
1549,20180114T203351Z,U,10
1550,20180114T203431Z,U,10
1551,20180114T203501Z,569,9
1552,20180114T203508Z,956,1
1553,20180114T203518Z,569,9
1554,20180114T203540Z,U,10
1555,20180114T203554Z,U,10
1556,20180114T203640Z,569,7
1557,20180114T203700Z,569,2
1558,20180114T203736Z,U,10
1559,20180114T203747Z,U,10
1560,20180114T203814Z,956,9
1561,20180114T203827Z,569,9
1562,20180114T203852Z,596,8
1563,20180114T203916Z,569,9
1564,20180114T203946Z,U,10
1565,20180114T204015Z,U,10
1566,20180114T204114Z,U,10
1567,20180114T204126Z,U,10
1568,20180114T204148Z,U,10
1569,20180114T204204Z,965,9
1570,20180114T204212Z,956,9
1571,20180114T204247Z,U,10
1572,20180114T204253Z,659,9
1573,20180114T204306Z,U,10
1574,20180114T204349Z,569,6
1575,20180114T204428Z,U,10
1576,20180114T204445Z,U,10
1577,20180114T204504Z,569,2
1578,20180114T204515Z,596,9
1579,20180114T204630Z,U,10
1580,20180114T204646Z,U,7
1581,20180114T204655Z,695,9
1582,20180114T204712Z,659,1
1583,20180114T204803Z,569,7
1584,20180114T204832Z,596,9
1585,20180114T204858Z,U,10
1586,20180114T204939Z,U,7
1587,20180114T204954Z,596,1
1588,20180114T205020Z,596,9
1589,20180114T205029Z,569,6
1590,20180114T205115Z,569,9
1591,20180114T205145Z,U,10
1592,20180114T205249Z,596,9
1593,20180114T205305Z,956,9
1594,20180114T205313Z,569,7
1595,20180114T205341Z,596,9
1596,20180114T205359Z,U,10
1597,20180114T205435Z,569,2
1598,20180114T205446Z,569,9
1599,20180114T205454Z,569,9
1600,20180114T205522Z,U,10
1601,20180114T205558Z,569,7
1602,20180114T205629Z,U,9
1603,20180114T205636Z,569,9
1604,20180114T205716Z,569,9
1605,20180114T205724Z,U,10
1606,20180114T205731Z,U,10
1607,20180114T205802Z,659,4
1608,20180114T205809Z,569,1
1609,20180114T205825Z,U,10
1610,20180114T205856Z,U,9
1611,20180114T205911Z,569,1
1612,20180114T205926Z,659,9
1613,20180114T205933Z,U,10
1614,20180114T205956Z,659,2
1615,20180114T210011Z,965,9
1616,20180114T210039Z,965,9
1617,20180114T210100Z,695,7
1618,20180114T210122Z,U,10
1619,20180114T210147Z,965,9
1620,20180114T210202Z,569,9
1621,20180114T210228Z,965,4
1622,20180114T210303Z,965,9
1623,20180114T210309Z,569,9
1624,20180114T210324Z,569,9
1625,20180114T210404Z,569,9
1626,20180114T210425Z,965,2
1627,20180114T210440Z,569,1
1628,20180114T210447Z,695,9
1629,20180114T210509Z,9,10
1630,20180114T210515Z,U,7
1631,20180114T210617Z,569,7
1632,20180114T210632Z,569,9
1633,20180114T210649Z,569,3
1634,20180114T210701Z,U,10
1635,20180114T210723Z,U,10
1636,20180114T210745Z,U,10
1637,20180114T210801Z,659,8
1638,20180114T210838Z,569,1
1639,20180114T210854Z,U,10
1640,20180114T210902Z,596,9
1641,20180114T210907Z,596,9
1642,20180114T210930Z,965,9
1643,20180114T210942Z,569,9
1644,20180114T211025Z,569,2
1645,20180114T211052Z,596,9
1646,20180114T211134Z,596,7
1647,20180114T211152Z,U,10
1648,20180114T211220Z,U,9
1649,20180114T211246Z,659,9
1650,20180114T211252Z,569,9
1651,20180114T211304Z,569,9
1652,20180114T211326Z,569,2
1653,20180114T211341Z,U,10
1654,20180114T211427Z,569,9
1655,20180114T211451Z,U,9
1656,20180114T211527Z,569,9
1657,20180114T211535Z,U,10
1658,20180114T211552Z,569,2
1659,20180114T211606Z,U,10
1660,20180114T211640Z,U,10
1661,20180114T211652Z,659,9
1662,20180114T211728Z,U,10
1663,20180114T211739Z,569,9
1664,20180114T211752Z,569,9
1665,20180114T211759Z,U,10
1666,20180114T211822Z,596,9
1667,20180114T211839Z,U,10
1668,20180114T211856Z,596,9
1669,20180114T211932Z,U,10
1670,20180114T211950Z,U,10
1671,20180114T212004Z,U,10
1672,20180114T212042Z,569,9
1673,20180114T212110Z,569,7
1674,20180114T212127Z,U,10
1675,20180114T212150Z,U,10
1676,20180114T212204Z,U,10
1677,20180114T212211Z,596,4
1678,20180114T212235Z,U,10
1679,20180114T212252Z,569,9
1680,20180114T212304Z,U,10
1681,20180114T212327Z,U,7
1682,20180114T212341Z,965,8
1683,20180114T212407Z,U,10
1684,20180114T212450Z,U,10
1685,20180114T212515Z,569,9
1686,20180114T212527Z,569,9
1687,20180114T212604Z,U,10
1688,20180114T212617Z,569,9
1689,20180114T212707Z,U,10
1690,20180114T212806Z,U,10
1691,20180114T212839Z,U,10
1692,20180114T212846Z,U,9
1693,20180114T212907Z,U,10
1694,20180114T212946Z,965,4
1695,20180114T213012Z,596,9
1696,20180114T213023Z,569,7
1697,20180114T213035Z,569,9
1698,20180114T213059Z,965,9
1699,20180114T213116Z,U,10
1700,20180114T213126Z,569,9
1701,20180114T213143Z,U,10
1702,20180114T213159Z,U,10
1703,20180114T213213Z,569,7
1704,20180114T213246Z,U,10
1705,20180114T213307Z,596,9
1706,20180114T213332Z,569,7
1707,20180114T213402Z,U,10
1708,20180114T213410Z,569,7
1709,20180114T213421Z,596,9
1710,20180114T213428Z,569,9
1711,20180114T213437Z,U,10
1712,20180114T213500Z,569,9
1713,20180114T213515Z,U,10
1714,20180114T213543Z,695,9
1715,20180114T213608Z,596,9
1716,20180114T213648Z,569,9
1717,20180114T213723Z,569,9
1718,20180114T213752Z,965,9
1719,20180114T213815Z,569,7
1720,20180114T213852Z,U,10
1721,20180114T213949Z,569,9
1722,20180114T214026Z,659,9
1723,20180114T214034Z,U,9
1724,20180114T214056Z,965,4
1725,20180114T214135Z,U,10
1726,20180114T214244Z,569,7
1727,20180114T214300Z,569,1
1728,20180114T214310Z,U,10
1729,20180114T214327Z,965,9
1730,20180114T214343Z,659,4
1731,20180114T214409Z,U,7
1732,20180114T214431Z,569,7
1733,20180114T214444Z,U,6
1734,20180114T214502Z,U,10
1735,20180114T214518Z,569,2
1736,20180114T214548Z,596,9
1737,20180114T214628Z,U,10
1738,20180114T214653Z,U,10
1739,20180114T214702Z,659,4
1740,20180114T214724Z,569,9
1741,20180114T214743Z,U,9
1742,20180114T214757Z,965,5
1743,20180114T214820Z,596,9
1744,20180114T214837Z,956,7
1745,20180114T214859Z,569,7
1746,20180114T214919Z,569,2
1747,20180114T214950Z,569,2
1748,20180114T215017Z,596,7
1749,20180114T215031Z,569,9
1750,20180114T215055Z,596,9
1751,20180114T215101Z,569,9
1752,20180114T215117Z,569,7
1753,20180114T215130Z,596,9
1754,20180114T215138Z,965,9
1755,20180114T215145Z,U,10
1756,20180114T215200Z,U,10
1757,20180114T215222Z,U,10
1758,20180114T215246Z,U,10
1759,20180114T215259Z,659,9
1760,20180114T215310Z,U,10
1761,20180114T215428Z,U,10
1762,20180114T215500Z,659,4
1763,20180114T215524Z,569,4
1764,20180114T215550Z,569,9
1765,20180114T215601Z,569,2
1766,20180114T215612Z,965,5
1767,20180114T215639Z,569,2
1768,20180114T215733Z,569,9
1769,20180114T215741Z,U,10
1770,20180114T215758Z,U,9
1771,20180114T215840Z,695,1
1772,20180114T215856Z,596,9
1773,20180114T215913Z,569,7
1774,20180114T215937Z,569,9
1775,20180114T215951Z,U,10
1776,20180114T220012Z,569,9
1777,20180114T220051Z,U,10
1778,20180114T220110Z,965,9
1779,20180114T220147Z,569,9
1780,20180114T220157Z,569,9
1781,20180114T220203Z,659,5
1782,20180114T220254Z,U,10
1783,20180114T220300Z,965,5
1784,20180114T220320Z,U,10
1785,20180114T220346Z,569,9
1786,20180114T220417Z,U,10
1787,20180114T220426Z,659,4
1788,20180114T220444Z,965,5
1789,20180114T220456Z,956,6
1790,20180114T220512Z,U,10
1791,20180114T220543Z,569,2
1792,20180114T220600Z,569,9
1793,20180114T220618Z,U,10
1794,20180114T220652Z,965,1
1795,20180114T220750Z,569,9
1796,20180114T220813Z,569,9
1797,20180114T220826Z,569,9
1798,20180114T220843Z,659,4
1799,20180114T220854Z,569,9
1800,20180114T220900Z,569,9
1801,20180114T220918Z,U,10
1802,20180114T220925Z,U,10
1803,20180114T220949Z,569,9
1804,20180114T221003Z,596,9
1805,20180114T221028Z,596,9
1806,20180114T221042Z,965,9
1807,20180114T221104Z,569,6
1808,20180114T221126Z,569,9
1809,20180114T221159Z,956,4
1810,20180114T221217Z,U,10
1811,20180114T221234Z,596,9
