event_id,1a,1b,1c,1d,2a,2b,2c,2d,3a,3b,3c,3d,4a,4b,4c,4d,5a,5b,5c,5d,6a,6b,6c,6d,7a,7b,7c,7d,8a,8b,8c,8d
20180201T000212Z,0.20886084238875835,0.19652406366548125,0.1604131292747643,0.14593028417022766,0.1520636457203231,0.1587451493180848,0.1289184068571593,0.11863271527182573,0.06130801443041185,0.0611365895099513,0.07571194626538916,0.08253962681647051,0.1649880872723314,0.20223242991393342,0.10923228948248434,0.16396621774248224,0.27707813430667255,0.22285325985811794,0.16864935086183297,0.10667017691055014,0.11466780216768796,0.13301272855069485,0.17428318167574813,0.09106232362102509,0.15275796571560837,0.09562764214476885,0.12642971052829688,0.10849258865984578,0.16190596835585963,0.1247831038022234,0.13590802277709868,0.08805236992165913
20180201T000343Z,0.10804467447262134,0.16558486738308456,0.05836691613672593,0.039762997013244976,0.07377069701136049,0.12168826467240641,0.04204608709320472,0.038334192454964854,0.4836998690361475,0.45371757920665046,0.606074868644086,0.4098111733897737,0.10666405522995473,0.13592594668645294,0.05580570061546759,0.03806212319637959,0.3110900091754857,0.22130120733539999,0.18077374476826547,0.2819147335874236,0.03283860382510777,0.08252923120531508,0.025842006139204655,0.03317017917475067,0.031226820917149116,0.03904416485396333,0.026075183194474043,0.032998970763756304,0.10534538440987165,0.06468786564082105,0.08928820775065009,0.05136078638819464
20180201T000355Z,0.4030543684709469,0.3255250595005982,0.5140577083164944,0.4694136433055396,0.38995757550095667,0.3645140600810246,0.43248834190299795,0.3510174048633514,0.02149676843185832,0.05032734885601377,0.06916132120372535,0.05512128769247847,0.2801155111317147,0.3811614016262305,0.325702205287961,0.4013873157047046,0.18572880098111197,0.2936731124578129,0.3190794112239296,0.20695704341934337,0.44748140375272466,0.4221401451147672,0.3292252739647485,0.39183919510559556,0.2992530681017104,0.1971760046171167,0.24538789643197842,0.27826632050664385,0.2375152518557164,0.3534082107733487,0.37201254207999856,0.28107600532934607
20180201T000430Z,0.2916721949407007,0.44978739585189054,0.2045362745428783,0.18862122944791182,0.21768574830044313,0.34033109369156367,0.1381018184238161,0.1161311768626266,0.33485073912584995,0.3541172069668492,0.2813723561942017,0.2649471446438909,0.23664199919145404,0.3859804401461323,0.16802713976425382,0.1271777731262237,0.2771950152108377,0.329019589722597,0.4322925316376601,0.5211363143677782,0.14925520213202553,0.2389847648475545,0.1323323525893968,0.14098283819594531,0.09517315927002803,0.0948208157756628,0.09532735098964962,0.09929105551723139,0.25493258750461484,0.19245826971752258,0.25665138332441695,0.19772840937743807
20180201T000624Z,0.09815356602206914,0.1560058468667148,0.13648012223715597,0.1435992700161088,0.09812365285087361,0.08527181967487843,0.12826496248053681,0.1059313591511734,0.4471178268853194,0.23575587442895318,0.3916835658945637,0.33817042382012685,0.10094468208480219,0.08358810871413748,0.0695161225619334,0.08613031895446172,0.19753454579987526,0.1397775312985535,0.11343837726358354,0.2144389646572801,0.11207539759666739,0.10733126090845303,0.09310580186811276,0.1095831066044726,0.08091988328639035,0.11476847522017432,0.11924382519889405,0.10567481553460704,0.06838020878380915,0.07021725659934842,0.07719860010377831,0.1417685429901332
20180201T000635Z,0.5260060100322398,0.4742431882569096,0.4168947809122788,0.3128922082117908,0.41852505823446895,0.3332842627369577,0.39293753744059534,0.41567529844899126,0.11154654287285416,0.16314284451444908,0.15838549932011364,0.1512408735030702,0.293905335380941,0.46080401789769304,0.36107541279682787,0.38893408773562754,0.34496997150364506,0.32267045016069873,0.41203617974123397,0.2548979454148708,0.42121544552624485,0.4450223399820844,0.3308240085799187,0.31251583502529057,0.26917763536820805,0.3143461950471309,0.21499126418853506,0.3302850530212697,0.20542148036913968,0.2885733014552302,0.23512400205749476,0.29455926534401666
20180201T000650Z,0.06233815966329865,0.0986997068611359,0.041572723903638774,0.04061875484798413,0.04943340198083355,0.06755564340105213,0.04777664121868413,0.03328682235458535,0.5591001613012393,0.4283203845750231,0.36917789966438613,0.5907822629973078,0.06847640326875289,0.07175445041262242,0.034840846412062254,0.03090972433020638,0.26297862024520563,0.15657030283752044,0.12441953092319806,0.24004345331725077,0.039169978304037414,0.047464739043523795,0.026887178062122367,0.03473554034443644,0.019312659683564742,0.025244194774611487,0.018918168877238503,0.02385991009736317,0.05548100644080493,0.04084364287580962,0.059710964050895626,0.0383829948339205
20180201T000716Z,0.45847797925067435,0.548600758700236,0.3600392676205833,0.2799665072734509,0.41292350063538885,0.4640133119085278,0.23233705849369324,0.23566407479054363,0.20730142260374373,0.12506947608341806,0.3368208342576769,0.13722497922655502,0.3833528905639539,0.567269689949462,0.33060667952962464,0.28805668310473165,0.2799807128874856,0.44622356659553186,0.48048072845248263,0.34550786220733376,0.25281781244891416,0.4683995263828224,0.31182814247831314,0.30359411124403657,0.21795643066598708,0.20033884513521225,0.13707405132194514,0.14091219291242033,0.32853216773870886,0.3821636241216678,0.2531431827616396,0.23175949495934678
20180201T000739Z,0.08739695497064187,0.16512447116029455,0.10771781120872093,0.09389542352424499,0.10984670330431574,0.11421760515267843,0.11152460624328375,0.08954494271183318,0.1951229596015484,0.3208585194972729,0.3229858554268376,0.22761985920354627,0.09522459084836071,0.19911425354681636,0.08992215248333625,0.10355849746279526,0.1655136434238383,0.1586148504520285,0.2553631408795125,0.20438381456458823,0.08832401904047767,0.10825735464534991,0.08864660443129381,0.08141313873315557,0.10762844041425028,0.11290009358953017,0.12614352746952584,0.07470815243192937,0.110194775393801,0.1158114345340292,0.08972486386102478,0.1486060316908898
20180201T000757Z,0.07935837122076056,0.12846123852725116,0.03900871328030781,0.029424410804626804,0.05545072294659268,0.09533232414628721,0.024715562053460337,0.03878458849509043,0.335412928460553,0.36004011255515594,0.5268429035964124,0.3814270315694828,0.09199400745270288,0.10469938722246622,0.03911833905062831,0.02572821354552653,0.2321724567273479,0.19471128943791857,0.14531893665900827,0.26607611407211335,0.029009547172374618,0.06883757509670507,0.018252102148665652,0.02349074721618174,0.015233598832455127,0.01619941903782641,0.014662040229468635,0.018829216486726773,0.08270557421985905,0.04963438076989338,0.07455438212511606,0.04407582237398621
20180201T000812Z,0.15970300618234198,0.16840340774358759,0.09495113090484034,0.07745997576885796,0.10408108418055736,0.14307448395019767,0.03486431087141226,0.04659780549648087,0.3405526284148637,0.23507058097316483,0.5348408948069788,0.42939382732687237,0.13397902647904256,0.15901839304525867,0.07647782588666648,0.06257747535205135,0.27468330810115393,0.20594799050094442,0.16740470832086074,0.1867627787135759,0.05116144416902081,0.12409384267962768,0.04581570171545812,0.05034815839189218,0.04751693994129528,0.02226497065710529,0.024749683636689706,0.0355493712405747,0.08404047423370012,0.08483609556835643,0.07075686445298225,0.08260662095372388
20180201T000836Z,0.35423735317996513,0.2484297720974663,0.41022097617066366,0.4327311372759466,0.31461379252391547,0.23612569606643405,0.4017529750503216,0.4885911967701409,0.039338809625291425,0.057504945487134286,0.10452260336190485,0.045193888363901966,0.2390255141296088,0.2759327302714966,0.4023364660222748,0.3902920608242514,0.1736107692605759,0.20510958913432328,0.19201163551588998,0.18424264511739172,0.4990115498350397,0.2853819903282805,0.4391120408561521,0.4795742442394074,0.32136234134433495,0.32492480279911234,0.28494759658430513,0.4221773058713348,0.2323597587270005,0.19979334714042615,0.26087549947750677,0.3192324137289327
20180201T000849Z,0.09131758914642311,0.12106288778917465,0.11197164456917383,0.08655675493569362,0.11312774388523483,0.1302724910369335,0.06439609548916694,0.0741147818739868,0.4716374022796859,0.2886131450332839,0.38314978818786266,0.3664270370287274,0.11604602715286003,0.13743029754259387,0.08748680516394544,0.09866333128055407,0.18496441374597403,0.15806190709031379,0.15346750995922712,0.25648886446185315,0.08440014778998443,0.09500729500101543,0.06447282555360796,0.07524312265649315,0.06781144274674415,0.059050625747362216,0.05310596312499156,0.06265046597682038,0.07177004529309851,0.09119900716424159,0.08713495632790128,0.07011877512769633
20180201T000909Z,0.15307124289917362,0.2216247663761807,0.10186041735167876,0.10307803082858877,0.10670164215108108,0.15116496564100151,0.06103200040092537,0.0636150960568549,0.4098220972766393,0.31142933711336457,0.48987254871367975,0.357060498841024,0.15813238453268658,0.16616251404033222,0.0939830123251059,0.08502043784021017,0.23824924878772036,0.2071347607908927,0.20513566154474253,0.28954668468944483,0.06286039314452703,0.10278414128953109,0.06773803568105577,0.07771730485786219,0.044060714405063275,0.04842902748226604,0.056444190006440687,0.04865916575403842,0.11518507298541862,0.10665288307438141,0.08514769968962811,0.10498898909726403
20180201T000926Z,0.3134449830754476,0.32135554406910144,0.2070942405157929,0.19699874211315602,0.22738280691190124,0.21969501168538488,0.1134933219760443,0.14573181721326733,0.34111647540054374,0.35823508887728933,0.4297732837395422,0.2555013751248166,0.2335427933985736,0.30771109710314115,0.19916654162545303,0.17228126047277958,0.263018503037335,0.23208439867028777,0.29892334538704035,0.2906774981105756,0.15425066314865604,0.20578636300332132,0.13717911204360234,0.1329380426137704,0.09446313729608156,0.0778185811915343,0.06737769657623263,0.11145126378097667,0.18640374598446915,0.2150017009842502,0.14372067623953924,0.19044977378693465
20180201T000956Z,0.13452811918375984,0.16245177062926827,0.11307517632854486,0.09058197792349186,0.09285597364896557,0.13234749116150765,0.0932932183922978,0.08247281758582624,0.41101821934072297,0.48427407859188304,0.38120495732304827,0.29309210435360433,0.08373885138905145,0.1637499613618562,0.08589733603419558,0.09120100404850745,0.24144743942642727,0.20934016907534617,0.15509596980111046,0.2758281200980054,0.08163959606824306,0.09470428666133279,0.06956382962676698,0.09432626314330247,0.07567479766523522,0.10503184193953322,0.10049042889744449,0.05591852347751921,0.099395760189202,0.09763839551790537,0.10808938860874913,0.0995072133276913
20180201T001003Z,0.3334697183012094,0.35817029692619573,0.44285725458990316,0.5262943569527986,0.2779667433360264,0.24896485691071735,0.5272663110148891,0.45214857120019347,0.037705398699345034,0.13928627368383786,0.1140376645706925,0.10078512840239241,0.21745879445852348,0.3018020696235515,0.3576576519384434,0.584687096003559,0.20062141446386852,0.24114114508511622,0.24380511927393,0.16217731576764724,0.5224961337324551,0.3397233633259903,0.6464398942959565,0.5286382876189907,0.4501584056494611,0.3558065608581625,0.4191146451950028,0.35745199212970347,0.31664007924557097,0.3519034819374212,0.3712293128937864,0.5063867051884063
20180201T001019Z,0.10597486584131241,0.08866533122521275,0.14690703374924427,0.07788085663098114,0.2030824704882908,0.3094969322471972,0.11169285496070025,0.1220140698840179,0.08776016176888948,0.24275760797333837,0.1700479853077873,0.14638400384604855,0.2099212088819223,0.2972891856688799,0.11514952833408572,0.10206183874085083,0.3193308537254738,0.29143752035068293,0.3203714334122871,0.4122343479370102,0.10897565354333466,0.2503093025726677,0.09934692069219193,0.07876099488175545,0.08923722412635064,0.12292627678035095,0.09899463629025053,0.08541380286326904,0.20769977713937596,0.15207219013015666,0.21169547962481153,0.14399261968254276
20180201T001048Z,0.055678555132800366,0.06164213481379338,0.07051740020615953,0.07188347107978788,0.10129480523530887,0.05580291261862251,0.059232724744211214,0.05531883436539304,0.05354663370760394,0.05533526646307996,0.04907677507898572,0.05719755158847585,0.07067794693739383,0.05521327486578928,0.060738964069577454,0.08928548272867061,0.0480325443303042,0.06231760751712952,0.07033631392917346,0.11359431890977062,0.0828934340719557,0.07229441655947977,0.06985209623497413,0.048312652265686755,0.06911841920738844,0.06917721337546617,0.07380400097042537,0.08110301470809886,0.09653637935606653,0.0734719517575139,0.07403504350343984,0.07904757331514989
20180201T001116Z,0.6532109177267633,0.4745747207863827,0.6650163309732633,0.6557785607628503,0.5153356278158956,0.615206167163435,0.5732353967049201,0.5287190338509284,0.16882171397387963,0.11386936508858314,0.16391904418176775,0.09937161817733595,0.37100711802188724,0.5180696044111064,0.5825490866552298,0.3863550999016766,0.27812768429298595,0.400283645042731,0.2859754593419551,0.2462985702393,0.44034188320594103,0.6158992558439118,0.5004020940640568,0.4178541566691529,0.324736793169995,0.25023571137533257,0.213945882581476,0.43948151253421425,0.3599309864343903,0.4629355591868261,0.5061532991863278,0.35736404792786886
20180201T001152Z,0.33503305026749347,0.32492011941231563,0.26268508696600396,0.3055779518965806,0.29139205913223487,0.29551072059565225,0.21943294002882868,0.2541163173157159,0.13864468248174844,0.13633880271600735,0.28770710119141735,0.1023390000356402,0.2751862237472621,0.35278507163883743,0.23705487178336898,0.19337090394295914,0.289164620120171,0.3333595930479516,0.2962566228373179,0.3602336308748347,0.2681798408187522,0.19367439748671408,0.18344597379676555,0.2619046585435415,0.18394731278184007,0.12850220290582046,0.15233157186888702,0.22983086504770045,0.25087601172499424,0.26302733136205975,0.25068268573059005,0.1631865974769136
20180201T001236Z,0.26769370348762317,0.19560550911547908,0.4299957266256685,0.24421272100828367,0.3526554502929767,0.25707049798483583,0.2457864607070197,0.32489566414450405,0.05370094211601518,0.13778749859196185,0.12298879375075908,0.09297779818162416,0.16576846516093866,0.36525932323064714,0.3413063636481095,0.4368878543311238,0.16842538620938838,0.26260066300810503,0.21924045466010275,0.14384587623321538,0.5934252222722439,0.3907279976595073,0.42822350133340636,0.4307680659290966,0.44067920387364584,0.2590739477285174,0.2941156178128715,0.3377920146081469,0.22449205905363123,0.31870288993810125,0.2980226796700921,0.2772593784610094
20180201T001314Z,0.3982035807594986,0.4598908807289986,0.2634880726434718,0.2758962978134046,0.26749827842394025,0.39043845275184363,0.12226084843861758,0.15600690920247196,0.268950309399255,0.19270503609654605,0.4595559876007081,0.16520269726504716,0.3553483950165966,0.4126343198679587,0.22056087104076005,0.2061528763269967,0.34507188731360555,0.2400745539706675,0.42716490083251574,0.43746843949124115,0.17693459377882975,0.2865428578390128,0.17650073736456096,0.19431864660356926,0.17112913113753414,0.15326323631584354,0.10788616953749214,0.18023547715791075,0.28264561322858095,0.24736023254259906,0.22206455458597404,0.23669547712962435
20180201T001324Z,0.29389000379090485,0.4585614373559249,0.20676604393535178,0.15708165123041531,0.20203030405902514,0.30729578127870005,0.145603368754424,0.11456407180728051,0.37066317976775387,0.33300615960942476,0.28533501093131924,0.34317525938895166,0.31510515310691434,0.39038428047979534,0.1672083631838364,0.1456656176917334,0.3213935474554061,0.24784490456643182,0.4008508189940534,0.3961452037047161,0.11685662489333129,0.20937160743768773,0.09795526279350124,0.09576191275820277,0.1001224140452458,0.09827426227065399,0.07114583151002456,0.09731288988802837,0.2598980905401375,0.18618881126731404,0.18340520523665607,0.1419858154282191
20180201T001334Z,0.3742498086006055,0.4038359049195404,0.384266021043854,0.3342069147209373,0.2975079735071934,0.287263375964386,0.19096372723917643,0.28427167969564066,0.09867409707131415,0.188648668963558,0.19284290441735394,0.13591571167664732,0.4311979015955148,0.45187753023457494,0.25047112401372446,0.21382951889010024,0.34221188951733866,0.33236629865607037,0.3654176405132878,0.3156623503310756,0.19516470115464185,0.23671553256709799,0.16614551721643742,0.18096724164449582,0.1661242327489627,0.2719963911492896,0.1781617468826471,0.2576368065394251,0.2573173382907261,0.22589076111056733,0.2670882113519194,0.19604777824908795
20180201T001407Z,0.15830891933957317,0.18109960641279219,0.060132883705140326,0.05080786786693549,0.08032673820478807,0.14574161271975208,0.03589378983123815,0.04300704399791836,0.5184673323945163,0.5014057066356504,0.619109908704946,0.5219938340097592,0.11382931874090217,0.16016659750306356,0.06335969965895902,0.04915107054525875,0.37214449351914336,0.22898163196953578,0.23005063860110936,0.3744999483949103,0.04421434774503406,0.10446895988803298,0.03191884895522565,0.04386333264652113,0.03033333464595606,0.03269502526926974,0.03474105007870951,0.037100915117199186,0.10738957534128159,0.07785058187233646,0.10044070464567323,0.0783866123283885
20180201T001455Z,0.3063774709989963,0.3948248079562589,0.29454910769911985,0.35212340098564915,0.2783151073491937,0.26835174948180995,0.35214264838420206,0.23228033690332192,0.07183696536729665,0.23493871402237526,0.16879685657703766,0.16996256555979664,0.2187180651967681,0.3848774434226845,0.287970292918126,0.23238160691013565,0.21458713576132593,0.22007447340130123,0.26947736153919466,0.20392151892527854,0.23405343750658958,0.29938509864048274,0.21716409692354913,0.2985510950372511,0.14046877507996255,0.182715767197971,0.1592197197848813,0.27527066244825565,0.16583268947543672,0.2942596500297863,0.3049640589855467,0.26638860934595915
20180201T001513Z,0.1288380860579625,0.12844233985714795,0.0867348375792421,0.13272991906497883,0.44520150106466627,0.08983205759472797,0.1258632575600837,0.06277180766444163,0.22613038188134252,0.12132715431157509,0.35920551752263763,0.17475994968384242,0.0769936733530773,0.5360558196391857,0.432706765058052,0.3830575236657693,0.16625779444136443,0.25243776524729744,0.16971872862286255,0.3087891625086324,0.41288452515267565,0.5186989407968856,0.36611119021906013,0.14266060478020337,0.2915651066940814,0.08618765840080927,0.19168407093089979,0.14632246788468467,0.3437136426371972,0.302800351713613,0.07975106824708146,0.35706064509675167
20180201T001532Z,0.4010958079791278,0.4279122804099084,0.4297219118128753,0.3674527081863063,0.41736412540712753,0.34007874437275265,0.37283512852750844,0.31659708357083927,0.048141182454297146,0.06725202979232793,0.14098257399729452,0.08325324268021615,0.37870812218043526,0.4183289791505847,0.507117255552164,0.44862701899052215,0.20764839929888818,0.31900662097811106,0.3898331338291081,0.36246605092630424,0.36301334428162924,0.3465389813820766,0.2929227233835043,0.4257263102911624,0.42450968695104874,0.3383997798592995,0.27432085019895264,0.26194405712916724,0.2715213115074209,0.3081946127213333,0.3002561754695877,0.32528154636925255
20180201T001547Z,0.12055668892102517,0.17299955021176483,0.10861381045053259,0.13896549452187545,0.0997510018544052,0.11295782786962917,0.1339027631344236,0.058605827572951755,0.09129557070767884,0.1829918634242415,0.18256154022583376,0.15296929891569014,0.12303708110986013,0.1794246750372132,0.06582211322451476,0.09537759133333767,0.24332396969757134,0.15387088704288196,0.24842846475338307,0.17430311043464722,0.05679351591338503,0.10332700111505551,0.04873796039906347,0.07289367205087144,0.05697495256285487,0.13805914464730373,0.11562412341690519,0.09376820559797511,0.12334288223210482,0.08371355500978231,0.07169461084048111,0.16200952810497365
20180201T001615Z,0.14950595671308897,0.2717423612676167,0.10635326660274141,0.11256358153765807,0.0982822784833374,0.17392247686945422,0.08281477418052897,0.060873779777700004,0.3432797264909438,0.34385199741205247,0.35654427170298597,0.5457615502438737,0.15663251398305805,0.1950709930752417,0.08563806321970109,0.06314246618786676,0.20970507861310114,0.1780569365439345,0.25943232745289563,0.3749016372852843,0.06839981060695423,0.10148189945973746,0.048665029533850594,0.07011023108379968,0.043733854167222176,0.06183773553138996,0.04206477623145964,0.06213862649923362,0.1348547036550088,0.10005150447912628,0.10170506017407131,0.08991845421894946
20180201T001659Z,0.375975502739457,0.33067703160229006,0.5719910398494191,0.551676627049775,0.3363956061918897,0.35203344644378964,0.5695690866394185,0.44707786381803644,0.029886371194327813,0.10757780307391121,0.09112195846757257,0.0647400899939462,0.2568005769632454,0.3052116554769321,0.4608228940807028,0.41383844234275774,0.19117248049694952,0.26781572329783404,0.22863755345577924,0.21483734141148345,0.5369908181727946,0.3349461012046974,0.539638616082283,0.34451600170597085,0.4492909823345747,0.2854411304349569,0.33785215394165813,0.4675469875455468,0.3061144892421408,0.3577229105091516,0.3804337936292745,0.3635370106916857
20180201T001753Z,0.1007940244336092,0.13089253279446308,0.02705692269838401,0.034662966962437584,0.054566341936627315,0.08888023751613404,0.028942783018027513,0.03646608106547497,0.6104721144261969,0.43089593098167933,0.5269294533619666,0.5674579680278979,0.10882721201531878,0.1187068427255101,0.0350480501017623,0.03347659935881673,0.322541083484667,0.17067547946328498,0.1431487100054064,0.35372996123853623,0.041121422314834975,0.0692392438827854,0.02772458396494154,0.029037846905600042,0.0252758455730448,0.03550548672965085,0.024069503692927426,0.02439028286439485,0.07395644733118982,0.048092520655122664,0.06685451879625226,0.05609614653134647
20180201T001843Z,0.3116230910238277,0.3237955621943696,0.20898800214063157,0.208066333745058,0.21253121583144866,0.2960404767833437,0.20190122598710963,0.13210778849415233,0.3650613089826441,0.21275052469982556,0.4695438745096178,0.19301291359840728,0.25237011320332875,0.3061889963477734,0.1608333197742866,0.18486965524070514,0.32828497883045227,0.28510927745221004,0.35743200684156645,0.38977274063766204,0.1312919951084316,0.2611206579264107,0.13941433159854105,0.1677663488138537,0.1428138428169143,0.1805763377257785,0.12275891359954995,0.11033508925371993,0.21046655828581465,0.19194426252389482,0.16091636525249786,0.1615783548873494
20180201T001854Z,0.21466465843608393,0.3774238861021214,0.21972858369218018,0.19201078634238608,0.14637542845480958,0.27617469762004926,0.0995294059228156,0.08992428169507685,0.3880338517166932,0.3768528604246386,0.47377101962927476,0.24148271242688424,0.2078980481273934,0.2990110594514535,0.12914522412475143,0.1505260705403882,0.3325258154616888,0.26709317336840405,0.400832209606477,0.4389807529067343,0.09637827740168252,0.22065415202539346,0.0975448312583656,0.10421474674250772,0.08819079799959784,0.13772167532979349,0.08902454831295997,0.12806834364688022,0.1817511659935925,0.13179194851731835,0.168917911091714,0.16578490129651485
20180201T001956Z,0.6008737188020202,0.6025890987836064,0.8158291251675734,0.7729748070218675,0.5423311775149982,0.4611416497447605,0.6113930028152857,0.5360819819584954,0.06774958356872225,0.10986776669827751,0.12878603927009097,0.10127570040616485,0.26473728356085385,0.570617512988538,0.5906659164216358,0.6429906066678909,0.3435035771353185,0.43319133262932424,0.3775100109897532,0.2839212137145832,0.6087417550916591,0.6083681972870331,0.6343205552743088,0.4741080196231676,0.4575301139735383,0.45405757892293713,0.36176966770088054,0.5966083834227693,0.3328516503003759,0.32435190848907114,0.4670620767626756,0.5076927673115869
20180201T002023Z,0.10808188155069187,0.2053872560208648,0.06653800495604563,0.08462038761957273,0.09734041227432823,0.1590375128918848,0.08810686235307656,0.043664827624220234,0.4199390081767967,0.4786775702847001,0.5481383415487208,0.4582593645756115,0.13381508623342248,0.1703085122567695,0.056289906034153465,0.07340865703744649,0.2908289650880173,0.2414808905915857,0.20357021977173198,0.30209620563699957,0.04594390090528067,0.09912603481359474,0.06154376211961559,0.06336421955762893,0.06061066982846274,0.06265423654409626,0.05772583864711678,0.050270189333015615,0.10623859966243385,0.07560514925169026,0.09863086602988048,0.09578362359780733
20180201T002034Z,0.4690774231959454,0.5053862159553393,0.4120207946289261,0.30542682883980066,0.3302966981296782,0.5021191131188749,0.252464161235167,0.1924311185653732,0.10415557754089817,0.1877986542018358,0.29259271408561105,0.150219054369674,0.5244801419702778,0.47607740051807856,0.24873244333898975,0.3131237976839924,0.30310617951264623,0.4250630316428935,0.49711226974757733,0.505506942241302,0.19351630984676502,0.4063322261930095,0.37470044377328904,0.26570642740769296,0.26428064340141616,0.14044209898947588,0.21327006016039074,0.2069984147288449,0.3061396534594643,0.4148483590506778,0.36390387085368486,0.4368239147190941
20180201T002049Z,0.26879930374762107,0.30565854000239784,0.20173975288333001,0.20157612768306418,0.25652634319971657,0.2520888222172548,0.16157004413387782,0.18794767216245573,0.42185234469018557,0.2210706352934066,0.39103609025663394,0.2574737476720164,0.22071015144865613,0.29308403051813553,0.17399346680230765,0.13420591409418267,0.25884923853465674,0.1828999901235852,0.2628563217558556,0.3123895912649761,0.15641940408919883,0.2612430071020058,0.14736909268644727,0.17368682202855107,0.08593041553792634,0.08465111284666348,0.09076285748639457,0.08954306611868602,0.18708787630592277,0.21827507416516181,0.2083476160298088,0.17888105325279077
20180201T002140Z,0.17818512088032218,0.238061054354719,0.14125391131564027,0.13748682399824416,0.1577110416955363,0.17549751240042058,0.13678446711452755,0.0905885244534391,0.3750905048509166,0.24495126849802323,0.5795621264054742,0.1732044321474493,0.17386726215526846,0.2058649638194152,0.10410305725432427,0.09708456255904677,0.3207289691636335,0.2194504154545432,0.2422216408346371,0.29584264974486557,0.08080320111188485,0.1693842848000593,0.04577407439708167,0.07466149875594681,0.0642308002268028,0.1242367880438203,0.10830917951040217,0.09413829260636089,0.12134287370898067,0.09781850224513904,0.11135046970739934,0.1126510576504831
20180201T002149Z,0.32724370020772314,0.46438097199747586,0.4949641502988329,0.4678619038253259,0.4374367764036703,0.4619413745844916,0.28969455250811965,0.34898841073497927,0.06565601226948443,0.3098833549492508,0.1873546394228472,0.19001748312584868,0.22836839548765459,0.408352640046171,0.38853270269857765,0.4688901462073608,0.219386472420362,0.26822954693275053,0.21402303959904717,0.18510821526745286,0.2719382549329743,0.510037749878318,0.28256639542815043,0.24540873965434745,0.32621959414481483,0.3327002771124465,0.2880917357256795,0.2300107153956395,0.2228602944259286,0.3588243905268379,0.33371389627829956,0.28995997904531917
20180201T002202Z,0.3233789444449954,0.5069759448273637,0.31520907405406323,0.29069126341994456,0.31896464234084987,0.41100209574605157,0.2596961494637363,0.19290229969493916,0.23743741485532519,0.3974760095897237,0.42921753514107236,0.3400705431913556,0.28203810501436605,0.4404763461630796,0.2246200789290427,0.2439454609219704,0.35933271638560305,0.39927826622433327,0.48807393709229085,0.5148174806172485,0.21187827296409312,0.2954873902742151,0.20627924797771166,0.22092029950348405,0.1401921390414465,0.14313061225894763,0.10459649444778762,0.12659466403979655,0.2732662128883411,0.26988790440991595,0.3090091106144129,0.2502302554497099
20180201T002217Z,0.044480691740630074,0.07590437890041227,0.09285577455494251,0.08184182470925289,0.43789762862484205,0.03391584559400113,0.0944545050646616,0.0679584035896898,0.08556712456121753,0.1037792415443194,0.054903033194679464,0.06147460507826918,0.04820750315519572,0.3904956348171817,0.47514265258454175,0.3977747739009901,0.03238586640077403,0.10241337191921451,0.05734949340034303,0.09691429717343619,0.310464400019097,0.4035602283541508,0.3808809198499078,0.22882433666623408,0.18428106428916607,0.20019055551872944,0.27414512148074527,0.16236879905422277,0.3787557726778278,0.4140215741691818,0.04090763695300257,0.4616861819303694
20180201T002256Z,0.10477905740732553,0.17251475626452625,0.0879150850550825,0.15791067938770226,0.14047317956287428,0.21183536956829915,0.12026473646161166,0.08427431916164099,0.4193021435457099,0.4031634654810027,0.5460144305296111,0.29756543371316785,0.18895399974736163,0.15819874540231674,0.10319364201916849,0.08785851829913416,0.24748252805706789,0.20687255735931215,0.1996496935679446,0.2649047917787193,0.06548157290684724,0.16334998528726577,0.05903590188516583,0.1094045995930401,0.07174594477834402,0.09107487774283933,0.08932969659679477,0.04505628310597119,0.12923184253126063,0.1341463907684203,0.10719117678315147,0.1188814833905624
20180201T002303Z,0.2548529175774699,0.2867234484325908,0.43149094715320996,0.42642634298920384,0.3165488371137926,0.28685861358862047,0.31082433555259686,0.3331012006827363,0.037298390527916114,0.15830513725477177,0.14050606837463822,0.06999779081300318,0.12245440322424171,0.26072408860104224,0.36118493251832207,0.4104776373704238,0.16923281716187213,0.24822846156150682,0.18191082484062326,0.1804531809228996,0.37887978284857843,0.32965301937557123,0.5352040076284142,0.35765217870698074,0.3580811967655341,0.34329697584542945,0.30140054222929435,0.41185388377368526,0.23907084666282657,0.37557510644151987,0.29432207931753673,0.4083592236356155
