event_id,baz,rad,corr,baz_opt,rad_opt,corr_opt,N
20180212T000159Z,1.6336281798666925,0.9721047414289302,0.26260431306775833,1.6894291410812718,4.020877041419091,0.2629253847430239,3.0
20180212T002055Z,0.6283185307179586,16.0,0.03598198421488409,0.6739084397339199,16.0,0.035991894644291866,3.0
20180212T002145Z,4.649557127312894,5.778168376825359,0.19990917895687496,4.690086394022748,3.707957729687906,0.20009601437043692,3.0
20180212T002506Z,1.6336281798666925,16.0,0.03578343396057322,1.632990043858932,16.0,0.03578350585498345,3.0
20180212T004159Z,2.1362830044410597,0.16354449484350297,0.08186183309720363,2.4767499219945455,0.18054226333178985,0.08274722102785409,3.0
20180212T010726Z,3.1415926535897936,16.0,0.029694824604671627,3.11990990443683,16.0,0.029695139308884417,3.0
20180212T012510Z,4.272566008882119,1.2539941451294703,0.2947454600324706,4.110550851315306,1.3011275919317384,0.29480366708378625,3.0
20180212T014322Z,2.5132741228718345,0.21096887018620009,0.11412347564331178,2.4771467297722056,0.1806756871314077,0.11529930986756286,3.0
20180212T014516Z,2.5132741228718345,0.18574928614211858,0.3168250023342783,2.4770003782907084,0.1805582789159092,0.31685782771277626,3.0
20180212T014626Z,1.1309733552923256,0.3510615547429147,0.20521838290522892,1.1407924854585558,0.3640731785730244,0.20525824936747164,3.0
20180212T014658Z,4.649557127312894,16.0,0.2824550932646361,4.673281674178333,16.0,0.2833576474376625,3.0
20180212T015650Z,4.775220833456486,2.6918003852647128,0.07527536207706137,4.7602350209772,2.7732593060636592,0.07559967263282141,3.0
20180212T020721Z,4.39822971502571,16.0,0.23121082797471734,4.454173994359898,16.0,0.23129015099033712,3.0
20180212T020805Z,2.5132741228718345,0.21096887018620009,0.06835664763927479,2.477138269263945,0.18061593705574,0.07019297818217123,3.0
20180212T024409Z,4.775220833456486,3.0572719704105853,0.22093117174128643,4.749582704490059,3.2950012112652063,0.2240172010475848,3.0
20180212T025227Z,1.2566370614359172,0.8558976573957302,0.6433863455362435,1.172669445198339,0.6790570355499747,0.6439328951362557,3.0
20180212T031144Z,3.0159289474462017,16.0,0.12005507944325529,2.9710876210547283,16.0,0.12005589738179658,3.0
20180212T031633Z,1.3823007675795091,0.584181993816139,0.6038719598480254,1.3569384689209523,0.5704697793300985,0.6040317937129981,3.0
20180212T033105Z,4.649557127312894,1.1040895136738127,0.2785806771668156,4.937413434963502,0.9819749437706662,0.280830391118552,3.0
20180212T034352Z,1.2566370614359172,0.23961257193520702,0.12449072887281308,1.2329080822520027,0.24564846277537572,0.12452636984288294,3.0
20180212T040820Z,4.775220833456486,2.6918003852647128,0.15042440380460048,4.831127572809537,1.738795692901684,0.19285332338749664,3.0
20180212T051443Z,4.649557127312894,16.0,0.05989557533851014,4.662668061106952,16.0,0.0601122697564843,3.0
