,match_time,template
20180101T142816Z,2018-01-01T14:28:16.670000Z,2a
20180101T150019Z,2018-01-01T15:00:19.890000Z,2a
20180101T150536Z,2018-01-01T15:05:36.610000Z,2a
20180101T151700Z,2018-01-01T15:17:00.910000Z,2a
20180101T152341Z,2018-01-01T15:23:41.730000Z,2a
20180101T152800Z,2018-01-01T15:28:00.200000Z,2a
20180101T154951Z,2018-01-01T15:49:51.880000Z,2c
20180101T160506Z,2018-01-01T16:05:06.480000Z,2a
20180101T161800Z,2018-01-01T16:18:00.270000Z,2a
20180101T163032Z,2018-01-01T16:30:32.840000Z,2a
20180101T163048Z,2018-01-01T16:30:48.840000Z,2a
20180101T164622Z,2018-01-01T16:46:22.600000Z,2a
20180101T171954Z,2018-01-01T17:19:54.070000Z,2a
20180101T173047Z,2018-01-01T17:30:47.610000Z,2a
20180101T175713Z,2018-01-01T17:57:13.940000Z,2a
20180101T180008Z,2018-01-01T18:00:08.550000Z,2a
20180101T180029Z,2018-01-01T18:00:29.920000Z,2a
20180101T185013Z,2018-01-01T18:50:13.130000Z,4b
20180101T193151Z,2018-01-01T19:31:51.460000Z,2a
20180101T193303Z,2018-01-01T19:33:03.940000Z,2a
20180101T202137Z,2018-01-01T20:21:37.710000Z,2a
20180101T202153Z,2018-01-01T20:21:53.080000Z,2a
20180101T202407Z,2018-01-01T20:24:07.640000Z,2a
20180101T204802Z,2018-01-01T20:48:02.960000Z,2a
20180101T211108Z,2018-01-01T21:11:08.540000Z,2a
20180101T224713Z,2018-01-01T22:47:13.940000Z,2a
20180101T230336Z,2018-01-01T23:03:36.940000Z,2a
20180101T230451Z,2018-01-01T23:04:51.740000Z,4b
20180101T232649Z,2018-01-01T23:26:49.030000Z,2a
20180101T233139Z,2018-01-01T23:31:39.840000Z,6a
20180101T233401Z,2018-01-01T23:34:01.800000Z,2a
20180101T233515Z,2018-01-01T23:35:15.700000Z,2c
20180101T234112Z,2018-01-01T23:41:12.700000Z,2a
20180101T004010Z,2018-01-01T00:40:10.780000Z,2b
20180101T004119Z,2018-01-01T00:41:19.710000Z,2b
20180101T015948Z,2018-01-01T01:59:48.170000Z,2b
20180101T032737Z,2018-01-01T03:27:37.760000Z,8c
20180101T034107Z,2018-01-01T03:41:07.660000Z,2b
20180101T041236Z,2018-01-01T04:12:36.900000Z,2b
20180101T080947Z,2018-01-01T08:09:47.090000Z,4b
20180101T081332Z,2018-01-01T08:13:32.310000Z,2b
20180101T095518Z,2018-01-01T09:55:18.470000Z,5b
20180101T100432Z,2018-01-01T10:04:32.970000Z,2b
20180101T114626Z,2018-01-01T11:46:26.880000Z,2b
20180101T121221Z,2018-01-01T12:12:21.080000Z,2b
20180101T130119Z,2018-01-01T13:01:19.930000Z,2b
20180101T131324Z,2018-01-01T13:13:24.630000Z,2b
20180101T140046Z,2018-01-01T14:00:46.330000Z,2b
20180101T140721Z,2018-01-01T14:07:21.050000Z,2b
20180101T142740Z,2018-01-01T14:27:40.550000Z,2b
20180101T142954Z,2018-01-01T14:29:54.780000Z,2b
20180101T145305Z,2018-01-01T14:53:05.790000Z,2b
20180101T151134Z,2018-01-01T15:11:34.820000Z,2b
20180101T151758Z,2018-01-01T15:17:58.210000Z,4b
20180101T152056Z,2018-01-01T15:20:56.450000Z,2b
20180101T152236Z,2018-01-01T15:22:36.030000Z,2b
20180101T162937Z,2018-01-01T16:29:37.490000Z,8c
20180101T180031Z,2018-01-01T18:00:31.130000Z,2b
20180101T180717Z,2018-01-01T18:07:17.900000Z,2b
20180101T185126Z,2018-01-01T18:51:26.590000Z,2b
20180101T194953Z,2018-01-01T19:49:53.690000Z,2b
20180101T200257Z,2018-01-01T20:02:57.790000Z,2b
20180101T214520Z,2018-01-01T21:45:20.330000Z,2b
20180101T220722Z,2018-01-01T22:07:22.180000Z,8c
20180101T234321Z,2018-01-01T23:43:21.910000Z,2b
20180101T001337Z,2018-01-01T00:13:37.860000Z,2c
20180101T001427Z,2018-01-01T00:14:27.370000Z,2c
20180101T004535Z,2018-01-01T00:45:35.860000Z,2c
20180101T004641Z,2018-01-01T00:46:41.150000Z,2c
20180101T011609Z,2018-01-01T01:16:09.750000Z,2c
20180101T011837Z,2018-01-01T01:18:37.820000Z,2c
20180101T023020Z,2018-01-01T02:30:20.040000Z,2c
20180101T023322Z,2018-01-01T02:33:22.570000Z,2c
20180101T023923Z,2018-01-01T02:39:23.800000Z,2c
20180101T024227Z,2018-01-01T02:42:27.050000Z,7b
20180101T025258Z,2018-01-01T02:52:58.790000Z,2c
20180101T030616Z,2018-01-01T03:06:16.150000Z,2c
20180101T032309Z,2018-01-01T03:23:09.970000Z,2c
20180101T040015Z,2018-01-01T04:00:15.030000Z,2c
20180101T041618Z,2018-01-01T04:16:18.690000Z,2c
20180101T044041Z,2018-01-01T04:40:41.630000Z,2c
20180101T051522Z,2018-01-01T05:15:22.650000Z,2c
20180101T055251Z,2018-01-01T05:52:51.300000Z,2c
20180101T071943Z,2018-01-01T07:19:43.050000Z,2c
20180101T080140Z,2018-01-01T08:01:40.050000Z,2d
20180101T080933Z,2018-01-01T08:09:33.600000Z,2c
20180101T082741Z,2018-01-01T08:27:41.170000Z,2c
20180101T083816Z,2018-01-01T08:38:16.410000Z,2c
20180101T084327Z,2018-01-01T08:43:27.710000Z,2c
20180101T092955Z,2018-01-01T09:29:55.790000Z,2c
20180101T095058Z,2018-01-01T09:50:58.820000Z,2c
20180101T095718Z,2018-01-01T09:57:18.520000Z,2c
20180101T100213Z,2018-01-01T10:02:13.870000Z,2c
20180101T102117Z,2018-01-01T10:21:17.400000Z,2c
20180101T103407Z,2018-01-01T10:34:07.910000Z,2c
20180101T103610Z,2018-01-01T10:36:10.150000Z,2c
20180101T104024Z,2018-01-01T10:40:24.100000Z,8b
20180101T105913Z,2018-01-01T10:59:13.150000Z,2c
20180101T110014Z,2018-01-01T11:00:14.630000Z,2c
20180101T111313Z,2018-01-01T11:13:13.500000Z,6d
20180101T111423Z,2018-01-01T11:14:23.660000Z,2c
20180101T111452Z,2018-01-01T11:14:52.010000Z,6c
20180101T111654Z,2018-01-01T11:16:54.000000Z,2d
20180101T111946Z,2018-01-01T11:19:46.210000Z,7d
20180101T115354Z,2018-01-01T11:53:54.090000Z,2c
20180101T120157Z,2018-01-01T12:01:57.050000Z,2c
20180101T120817Z,2018-01-01T12:08:17.820000Z,2c
20180101T120853Z,2018-01-01T12:08:53.150000Z,7d
20180101T121446Z,2018-01-01T12:14:46.700000Z,2c
20180101T121946Z,2018-01-01T12:19:46.330000Z,2c
20180101T123718Z,2018-01-01T12:37:18.860000Z,2c
20180101T124837Z,2018-01-01T12:48:37.230000Z,2c
20180101T131431Z,2018-01-01T13:14:31.100000Z,2c
20180101T132207Z,2018-01-01T13:22:07.780000Z,2c
20180101T133810Z,2018-01-01T13:38:10.940000Z,8c
20180101T134217Z,2018-01-01T13:42:17.510000Z,2c
20180101T134351Z,2018-01-01T13:43:51.690000Z,8c
20180101T134820Z,2018-01-01T13:48:20.270000Z,2c
20180101T135432Z,2018-01-01T13:54:32.070000Z,2c
20180101T135918Z,2018-01-01T13:59:18.270000Z,6a
20180101T140334Z,2018-01-01T14:03:34.390000Z,2c
20180101T142722Z,2018-01-01T14:27:22.000000Z,2c
20180101T144117Z,2018-01-01T14:41:17.840000Z,2c
20180101T144339Z,2018-01-01T14:43:39.030000Z,6a
20180101T150034Z,2018-01-01T15:00:34.580000Z,2c
20180101T151808Z,2018-01-01T15:18:08.850000Z,6d
20180101T151915Z,2018-01-01T15:19:15.560000Z,2c
20180101T152614Z,2018-01-01T15:26:14.490000Z,2c
20180101T153811Z,2018-01-01T15:38:11.960000Z,2c
20180101T160158Z,2018-01-01T16:01:58.400000Z,2c
20180101T162657Z,2018-01-01T16:26:57.880000Z,2c
20180101T162740Z,2018-01-01T16:27:40.710000Z,2c
20180101T163050Z,2018-01-01T16:30:50.040000Z,2c
20180101T163117Z,2018-01-01T16:31:17.550000Z,2c
20180101T171026Z,2018-01-01T17:10:26.920000Z,2c
20180101T171212Z,2018-01-01T17:12:12.020000Z,2c
20180101T171540Z,2018-01-01T17:15:40.160000Z,8c
20180101T172640Z,2018-01-01T17:26:40.180000Z,2c
20180101T173025Z,2018-01-01T17:30:25.900000Z,8c
20180101T175714Z,2018-01-01T17:57:14.560000Z,2c
20180101T180009Z,2018-01-01T18:00:09.040000Z,2c
20180101T180622Z,2018-01-01T18:06:22.150000Z,2c
20180101T183042Z,2018-01-01T18:30:42.830000Z,2c
20180101T183517Z,2018-01-01T18:35:17.810000Z,8c
20180101T190822Z,2018-01-01T19:08:22.280000Z,2c
20180101T192856Z,2018-01-01T19:28:56.720000Z,2c
20180101T193002Z,2018-01-01T19:30:02.840000Z,2c
20180101T195210Z,2018-01-01T19:52:10.480000Z,2c
20180101T195742Z,2018-01-01T19:57:42.840000Z,6d
20180101T202408Z,2018-01-01T20:24:08.950000Z,8c
20180101T202531Z,2018-01-01T20:25:31.310000Z,2c
20180101T203711Z,2018-01-01T20:37:11.750000Z,2c
20180101T204154Z,2018-01-01T20:41:54.670000Z,2c
20180101T204633Z,2018-01-01T20:46:33.420000Z,2c
20180101T204902Z,2018-01-01T20:49:02.210000Z,2c
20180101T211109Z,2018-01-01T21:11:09.450000Z,2d
20180101T211314Z,2018-01-01T21:13:14.090000Z,2c
20180101T214241Z,2018-01-01T21:42:41.910000Z,2c
20180101T215423Z,2018-01-01T21:54:23.630000Z,2c
20180101T224756Z,2018-01-01T22:47:56.280000Z,6a
20180101T225512Z,2018-01-01T22:55:12.130000Z,2d
20180101T225639Z,2018-01-01T22:56:39.070000Z,2c
20180101T230001Z,2018-01-01T23:00:01.220000Z,6c
20180101T230337Z,2018-01-01T23:03:37.610000Z,2c
20180101T231316Z,2018-01-01T23:13:16.020000Z,2c
20180101T232116Z,2018-01-01T23:21:16.020000Z,6c
20180101T233611Z,2018-01-01T23:36:11.970000Z,8c
20180101T233719Z,2018-01-01T23:37:19.610000Z,6d
20180101T233832Z,2018-01-01T23:38:32.570000Z,6d
20180101T001431Z,2018-01-01T00:14:31.580000Z,2d
20180101T012516Z,2018-01-01T01:25:16.300000Z,2d
20180101T013117Z,2018-01-01T01:31:17.330000Z,2d
20180101T023629Z,2018-01-01T02:36:29.450000Z,6d
20180101T054349Z,2018-01-01T05:43:49.350000Z,6d
20180101T075407Z,2018-01-01T07:54:07.190000Z,2d
20180101T075523Z,2018-01-01T07:55:23.470000Z,2d
20180101T085443Z,2018-01-01T08:54:43.160000Z,2d
20180101T095656Z,2018-01-01T09:56:56.010000Z,8b
20180101T102018Z,2018-01-01T10:20:18.590000Z,2d
20180101T103219Z,2018-01-01T10:32:19.690000Z,6d
20180101T111523Z,2018-01-01T11:15:23.290000Z,6d
20180101T111539Z,2018-01-01T11:15:39.800000Z,2d
20180101T112554Z,2018-01-01T11:25:54.720000Z,2d
20180101T113407Z,2018-01-01T11:34:07.850000Z,5b
20180101T115224Z,2018-01-01T11:52:24.860000Z,2d
20180101T120505Z,2018-01-01T12:05:05.910000Z,6d
20180101T120544Z,2018-01-01T12:05:44.890000Z,7d
20180101T125703Z,2018-01-01T12:57:03.000000Z,6d
20180101T134350Z,2018-01-01T13:43:50.630000Z,6a
20180101T142307Z,2018-01-01T14:23:07.280000Z,6d
20180101T144228Z,2018-01-01T14:42:28.960000Z,2d
20180101T144247Z,2018-01-01T14:42:47.420000Z,2d
20180101T152802Z,2018-01-01T15:28:02.510000Z,2d
20180101T155800Z,2018-01-01T15:58:00.530000Z,6d
20180101T155930Z,2018-01-01T15:59:30.060000Z,2d
20180101T160718Z,2018-01-01T16:07:18.260000Z,2d
20180101T163049Z,2018-01-01T16:30:49.670000Z,6a
20180101T164623Z,2018-01-01T16:46:23.900000Z,6d
20180101T171901Z,2018-01-01T17:19:01.230000Z,6d
20180101T173048Z,2018-01-01T17:30:48.300000Z,6d
20180101T173512Z,2018-01-01T17:35:12.380000Z,6a
20180101T173533Z,2018-01-01T17:35:33.290000Z,6d
20180101T180623Z,2018-01-01T18:06:23.140000Z,2d
20180101T183516Z,2018-01-01T18:35:16.790000Z,6c
20180101T185909Z,2018-01-01T18:59:09.850000Z,2d
20180101T190127Z,2018-01-01T19:01:27.760000Z,6d
20180101T190312Z,2018-01-01T19:03:12.250000Z,2d
20180101T192605Z,2018-01-01T19:26:05.880000Z,2d
20180101T204804Z,2018-01-01T20:48:04.050000Z,2d
20180101T220315Z,2018-01-01T22:03:15.390000Z,6d
20180101T222332Z,2018-01-01T22:23:32.390000Z,2d
20180101T223400Z,2018-01-01T22:34:00.440000Z,2d
20180101T232049Z,2018-01-01T23:20:49.650000Z,6d
20180101T233141Z,2018-01-01T23:31:41.020000Z,2d
20180101T041147Z,2018-01-01T04:11:47.490000Z,3a
20180101T050514Z,2018-01-01T05:05:14.470000Z,3b
20180101T052423Z,2018-01-01T05:24:23.150000Z,3b
20180101T084534Z,2018-01-01T08:45:34.770000Z,3b
20180101T124024Z,2018-01-01T12:40:24.670000Z,3b
20180101T164117Z,2018-01-01T16:41:17.930000Z,3b
20180101T165409Z,2018-01-01T16:54:09.740000Z,3b
20180101T174651Z,2018-01-01T17:46:51.070000Z,3a
20180101T193041Z,2018-01-01T19:30:41.550000Z,3b
20180101T223942Z,2018-01-01T22:39:42.480000Z,3b
20180101T234209Z,2018-01-01T23:42:09.700000Z,3b
20180101T000152Z,2018-01-01T00:01:52.290000Z,3b
20180101T014005Z,2018-01-01T01:40:05.260000Z,3b
20180101T022121Z,2018-01-01T02:21:21.610000Z,3b
20180101T063205Z,2018-01-01T06:32:05.100000Z,3d
20180101T063716Z,2018-01-01T06:37:16.150000Z,3b
20180101T065914Z,2018-01-01T06:59:14.110000Z,3b
20180101T073152Z,2018-01-01T07:31:52.230000Z,3b
20180101T073239Z,2018-01-01T07:32:39.000000Z,3b
20180101T082117Z,2018-01-01T08:21:17.420000Z,3b
20180101T113643Z,2018-01-01T11:36:43.500000Z,3c
20180101T141405Z,2018-01-01T14:14:05.140000Z,3b
20180101T160905Z,2018-01-01T16:09:05.540000Z,3b
20180101T230119Z,2018-01-01T23:01:19.690000Z,3b
20180101T231908Z,2018-01-01T23:19:08.970000Z,3b
20180101T042956Z,2018-01-01T04:29:56.660000Z,3c
20180101T062457Z,2018-01-01T06:24:57.290000Z,3c
20180101T101355Z,2018-01-01T10:13:55.660000Z,3c
20180101T141046Z,2018-01-01T14:10:46.170000Z,3c
20180101T152243Z,2018-01-01T15:22:43.550000Z,3c
20180101T161817Z,2018-01-01T16:18:17.470000Z,3c
20180101T173806Z,2018-01-01T17:38:06.770000Z,3c
20180101T180513Z,2018-01-01T18:05:13.270000Z,3c
20180101T184908Z,2018-01-01T18:49:08.750000Z,3c
20180101T190731Z,2018-01-01T19:07:31.140000Z,3c
20180101T225326Z,2018-01-01T22:53:26.510000Z,3c
20180101T004852Z,2018-01-01T00:48:52.200000Z,3d
20180101T012206Z,2018-01-01T01:22:06.850000Z,3d
20180101T020834Z,2018-01-01T02:08:34.260000Z,5c
20180101T025029Z,2018-01-01T02:50:29.590000Z,3d
20180101T044422Z,2018-01-01T04:44:22.250000Z,5c
20180101T044947Z,2018-01-01T04:49:47.370000Z,3d
20180101T045012Z,2018-01-01T04:50:12.460000Z,5c
20180101T045142Z,2018-01-01T04:51:42.340000Z,5c
20180101T045329Z,2018-01-01T04:53:29.510000Z,3d
20180101T050753Z,2018-01-01T05:07:53.650000Z,3d
20180101T050933Z,2018-01-01T05:09:33.980000Z,3d
20180101T053623Z,2018-01-01T05:36:23.000000Z,3d
20180101T085150Z,2018-01-01T08:51:50.550000Z,3d
20180101T091456Z,2018-01-01T09:14:56.440000Z,3d
20180101T092515Z,2018-01-01T09:25:15.150000Z,5c
20180101T094330Z,2018-01-01T09:43:30.220000Z,3d
20180101T100830Z,2018-01-01T10:08:30.670000Z,3d
20180101T101103Z,2018-01-01T10:11:03.080000Z,5a
20180101T104828Z,2018-01-01T10:48:28.050000Z,3d
20180101T105008Z,2018-01-01T10:50:08.180000Z,5c
20180101T111256Z,2018-01-01T11:12:56.870000Z,3d
20180101T134339Z,2018-01-01T13:43:39.120000Z,3d
20180101T135329Z,2018-01-01T13:53:29.250000Z,4b
20180101T140817Z,2018-01-01T14:08:17.650000Z,3d
20180101T143927Z,2018-01-01T14:39:27.440000Z,3d
20180101T145020Z,2018-01-01T14:50:20.090000Z,5c
20180101T150601Z,2018-01-01T15:06:01.370000Z,3d
20180101T154222Z,2018-01-01T15:42:22.280000Z,3d
20180101T164204Z,2018-01-01T16:42:04.060000Z,5c
20180101T170522Z,2018-01-01T17:05:22.320000Z,5c
20180101T173848Z,2018-01-01T17:38:48.880000Z,3d
20180101T174021Z,2018-01-01T17:40:21.850000Z,5c
20180101T175340Z,2018-01-01T17:53:40.750000Z,3d
20180101T180311Z,2018-01-01T18:03:11.360000Z,3d
20180101T180913Z,2018-01-01T18:09:13.190000Z,3d
20180101T182101Z,2018-01-01T18:21:01.060000Z,5c
20180101T191741Z,2018-01-01T19:17:41.590000Z,3d
20180101T193509Z,2018-01-01T19:35:09.250000Z,5c
20180101T194857Z,2018-01-01T19:48:57.730000Z,3d
20180101T202610Z,2018-01-01T20:26:10.930000Z,3d
20180101T203048Z,2018-01-01T20:30:48.780000Z,3d
20180101T204003Z,2018-01-01T20:40:03.780000Z,3d
20180101T205012Z,2018-01-01T20:50:12.380000Z,5c
20180101T213240Z,2018-01-01T21:32:40.180000Z,3d
20180101T220651Z,2018-01-01T22:06:51.170000Z,3d
20180101T224418Z,2018-01-01T22:44:18.420000Z,3d
20180101T224607Z,2018-01-01T22:46:07.360000Z,5c
20180101T230019Z,2018-01-01T23:00:19.530000Z,3d
20180101T232409Z,2018-01-01T23:24:09.520000Z,3d
20180101T232536Z,2018-01-01T23:25:36.380000Z,3d
20180101T233210Z,2018-01-01T23:32:10.860000Z,3d
20180101T064700Z,2018-01-01T06:47:00.300000Z,5c
20180101T225625Z,2018-01-01T22:56:25.180000Z,4a
20180101T011539Z,2018-01-01T01:15:39.630000Z,4b
20180101T015244Z,2018-01-01T01:52:44.380000Z,5b
20180101T032905Z,2018-01-01T03:29:05.810000Z,5b
20180101T052206Z,2018-01-01T05:22:06.820000Z,4b
20180101T080518Z,2018-01-01T08:05:18.660000Z,4b
20180101T100348Z,2018-01-01T10:03:48.480000Z,5b
20180101T111509Z,2018-01-01T11:15:09.570000Z,4b
20180101T120441Z,2018-01-01T12:04:41.940000Z,4b
20180101T121952Z,2018-01-01T12:19:52.870000Z,4b
20180101T122411Z,2018-01-01T12:24:11.430000Z,5c
20180101T131751Z,2018-01-01T13:17:51.500000Z,4b
20180101T132713Z,2018-01-01T13:27:13.040000Z,4b
20180101T134823Z,2018-01-01T13:48:23.060000Z,4b
20180101T154926Z,2018-01-01T15:49:26.180000Z,4b
20180101T155210Z,2018-01-01T15:52:10.330000Z,5c
20180101T162746Z,2018-01-01T16:27:46.660000Z,6d
20180101T170547Z,2018-01-01T17:05:47.670000Z,5c
20180101T174107Z,2018-01-01T17:41:07.940000Z,4b
20180101T185940Z,2018-01-01T18:59:40.420000Z,5c
20180101T191431Z,2018-01-01T19:14:31.540000Z,4b
20180101T191843Z,2018-01-01T19:18:43.800000Z,4b
20180101T192905Z,2018-01-01T19:29:05.410000Z,4b
20180101T205128Z,2018-01-01T20:51:28.790000Z,4b
20180101T221828Z,2018-01-01T22:18:28.900000Z,4b
20180101T223409Z,2018-01-01T22:34:09.680000Z,4b
20180101T235631Z,2018-01-01T23:56:31.970000Z,6d
20180101T025236Z,2018-01-01T02:52:36.060000Z,8b
20180101T094142Z,2018-01-01T09:41:42.980000Z,4c
20180101T100212Z,2018-01-01T10:02:12.780000Z,4c
20180101T115407Z,2018-01-01T11:54:07.360000Z,4c
20180101T132206Z,2018-01-01T13:22:06.690000Z,4c
20180101T152805Z,2018-01-01T15:28:05.180000Z,4c
20180101T153043Z,2018-01-01T15:30:43.370000Z,8d
20180101T153729Z,2018-01-01T15:37:29.110000Z,4c
20180101T191205Z,2018-01-01T19:12:05.970000Z,6a
20180101T221421Z,2018-01-01T22:14:21.470000Z,8a
20180101T004908Z,2018-01-01T00:49:08.820000Z,4d
20180101T012507Z,2018-01-01T01:25:07.190000Z,4d
20180101T020037Z,2018-01-01T02:00:37.790000Z,4d
20180101T023211Z,2018-01-01T02:32:11.920000Z,4d
20180101T024751Z,2018-01-01T02:47:51.990000Z,5b
20180101T043615Z,2018-01-01T04:36:15.290000Z,4d
20180101T063112Z,2018-01-01T06:31:12.350000Z,4d
20180101T092129Z,2018-01-01T09:21:29.910000Z,4d
20180101T104637Z,2018-01-01T10:46:37.830000Z,5b
20180101T115520Z,2018-01-01T11:55:20.190000Z,4d
20180101T141531Z,2018-01-01T14:15:31.750000Z,4d
20180101T143245Z,2018-01-01T14:32:45.650000Z,4d
20180101T172906Z,2018-01-01T17:29:06.730000Z,4d
20180101T174846Z,2018-01-01T17:48:46.510000Z,4d
20180101T182022Z,2018-01-01T18:20:22.800000Z,4d
20180101T183223Z,2018-01-01T18:32:23.810000Z,4d
20180101T190229Z,2018-01-01T19:02:29.270000Z,6a
20180101T191328Z,2018-01-01T19:13:28.360000Z,4d
20180101T201636Z,2018-01-01T20:16:36.610000Z,4d
20180101T202416Z,2018-01-01T20:24:16.930000Z,4d
20180101T213520Z,2018-01-01T21:35:20.760000Z,5c
20180101T224751Z,2018-01-01T22:47:51.990000Z,4d
20180101T230617Z,2018-01-01T23:06:17.700000Z,4d
20180101T033728Z,2018-01-01T03:37:28.200000Z,5a
20180101T053849Z,2018-01-01T05:38:49.040000Z,5a
20180101T063437Z,2018-01-01T06:34:37.290000Z,5a
20180101T100829Z,2018-01-01T10:08:29.990000Z,5a
20180101T113448Z,2018-01-01T11:34:48.890000Z,6b
20180101T121452Z,2018-01-01T12:14:52.220000Z,5a
20180101T134822Z,2018-01-01T13:48:22.990000Z,5c
20180101T140044Z,2018-01-01T14:00:44.610000Z,5a
20180101T140816Z,2018-01-01T14:08:16.970000Z,5a
20180101T142354Z,2018-01-01T14:23:54.440000Z,5a
20180101T150733Z,2018-01-01T15:07:33.980000Z,5a
20180101T162519Z,2018-01-01T16:25:19.340000Z,5a
20180101T163131Z,2018-01-01T16:31:31.720000Z,6b
20180101T165145Z,2018-01-01T16:51:45.950000Z,5a
20180101T203313Z,2018-01-01T20:33:13.580000Z,5a
20180101T231812Z,2018-01-01T23:18:12.060000Z,5a
20180101T100045Z,2018-01-01T10:00:45.960000Z,5b
20180101T124858Z,2018-01-01T12:48:58.580000Z,5b
20180101T144345Z,2018-01-01T14:43:45.380000Z,5b
20180101T180746Z,2018-01-01T18:07:46.850000Z,5b
20180101T212844Z,2018-01-01T21:28:44.600000Z,5c
20180101T230452Z,2018-01-01T23:04:52.090000Z,5b
20180101T003729Z,2018-01-01T00:37:29.760000Z,5c
20180101T045328Z,2018-01-01T04:53:28.950000Z,5c
20180101T051623Z,2018-01-01T05:16:23.330000Z,5c
20180101T085149Z,2018-01-01T08:51:49.990000Z,5c
20180101T091455Z,2018-01-01T09:14:55.880000Z,5c
20180101T092626Z,2018-01-01T09:26:26.130000Z,5c
20180101T095526Z,2018-01-01T09:55:26.640000Z,5c
20180101T101329Z,2018-01-01T10:13:29.670000Z,5c
20180101T105738Z,2018-01-01T10:57:38.690000Z,5c
20180101T110407Z,2018-01-01T11:04:07.670000Z,5c
20180101T111428Z,2018-01-01T11:14:28.420000Z,5c
20180101T112221Z,2018-01-01T11:22:21.650000Z,5c
20180101T130022Z,2018-01-01T13:00:22.770000Z,5c
20180101T135328Z,2018-01-01T13:53:28.950000Z,5c
20180101T143926Z,2018-01-01T14:39:26.880000Z,5c
20180101T150600Z,2018-01-01T15:06:00.810000Z,5c
20180101T151236Z,2018-01-01T15:12:36.830000Z,5c
20180101T151757Z,2018-01-01T15:17:57.660000Z,5c
20180101T180906Z,2018-01-01T18:09:06.440000Z,5c
20180101T184242Z,2018-01-01T18:42:42.430000Z,5c
20180101T205308Z,2018-01-01T20:53:08.690000Z,5c
20180101T214121Z,2018-01-01T21:41:21.940000Z,5c
20180101T232235Z,2018-01-01T23:22:35.440000Z,5c
20180101T232535Z,2018-01-01T23:25:35.820000Z,5c
20180101T234320Z,2018-01-01T23:43:20.740000Z,5c
20180101T001336Z,2018-01-01T00:13:36.660000Z,6a
20180101T001430Z,2018-01-01T00:14:30.390000Z,6a
20180101T002542Z,2018-01-01T00:25:42.780000Z,6a
20180101T002924Z,2018-01-01T00:29:24.170000Z,6a
20180101T004534Z,2018-01-01T00:45:34.580000Z,6a
20180101T011604Z,2018-01-01T01:16:04.680000Z,6a
20180101T013116Z,2018-01-01T01:31:16.210000Z,6a
20180101T032949Z,2018-01-01T03:29:49.150000Z,6a
20180101T040014Z,2018-01-01T04:00:14.450000Z,6a
20180101T041644Z,2018-01-01T04:16:44.680000Z,6a
20180101T044500Z,2018-01-01T04:45:00.780000Z,8d
20180101T070915Z,2018-01-01T07:09:15.760000Z,6a
20180101T070932Z,2018-01-01T07:09:32.830000Z,6a
20180101T074508Z,2018-01-01T07:45:08.270000Z,6a
20180101T075128Z,2018-01-01T07:51:28.720000Z,6a
20180101T075443Z,2018-01-01T07:54:43.330000Z,6a
20180101T081957Z,2018-01-01T08:19:57.260000Z,6a
20180101T091519Z,2018-01-01T09:15:19.500000Z,6a
20180101T095717Z,2018-01-01T09:57:17.960000Z,6a
20180101T101812Z,2018-01-01T10:18:12.750000Z,6a
20180101T101907Z,2018-01-01T10:19:07.530000Z,6a
20180101T102017Z,2018-01-01T10:20:17.440000Z,6a
20180101T102808Z,2018-01-01T10:28:08.050000Z,6a
20180101T103218Z,2018-01-01T10:32:18.300000Z,6a
20180101T103349Z,2018-01-01T10:33:49.210000Z,6a
20180101T103725Z,2018-01-01T10:37:25.600000Z,6a
20180101T104044Z,2018-01-01T10:40:44.840000Z,6a
20180101T105313Z,2018-01-01T10:53:13.920000Z,6a
20180101T105912Z,2018-01-01T10:59:12.580000Z,6a
20180101T111538Z,2018-01-01T11:15:38.620000Z,6a
20180101T111652Z,2018-01-01T11:16:52.810000Z,6a
20180101T111842Z,2018-01-01T11:18:42.530000Z,6a
20180101T113611Z,2018-01-01T11:36:11.370000Z,8d
20180101T114736Z,2018-01-01T11:47:36.390000Z,6a
20180101T115412Z,2018-01-01T11:54:12.770000Z,6a
20180101T130909Z,2018-01-01T13:09:09.510000Z,6a
20180101T135104Z,2018-01-01T13:51:04.830000Z,8d
20180101T135431Z,2018-01-01T13:54:31.830000Z,6a
20180101T135822Z,2018-01-01T13:58:22.880000Z,6a
20180101T140001Z,2018-01-01T14:00:01.320000Z,6a
20180101T141202Z,2018-01-01T14:12:02.970000Z,6a
20180101T142306Z,2018-01-01T14:23:06.560000Z,6a
20180101T154625Z,2018-01-01T15:46:25.000000Z,6a
20180101T155809Z,2018-01-01T15:58:09.450000Z,6a
20180101T161622Z,2018-01-01T16:16:22.740000Z,6a
20180101T161719Z,2018-01-01T16:17:19.010000Z,6a
20180101T162559Z,2018-01-01T16:25:59.270000Z,6a
20180101T163116Z,2018-01-01T16:31:16.250000Z,6a
20180101T171900Z,2018-01-01T17:19:00.620000Z,6a
20180101T172929Z,2018-01-01T17:29:29.280000Z,6c
20180101T173129Z,2018-01-01T17:31:29.760000Z,8d
20180101T173219Z,2018-01-01T17:32:19.490000Z,6a
20180101T180621Z,2018-01-01T18:06:21.950000Z,6a
20180101T181654Z,2018-01-01T18:16:54.510000Z,6a
20180101T183130Z,2018-01-01T18:31:30.390000Z,6a
20180101T184543Z,2018-01-01T18:45:43.890000Z,6a
20180101T190922Z,2018-01-01T19:09:22.210000Z,6a
