event_id,R_corr,P_corr
20180127T000000Z,0.7107313391053237,0.10991583621325585
20180127T000050Z,-0.27925308580188224,0.07716599902692309
20180127T000107Z,0.8476322290433975,0.10827071255991547
20180127T000115Z,0.9477501655267452,0.11444741788499135
20180127T000139Z,0.8566295806184412,0.037605175328303354
20180127T000156Z,0.8488163936878186,-0.1115160872511167
20180127T000210Z,0.4864641629809541,0.16922961329180827
20180127T000216Z,0.8073391122092367,-0.06834597158877585
20180127T000226Z,0.8075426555518822,-0.06885110339564085
20180127T000240Z,0.6650722152487485,-0.0050975638623244725
20180127T000257Z,0.2759045553788627,0.0005174556367439731
20180127T000307Z,0.7816317674493656,-0.03064558770473161
20180127T000337Z,-0.14730214487030036,0.12765579459405915
20180127T000355Z,-0.12112487479339872,0.05516254037064941
20180127T000437Z,-0.7065513395352054,0.021281967220313305
20180127T000448Z,0.8863422472614401,-0.07593935381291844
20180127T000458Z,-0.006079623228459456,0.07677853538206861
20180127T000520Z,0.1720207237382781,0.024790244220237633
20180127T000536Z,-0.006223347014598192,0.07625726886416562
20180127T000550Z,0.29564203041134696,-0.05670610194654841
20180127T000600Z,0.9269264471544948,-0.01876234064260351
20180127T000630Z,0.7127990044037193,-0.4537417822393233
20180127T000651Z,0.8797489563210465,0.09054352671807576
20180127T000702Z,0.6126642120035704,0.052859789141453416
20180127T000711Z,-0.8697858771436244,0.02025508447574803
20180127T000734Z,0.6541870809946657,0.07744466170220565
20180127T000811Z,0.1582204408690423,0.03222233924662785
20180127T000848Z,0.3804488666568365,0.06420217782282392
20180127T000929Z,-0.24253434164123872,-0.11412056937766885
20180127T000936Z,0.7460831034675989,0.10450609234930003
20180127T001004Z,0.336385751756563,-0.22287933169415128
20180127T001054Z,-0.003713368029782492,-0.13917315693415944
20180127T001154Z,0.39836391303544205,0.06424595080320558
20180127T001226Z,0.9145285315197145,0.030240306938606295
20180127T001334Z,0.1106031184589069,-0.048611255083826244
20180127T001345Z,0.7390491703543239,0.06963347869391887
20180127T001401Z,0.27461262487613786,-0.04631337430211903
20180127T001432Z,0.7252367668885393,-0.09941373800710626
20180127T001535Z,0.14538911314188718,-0.0681687420469443
20180127T001543Z,0.5122863609248918,0.06135376382927546
20180127T001622Z,0.15328293142705499,0.0394143289651372
20180127T001636Z,0.7465292239603123,-0.03676422081230489
20180127T001721Z,0.20303003514069123,0.01868400785916827
20180127T001735Z,-0.17198571353206632,-0.06152985029020785
20180127T001749Z,0.5703133855773206,-0.04277702125099003
20180127T001807Z,0.8735409103089656,0.06116191254528957
20180127T001830Z,0.26124917709715323,-0.2198391231213812
20180127T001857Z,0.8797056699309012,-0.06471137029421323
20180127T001908Z,0.7807692197642704,-0.024189957766820418
20180127T001929Z,-0.42783534146227375,-0.008183865796019308
20180127T002035Z,0.269856644152365,0.06501097096704947
20180127T002120Z,-0.2495479795639911,0.08080871836417124
20180127T002131Z,-0.5188582334546168,-0.034675320863362814
20180127T002149Z,-0.03708118235727343,-0.02360790947161554
20180127T002211Z,0.6637883902338235,0.1055358848954096
20180127T002232Z,0.07515809825006124,0.06208145647249092
20180127T002304Z,0.663868489897511,0.015076932238838797
20180127T002320Z,-0.011890073064774968,0.005336694330208255
20180127T002346Z,0.888661637306805,-0.005097234071810046
20180127T002425Z,0.3992230157327945,0.008625205668829908
20180127T002508Z,-0.0015363928781746388,0.07350554238491326
20180127T002530Z,0.869484434699721,0.01419428227414603
20180127T002552Z,-0.22130629504741406,-0.01940800420265834
20180127T002602Z,0.49252934143931626,0.01037291536926636
20180127T002647Z,0.8538428977269731,0.02608256299561587
20180127T002703Z,0.7503840325596569,-0.08739422235807849
20180127T002725Z,0.1333027827044475,-0.06600900769169228
20180127T002824Z,0.4509450328764342,0.06926155981151488
20180127T002912Z,0.4054800722299909,-0.19796072131433015
20180127T002930Z,0.7774397218130319,0.05102697973645042
20180127T002956Z,0.5075806478151781,0.13183819516021353
20180127T003016Z,0.25921231251422117,-0.18237829004094308
20180127T003101Z,0.9238470849801056,0.1123402373870527
20180127T003204Z,-0.617342060409572,-0.1946462423116599
20180127T003214Z,0.1675115129210358,0.02896015497356454
20180127T003304Z,0.4169888127643871,0.050986212748797874
20180127T003340Z,-0.4388694326444405,-0.0792884330761208
20180127T003453Z,0.5720666136461146,-0.02420946732301257
20180127T003509Z,0.22165376717676932,0.039908152647636155
20180127T003601Z,0.7911968327971806,0.02650799108627616
20180127T003629Z,0.27856945088758023,-0.008683236701856674
20180127T003804Z,0.21091155595624184,-0.03492461951686644
20180127T003834Z,-0.8803870944499482,0.025781379976628233
20180127T003858Z,0.9202375420602122,-0.05898224903763689
20180127T003913Z,0.5056970296992609,0.021965576152268417
20180127T003922Z,0.4683831346139557,0.026163522656487075
20180127T003952Z,-0.25674065902113075,-0.05556797816013041
20180127T004022Z,0.6044488791904823,0.05242087925193742
20180127T004031Z,0.4912912149004263,0.16706213213289392
20180127T004054Z,0.5507257223108164,-0.2114763427340675
20180127T004207Z,0.2381409999212173,0.10067377604994084
20180127T004236Z,0.2900828266019339,0.11304926728458332
20180127T004334Z,0.08970686413817912,0.018476937358883526
20180127T004403Z,0.25368523295717305,0.09531466573433012
20180127T004410Z,0.37909966419890934,-0.008374888365467341
20180127T004446Z,0.6486549637668453,0.07595499570709445
20180127T004458Z,0.3742833633216448,0.07549116529692174
20180127T004638Z,-0.521297999354638,-0.031062716293789937
