,event_id,group,similarity
0,20180212T000104Z,3c,0.6578798269498018
1,20180212T000243Z,3c,0.657286108936602
2,20180212T000255Z,2d,0.8211882799829758
3,20180212T000406Z,3b,0.6704622086263907
4,20180212T000626Z,3c,0.6666200158093262
5,20180212T001317Z,4b,0.801111961953122
6,20180212T001355Z,3b,0.6639157524938503
7,20180212T002835Z,1c,0.8336280443563023
8,20180212T003019Z,3c,0.733234360088773
9,20180212T003425Z,5c,0.8094855181294835
10,20180212T003646Z,1a,0.8542696264526886
11,20180212T004144Z,7b,0.6762962972858463
12,20180212T004600Z,3b,0.6541146109060074
13,20180212T005426Z,5c,0.8142752241436823
14,20180212T010054Z,1c,0.8949586323730914
15,20180212T010148Z,1d,0.8091390756634217
16,20180212T010731Z,3b,0.7341716392735329
17,20180212T010903Z,1c,0.8767416498164972
18,20180212T011200Z,3c,0.6676493372560064
19,20180212T011443Z,1c,0.8501840459712693
20,20180212T011945Z,2a,0.8326704347502183
21,20180212T012641Z,1a,0.8921580885483646
22,20180212T012653Z,4b,0.8129487160903529
23,20180212T013438Z,5c,0.7760115109962037
24,20180212T013843Z,2a,0.7515099631598713
25,20180212T014617Z,4b,0.7788325470252458
26,20180212T015604Z,1d,0.8393083553210529
27,20180212T015855Z,8c,0.6631730795235316
28,20180212T020022Z,3c,0.738242438180851
29,20180212T020110Z,6c,0.8137559032892784
30,20180212T020720Z,5a,0.8204715377378855
31,20180212T021617Z,1d,0.82829586870609
32,20180212T022305Z,2c,0.8335748220764659
33,20180212T022443Z,1d,0.8401850507032605
34,20180212T031143Z,4b,0.8286929862245275
35,20180212T040613Z,3c,0.6588264001793462
36,20180212T041548Z,4b,0.8658279311788781
37,20180212T044423Z,3b,0.7850104768738069
38,20180212T051443Z,5c,0.8482492149330506
39,20180212T055647Z,1c,0.8348274013746393
40,20180212T064250Z,3b,0.6885191967209363
41,20180212T065207Z,5c,0.7548974615690214
42,20180212T065749Z,3b,0.6675903188226053
43,20180212T071533Z,4d,0.7764822424070617
44,20180212T082518Z,6a,0.7914556117012689
45,20180212T083222Z,3c,0.6862401813751117
46,20180212T090402Z,3a,0.6549044126710226
47,20180212T094240Z,1d,0.8697641375219536
48,20180212T100139Z,1d,0.8713041412092719
49,20180212T101427Z,6a,0.7582157586244576
50,20180212T103241Z,3b,0.6928425328503409
51,20180212T105103Z,3c,0.689592556073926
52,20180212T112707Z,1a,0.843286084829453
53,20180212T113752Z,3c,0.6803681684256824
54,20180212T115417Z,3b,0.6932256715854929
55,20180212T120928Z,2a,0.8138091930866734
56,20180212T131255Z,5c,0.7549548755713871
57,20180212T132359Z,2b,0.7664538149044292
58,20180212T132729Z,3c,0.6532381143923776
59,20180212T133547Z,3c,0.6616996571048198
60,20180212T133739Z,6c,0.7973665916571815
61,20180212T140154Z,3b,0.6533506169708678
62,20180212T143337Z,3c,0.7342802304230583
63,20180212T151933Z,3b,0.6713508721116797
64,20180212T153056Z,3c,0.665661248215187
65,20180212T155719Z,5a,0.7570147630844036
66,20180212T160709Z,3c,0.7222745177497705
67,20180212T161208Z,6b,0.752638509634307
68,20180212T164528Z,3c,0.6585202250220706
69,20180212T170107Z,3c,0.7530180241475167
70,20180212T170307Z,3d,0.6529759607524
71,20180212T170836Z,3c,0.7036525312285984
72,20180212T174710Z,3c,0.652780910528623
73,20180212T175510Z,3c,0.7285927732839217
74,20180212T181514Z,3c,0.6578838079930955
75,20180212T181711Z,3c,0.6683865040715612
76,20180212T181749Z,3c,0.6924037898922912
77,20180212T181905Z,3c,0.7007445988871355
78,20180212T182211Z,6a,0.8071636720903486
79,20180212T182344Z,3b,0.6515059823524407
80,20180212T182413Z,3b,0.7087761870259238
81,20180212T184800Z,6c,0.7547411131429329
82,20180212T191005Z,3c,0.6502511688011506
83,20180212T195427Z,2a,0.8201677654851893
84,20180212T200356Z,4b,0.7867064135034948
85,20180212T201442Z,3c,0.7333223226487328
86,20180212T203841Z,3c,0.6554021462477532
87,20180212T204024Z,4b,0.7776018204085029
88,20180212T205058Z,3b,0.7175453970045209
89,20180212T205714Z,3c,0.6915414374208154
90,20180212T205824Z,3b,0.6767862057632046
91,20180212T210043Z,3b,0.6988100846216871
92,20180212T210134Z,7b,0.6812249041216024
93,20180212T210452Z,1b,0.8257044616803335
94,20180212T210747Z,3c,0.676232019544647
95,20180212T210828Z,3c,0.6742961871450057
96,20180212T210936Z,3c,0.7057747419107703
97,20180212T211120Z,5c,0.759614671909038
98,20180212T211155Z,5c,0.8047468003042462
99,20180212T211216Z,1b,0.8006228488376503
100,20180212T211718Z,5c,0.7901399924490768
101,20180212T211945Z,2b,0.7679675007939725
102,20180212T212655Z,3c,0.6900434950393649
103,20180212T212707Z,3b,0.6760446007562988
104,20180212T212719Z,8d,0.6961675131392381
105,20180212T212857Z,3b,0.6584076715338077
106,20180212T213024Z,3c,0.6838334217959424
107,20180212T213126Z,3c,0.6994984732234013
108,20180212T213236Z,3b,0.6892148797440221
109,20180212T213801Z,3c,0.7440643484602545
110,20180212T214307Z,1c,0.8368704372226896
111,20180212T215204Z,3c,0.690879339265652
112,20180212T215336Z,3c,0.6635073047956502
113,20180212T215426Z,3c,0.6955109985790575
114,20180212T215814Z,3c,0.6883316371880637
115,20180212T220101Z,3c,0.7345507873301801
116,20180212T220135Z,3c,0.6654555105057955
117,20180212T220306Z,3c,0.7573482477133938
118,20180212T220429Z,3c,0.7893778052482756
119,20180212T221008Z,4b,0.7891976353302762
120,20180212T221838Z,3c,0.7233539294271805
121,20180212T223454Z,3c,0.6746081876666737
122,20180212T223532Z,3c,0.6632702348016296
123,20180212T223939Z,3c,0.7460125550540936
124,20180212T224448Z,3c,0.6557942340504727
125,20180212T225005Z,3c,0.7150529050099163
126,20180212T230705Z,3c,0.6683328098636582
127,20180212T231716Z,3c,0.7913005727710273
