,event_id,group
0,20180110T000038Z,0
1,20180110T000101Z,0
2,20180110T000137Z,0
3,20180110T000154Z,0
4,20180110T000233Z,0
5,20180110T000241Z,0
6,20180110T000313Z,0
7,20180110T000439Z,0
8,20180110T000527Z,0
9,20180110T000544Z,0
10,20180110T000627Z,0
11,20180110T000645Z,0
12,20180110T000722Z,0
13,20180110T000753Z,0
14,20180110T000817Z,0
15,20180110T001023Z,0
16,20180110T001103Z,0
17,20180110T001200Z,0
18,20180110T001220Z,0
19,20180110T001240Z,0
20,20180110T001307Z,0
21,20180110T001403Z,0
22,20180110T001438Z,0
23,20180110T001647Z,0
24,20180110T001724Z,0
25,20180110T001733Z,0
26,20180110T001759Z,0
27,20180110T001810Z,0
28,20180110T001848Z,0
29,20180110T001922Z,0
30,20180110T001956Z,0
31,20180110T002056Z,0
32,20180110T002127Z,0
33,20180110T002237Z,0
34,20180110T002249Z,0
35,20180110T002321Z,0
36,20180110T002356Z,0
37,20180110T002414Z,0
38,20180110T002516Z,0
39,20180110T002544Z,0
40,20180110T002606Z,0
41,20180110T002728Z,0
42,20180110T002830Z,0
43,20180110T002853Z,0
44,20180110T002900Z,0
45,20180110T002908Z,0
46,20180110T002928Z,0
47,20180110T002949Z,0
48,20180110T003002Z,0
49,20180110T003029Z,0
50,20180110T003209Z,0
51,20180110T003220Z,0
52,20180110T003238Z,0
53,20180110T003250Z,0
54,20180110T003519Z,0
55,20180110T003604Z,0
56,20180110T003728Z,0
57,20180110T003757Z,0
58,20180110T003826Z,0
59,20180110T003940Z,0
60,20180110T004009Z,0
61,20180110T004028Z,0
62,20180110T004040Z,0
63,20180110T004125Z,0
64,20180110T004259Z,0
65,20180110T004314Z,0
66,20180110T004337Z,0
67,20180110T004416Z,0
68,20180110T004441Z,0
69,20180110T004542Z,0
70,20180110T004553Z,0
71,20180110T004615Z,0
72,20180110T004655Z,0
73,20180110T004708Z,0
74,20180110T004740Z,0
75,20180110T004808Z,0
76,20180110T004841Z,0
77,20180110T004940Z,0
78,20180110T005009Z,0
79,20180110T005120Z,0
80,20180110T005233Z,0
81,20180110T005408Z,0
82,20180110T005529Z,0
83,20180110T005646Z,0
84,20180110T005712Z,0
85,20180110T005807Z,0
86,20180110T005836Z,0
87,20180110T005909Z,0
88,20180110T010058Z,0
89,20180110T010116Z,0
90,20180110T010135Z,0
91,20180110T010306Z,0
92,20180110T010457Z,0
93,20180110T010533Z,0
94,20180110T010551Z,0
95,20180110T010822Z,0
96,20180110T010930Z,0
97,20180110T010959Z,0
98,20180110T011025Z,0
99,20180110T011050Z,0
100,20180110T011139Z,0
101,20180110T011238Z,0
102,20180110T011631Z,0
103,20180110T011659Z,0
104,20180110T011733Z,0
105,20180110T011750Z,0
106,20180110T011811Z,0
107,20180110T011939Z,0
108,20180110T011945Z,0
109,20180110T012005Z,0
110,20180110T012102Z,0
111,20180110T012117Z,0
112,20180110T012124Z,0
113,20180110T012208Z,0
114,20180110T012245Z,0
115,20180110T012326Z,0
116,20180110T012432Z,0
117,20180110T012504Z,0
118,20180110T012519Z,0
119,20180110T012702Z,0
120,20180110T012734Z,0
121,20180110T012752Z,0
122,20180110T012913Z,0
123,20180110T012956Z,0
124,20180110T013018Z,0
125,20180110T013243Z,0
126,20180110T013353Z,0
127,20180110T013519Z,0
128,20180110T013533Z,0
129,20180110T013634Z,0
130,20180110T013711Z,0
131,20180110T013758Z,0
132,20180110T013816Z,0
133,20180110T013936Z,0
134,20180110T014102Z,0
135,20180110T014131Z,0
136,20180110T014143Z,0
137,20180110T014239Z,0
138,20180110T014313Z,0
139,20180110T014600Z,0
140,20180110T014636Z,0
141,20180110T014713Z,0
142,20180110T014802Z,0
143,20180110T015147Z,0
144,20180110T015212Z,0
145,20180110T015423Z,0
146,20180110T015541Z,0
147,20180110T015624Z,0
148,20180110T015634Z,0
149,20180110T015658Z,0
150,20180110T020042Z,0
151,20180110T020100Z,0
152,20180110T020202Z,0
153,20180110T020214Z,0
154,20180110T020246Z,0
155,20180110T020315Z,0
156,20180110T020410Z,0
157,20180110T020456Z,0
158,20180110T020632Z,0
159,20180110T020733Z,0
160,20180110T020808Z,0
161,20180110T020824Z,0
162,20180110T020920Z,0
163,20180110T021022Z,0
164,20180110T021207Z,0
165,20180110T021242Z,0
166,20180110T021321Z,0
167,20180110T021335Z,0
168,20180110T021437Z,0
169,20180110T021519Z,0
170,20180110T021545Z,0
171,20180110T021621Z,0
172,20180110T021722Z,0
173,20180110T021738Z,0
174,20180110T021929Z,0
175,20180110T022002Z,0
176,20180110T022008Z,0
177,20180110T022054Z,0
178,20180110T022127Z,0
179,20180110T022154Z,0
180,20180110T022201Z,0
181,20180110T022228Z,0
182,20180110T022247Z,0
183,20180110T022300Z,0
184,20180110T022414Z,0
185,20180110T022501Z,0
186,20180110T022839Z,0
187,20180110T022940Z,0
188,20180110T023017Z,0
189,20180110T023039Z,0
190,20180110T023103Z,0
191,20180110T023115Z,0
192,20180110T023200Z,0
193,20180110T023218Z,0
194,20180110T023257Z,0
195,20180110T023328Z,0
196,20180110T023336Z,0
197,20180110T023444Z,0
198,20180110T023559Z,0
199,20180110T023647Z,0
200,20180110T023731Z,0
201,20180110T023807Z,0
202,20180110T023840Z,0
203,20180110T023848Z,0
204,20180110T024009Z,0
205,20180110T024053Z,0
206,20180110T024121Z,0
207,20180110T024143Z,0
208,20180110T024321Z,0
209,20180110T024459Z,0
