event_id,R_corr,P_corr,S_corr
20180123T000020Z,0.724734662417817,-0.001596256113600247,-0.09065882012193173
20180123T000029Z,0.4172710822302625,-0.07554322627095215,-0.14914635209882005
20180123T000123Z,0.6896145851114717,-0.011674975644466361,-0.10505505153628653
20180123T000156Z,0.8271417631616435,0.07364684715779309,0.02701307963526257
20180123T000225Z,-0.8271771131677899,0.005376759585315318,-0.05178537675024828
20180123T000253Z,0.4705580651142319,-0.24130231414705897,0.06848112619371999
20180123T000322Z,0.7552707806225754,-0.08127311398488511,-0.041180400842425045
20180123T000338Z,-0.30417609832671977,-0.16788805004387763,-0.15497900189501262
20180123T000554Z,-0.15161184047490592,0.10677513931391307,-0.04100175509728368
20180123T000608Z,-0.018762308767033775,-0.0944351918981845,-0.07300263872273662
20180123T000625Z,0.4658759701563709,0.14412121393589622,-0.15398256612768432
20180123T000644Z,-0.4221105995966149,-0.13248659814959327,-0.012878787454402905
20180123T000830Z,0.9456235583160397,0.0808901668791467,-0.006423218095995924
20180123T000925Z,0.24136018727874264,-0.19448559829167067,-0.3243920744830113
20180123T000948Z,0.6865008565129339,0.0019377381084444748,-0.07728965423173247
20180123T001018Z,0.4873322412641822,-0.08745759733610897,-0.26990958522228703
20180123T001050Z,0.6963151754663498,-0.10451909135919937,-0.18441059659082087
20180123T001104Z,0.3613398724006464,-0.3466569274887566,-0.30848959605087006
20180123T001123Z,0.42981134124535086,0.19338141046729354,0.09597059766059954
20180123T001209Z,0.8881503428491729,0.056211858119434355,-0.21520782856133927
20180123T001304Z,0.8324329208144794,-0.1866783181039279,0.38074448225569046
20180123T001437Z,0.873896116480483,0.08125591065684763,-0.027475947469089892
20180123T001523Z,0.8144056549089019,-0.0031098643027721046,-0.27587334681023584
20180123T001625Z,0.8979088468080632,0.06624616452522786,0.05676847893752494
20180123T001741Z,0.3801926925744303,-0.17794804974737385,-0.16974923177819062
20180123T001846Z,0.6217043120878051,0.13137665509825822,0.30355677965022665
20180123T001919Z,0.3983475171126376,0.015696565067923298,0.14302224399932378
20180123T002041Z,0.5335388213616395,-0.035677296062144474,0.23511316416165293
20180123T002123Z,0.3096135435278947,0.09653367716714716,-0.006090428316050375
20180123T002142Z,0.07760872972495628,-0.08517001314526944,-0.2493955022476481
20180123T002221Z,0.7213913593581356,-0.19120845919082974,0.10421790076105149
20180123T002326Z,0.10306404924048025,-0.07559571732097703,-0.2963275402689697
20180123T002349Z,0.8562097790650909,0.06497103220705165,-0.02636540035087884
20180123T002427Z,0.4636274893011988,-0.025937500115551265,0.0550076528117278
20180123T002446Z,0.3377952899718915,0.09591294182482048,-0.10525438633205161
20180123T002516Z,0.9379071508103841,-0.0808898095727445,0.18610864056039492
20180123T002557Z,0.7746360954002597,0.025020012342406715,0.0399823996643885
20180123T002644Z,0.8971290781039502,-0.11474528044541318,0.18380056384295887
20180123T002654Z,0.8304918652391141,-0.018874202584720532,0.2646782370328562
20180123T002724Z,0.33498065953930106,0.36120982558938797,-0.0013507584470585099
20180123T002741Z,0.7327060684665905,-0.04930562327251857,0.09307274585735958
20180123T002907Z,0.6357388031068505,0.05619511887642532,-0.06518916784233916
20180123T002935Z,0.716179600527876,-0.1375664560460405,-0.29878435563648986
20180123T002942Z,0.854749650262995,0.21682188046720718,-0.01859993430121173
