,event_id,group,similarity
0,20180203T000049Z,3c,0.7022871323325511
1,20180203T000448Z,3b,0.6696256930500672
2,20180203T001508Z,3c,0.6519413876297624
3,20180203T001520Z,3c,0.7029820730784249
4,20180203T001741Z,3c,0.6540996736952055
5,20180203T001805Z,3c,0.684533390395552
6,20180203T002033Z,5c,0.8111202594163632
7,20180203T002329Z,3c,0.6541263593620185
8,20180203T002453Z,3c,0.7301038123744826
9,20180203T002808Z,3a,0.654459926771972
10,20180203T002829Z,3c,0.7230234610973805
11,20180203T003227Z,3c,0.6638117931557309
12,20180203T003248Z,3c,0.7244358173771351
13,20180203T003401Z,1b,0.86757979606366
14,20180203T003613Z,3c,0.7723452738711335
15,20180203T004157Z,1c,0.8912977343954581
16,20180203T004216Z,3c,0.7039394766477395
17,20180203T004250Z,3c,0.7106797913624056
18,20180203T004315Z,3c,0.6924604506044378
19,20180203T004537Z,1c,0.8124795479093189
20,20180203T004555Z,1d,0.8959829927833004
21,20180203T004839Z,3c,0.7389281878529753
22,20180203T005100Z,3c,0.8124518190095233
23,20180203T005201Z,3c,0.6958811370934183
24,20180203T005224Z,3c,0.8055554620941643
25,20180203T005539Z,3c,0.8968950731086534
26,20180203T010028Z,5a,0.760970104319912
27,20180203T010351Z,3b,0.903694210150947
28,20180203T010631Z,1b,0.845955490938081
29,20180203T010907Z,3c,0.7076354844817304
30,20180203T011111Z,3c,0.713209897976125
31,20180203T011209Z,3c,0.674802639195442
32,20180203T011353Z,1b,0.8443477209068702
33,20180203T011503Z,3c,0.6975334114622105
34,20180203T011714Z,3c,0.7212767999494523
35,20180203T011908Z,3d,0.6798345296142149
36,20180203T012035Z,3c,0.8763235329930792
37,20180203T012218Z,1b,0.8192400048735738
38,20180203T012511Z,1b,0.836201532634369
39,20180203T012537Z,3c,0.6523020601909612
40,20180203T012707Z,3c,0.679062721785862
41,20180203T012814Z,1c,0.88267441076959
42,20180203T012826Z,1c,0.8511921612026123
43,20180203T013006Z,3c,0.6610138471593304
44,20180203T013035Z,2d,0.7916685910203343
45,20180203T013140Z,3c,0.7232025540066114
46,20180203T013151Z,6a,0.7765919365851391
47,20180203T013304Z,3c,0.7829355520446241
48,20180203T013329Z,5b,0.8144210000543153
49,20180203T013352Z,1d,0.8624375566203469
50,20180203T013504Z,3c,0.7575963406445947
51,20180203T013532Z,5b,0.7568810957415623
52,20180203T013743Z,2d,0.7673241423821155
53,20180203T014803Z,3c,0.6734510237138904
54,20180203T014952Z,3c,0.6852379386198888
55,20180203T015055Z,2a,0.8923352214784189
56,20180203T015422Z,1a,0.8058861430954497
57,20180203T015945Z,3c,0.7094842986730827
58,20180203T015958Z,3c,0.7925321377514368
59,20180203T020120Z,1c,0.8053616310951327
60,20180203T020726Z,1c,0.854013035363095
61,20180203T020958Z,3c,0.7147011110160175
62,20180203T021323Z,3c,0.721103936766411
63,20180203T021416Z,3b,0.6954196187214178
64,20180203T021603Z,1a,0.8190910987989058
65,20180203T021656Z,3c,0.6915459899189138
66,20180203T021821Z,1a,0.8161624819520936
67,20180203T022132Z,6a,0.8157148550335424
68,20180203T022715Z,5c,0.8576096020812314
69,20180203T024136Z,2a,0.7509143407751769
70,20180203T024237Z,1a,0.8150178513853217
71,20180203T024331Z,2c,0.7990279181479001
72,20180203T024909Z,2c,0.7605838901755367
73,20180203T024923Z,6a,0.7998619231555613
74,20180203T025145Z,1d,0.8676258925730871
75,20180203T025214Z,2d,0.7746486127475634
