event_id,R_corr,P_corr
20180118T000054Z,0.9748997051446028,0.02839624228209547
20180118T000142Z,0.602719417369432,0.07267574879178063
20180118T000321Z,0.6865748522784632,0.0295405858241783
20180118T000516Z,-0.5890845753869748,0.008071380657277829
20180118T000537Z,0.8124222911509071,-0.03866328213082851
20180118T000619Z,0.406068265451695,-0.0027827745319870716
20180118T000738Z,0.911012848889276,-0.013143987934863396
20180118T000814Z,0.35530619291485627,-0.04967901572194871
20180118T000841Z,0.9125543727433376,-0.0027441120435515586
20180118T001039Z,-0.33263655139899956,-0.14298669392252455
20180118T001139Z,0.9106241404645641,0.058986247308287186
20180118T001206Z,0.387147153665971,-0.04044331233171178
20180118T001230Z,0.8225584589726416,-0.01434944307233808
20180118T001240Z,0.4473806878796504,0.003629733264038223
20180118T001323Z,0.3009623480665985,-0.07677711899350614
20180118T001337Z,0.2551347212488235,0.10622885337492811
20180118T001355Z,0.4610109349729174,-0.00517654642303284
20180118T001423Z,0.47902374591140895,-0.05107801885218094
20180118T001715Z,0.38660926193138234,-0.006765991958239176
20180118T001735Z,0.37193595094026716,0.15442353955904017
20180118T001831Z,0.7418033928441032,0.02115174115220812
20180118T001931Z,0.5854395167856241,-0.018335618454605934
20180118T002010Z,-0.415843279125841,0.0909062308276889
20180118T002059Z,-0.9081227568309412,0.09003811830167813
20180118T002207Z,-0.6597444000489467,0.07313840945296095
20180118T002222Z,0.7270399835164316,-0.028905134534674873
20180118T002246Z,0.02389157199487613,0.07306733615677581
20180118T002304Z,0.9175409024123338,-0.05083446625663054
20180118T002322Z,0.8511989434919617,0.07188806975583563
20180118T002349Z,0.8181398168229729,-0.09722239159035649
20180118T002358Z,0.7730376275008167,-0.07332028233043711
20180118T002407Z,0.5074736909517605,-0.11058407481835521
20180118T002426Z,0.7658674236984664,-0.12799371943342877
20180118T002454Z,0.6451058943316461,-0.07866294687600951
20180118T002500Z,0.8534450612846795,-0.09241375617732878
20180118T002520Z,0.818897629451573,-0.10362143574286294
20180118T002532Z,-0.758033533924501,0.08679662745089724
20180118T002557Z,-0.381014811623156,0.039086370126844856
20180118T002616Z,0.3818679193076087,0.09995064960550304
20180118T002627Z,0.31865577702992026,-0.08947513354703975
20180118T002638Z,0.09791119932712553,-0.09550457114824216
20180118T002654Z,-0.9399827942873897,0.06696395575215695
20180118T002724Z,-0.1285575828961589,-0.11579547059135083
20180118T002753Z,0.5913352767940834,0.014307410110558938
20180118T002802Z,0.6867482613611744,-0.06383540916482694
20180118T002808Z,0.7023041892473326,-0.035006565271827834
