,event_id,stations,ref_time,ref_duration,group
0,20180118T000516Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:05:16.690000Z,0.891988,1b
1,20180118T000738Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-18T00:07:38.450000Z,8.961989,1c
2,20180118T001139Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-18T00:11:39.850000Z,8.961989,1c
3,20180118T001229Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:12:29.060000Z,10.731988,6c
4,20180118T001337Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:13:37.430000Z,1.611988,1a
5,20180118T001714Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:17:14.960000Z,1.611988,1a
6,20180118T001734Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-18T00:17:34.880000Z,3.511988,3d
7,20180118T001931Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:19:31.480000Z,1.611988,1a
8,20180118T002025Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-18T00:20:25.710000Z,5.761988,2d
9,20180118T002057Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-18T00:20:57.840000Z,6.471988,2a
10,20180118T002207Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:22:07.680000Z,2.661988,1d
11,20180118T002222Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:22:22.850000Z,1.611988,1a
12,20180118T002247Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:22:47.080000Z,0.891988,1b
13,20180118T002321Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-18T00:23:21.130000Z,6.471988,2a
14,20180118T002353Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:23:53.270000Z,0.891988,1b
15,20180118T002426Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:24:26.350000Z,2.661988,1d
16,20180118T002453Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:24:53.730000Z,7.751988,8a
17,20180118T002506Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:25:06.070000Z,2.661988,1d
18,20180118T002519Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-18T00:25:19.420000Z,8.961989,1c
19,20180118T002627Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:26:27.540000Z,1.611988,1a
20,20180118T002642Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-18T00:26:42.070000Z,3.511988,3d
21,20180118T002655Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-18T00:26:55.860000Z,6.471988,2a
22,20180118T002705Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:27:05.950000Z,2.661988,1d
23,20180118T002738Z,"['2A.BBS06.', '2A.BBS05.', '2A.BBS09.']",2018-01-18T00:27:38.120000Z,2.031988,2b
24,20180118T002808Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-18T00:28:08.560000Z,5.761988,2d
25,20180118T002914Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:29:14.290000Z,2.661988,1d
26,20180118T003004Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:30:04.330000Z,10.731988,6c
27,20180118T003024Z,"['2A.BBS06.', '2A.BBS05.', '2A.BBS09.']",2018-01-18T00:30:24.970000Z,7.541989,8d
28,20180118T003038Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-18T00:30:38.020000Z,6.471988,2a
29,20180118T003053Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:30:53.710000Z,2.661988,1d
30,20180118T003127Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:31:27.640000Z,2.661988,1d
31,20180118T003243Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:32:43.150000Z,2.661988,1d
32,20180118T003256Z,"['2A.BBS06.', '2A.BBS09.', '2A.BBS05.']",2018-01-18T00:32:56.850000Z,6.471988,2a
33,20180118T003316Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-18T00:33:16.860000Z,3.511988,3d
34,20180118T003333Z,"['2A.BBS06.', '2A.BBS05.', '2A.BBS09.']",2018-01-18T00:33:33.190000Z,2.031988,2b
35,20180118T003605Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-18T00:36:05.190000Z,3.051989,2c
36,20180118T003634Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-18T00:36:34.830000Z,3.051989,2c
37,20180118T003720Z,"['2A.BBS09.', '2A.BBS05.', '2A.BBS06.']",2018-01-18T00:37:20.200000Z,8.961989,1c
38,20180118T003902Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:39:02.400000Z,1.611988,1a
39,20180118T003929Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:39:29.480000Z,0.891988,1b
40,20180118T004024Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:40:24.760000Z,1.611988,1a
41,20180118T004046Z,"['2A.BBS05.', '2A.BBS06.', '2A.BBS09.']",2018-01-18T00:40:46.420000Z,3.511988,3d
42,20180118T004208Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:42:08.860000Z,1.611988,1a
43,20180118T004231Z,"['2A.BBS05.', '2A.BBS09.', '2A.BBS06.']",2018-01-18T00:42:31.770000Z,1.611988,1a
44,20180118T004245Z,"['2A.BBS06.', '2A.BBS05.', '2A.BBS09.']",2018-01-18T00:42:45.610000Z,7.541989,8d
45,20180118T004421Z,"['2A.BBS09.', '2A.BBS06.', '2A.BBS05.']",2018-01-18T00:44:21.020000Z,2.661988,1d
