event_id,amplitude,mean_freq,rad,Ms
20180112T000032Z,1.230189435864123e-07,5.906724148456932,1.9293539500488484,0.2386013960088995
20180112T000040Z,4.041941881721663e-07,2.118444850085286,11.80171461481499,1.615535052408385
20180112T000131Z,7.286138435109609e-08,4.424589222801084,2.6869390290583457,0.12443728845776114
20180112T000151Z,4.571934014694096e-08,3.43158901513784,1.430894928719427,-0.6425969761254726
20180112T000223Z,3.817937116194656e-08,6.429891441933723,3.7641900544254936,0.2491461182214909
20180112T000301Z,2.3386225122791687e-08,3.588630058876598,15.134181832873486,0.7861196148951342
20180112T000321Z,6.237975037770154e-07,3.0523409701964432,6.581249731242002,1.5415675194690026
20180112T000353Z,2.7196677210640233e-07,3.952912553099683,7.32651815106929,1.370662064685159
20180112T000438Z,3.585372953425706e-07,2.974345445127119,4.895569382101692,1.076498018662435
20180112T000500Z,1.5203801959507428e-07,2.7842442201034907,10.829033012381581,1.2475773410251998
20180112T000514Z,1.2639438237503776e-07,2.9116455906082663,8.633951363870567,1.0234731608825451
20180112T000549Z,6.549691796931317e-07,6.2467477115782115,2.198337713792146,1.0832504975123571
20180112T000604Z,8.654216542561304e-08,3.756050055803466,1.7768787796760717,-0.17010997613579715
20180112T000612Z,3.350631384782182e-07,3.3005855407004954,10.829033012381581,1.664635455193698
20180112T000641Z,1.1704012791469073e-07,4.21348385942324,4.047341599022765,0.6043770365930636
20180112T000733Z,6.083471883803998e-07,7.42379882483395,1.4906446860245293,0.8460777112451834
20180112T000847Z,1.3954562264096304e-07,2.6672245800320034,10.810167940406515,1.1904365999211453
20180112T000916Z,5.9115225953426816e-08,4.169927147362745,1.9923549651607002,-0.20772448391441545
20180112T001004Z,3.604629383952265e-08,7.80091795858819,1.866754314152516,-0.19749003380721275
20180112T001241Z,1.7730518969317472e-07,2.9657194002635046,3.0562221242804357,0.4297574103984898
20180112T001332Z,4.071522953043917e-07,4.851890949194411,2.758284473517904,0.9306276948662031
20180112T001403Z,2.4784118984410845e-08,4.241766393918081,0.5421180872467024,-1.516184952647011
20180112T001422Z,1.0465809434491631e-07,6.02104152411096,7.429900565898991,1.1487751731074236
20180112T001453Z,4.362540217653523e-07,5.213651988350528,12.222818462207693,2.065084887763804
20180112T001528Z,7.53366235730227e-08,3.9414794044960173,1.4527313394454746,-0.3546080336682085
20180112T001559Z,4.795427183944247e-08,7.326479826244461,0.8350208863248236,-0.6807608136187975
20180112T001636Z,2.4060570357511135e-07,3.738872541431336,5.327865868412863,1.063623973058196
20180112T001809Z,4.238948634090316e-07,2.7029394001007456,7.280757028890768,1.3938064616186163
20180112T001908Z,3.751868601107722e-08,6.670977851261149,5.727405746084777,0.5601462625648295
20180112T001922Z,2.480434229288817e-07,2.629239379032905,4.299471363477852,0.769325790197013
20180112T001946Z,2.78581370426769e-07,5.506021390535458,1.767247225072302,0.4998024420649827
20180112T002014Z,1.45163344453099e-07,3.5788013691711202,2.458299750551599,0.26754733520246843
20180112T002025Z,3.324125025816515e-07,5.745211223619607,2.6439560311201196,0.8854243149710115
20180112T002045Z,2.7245346320134936e-07,2.1685939237123235,4.841284024610923,0.8120040479021933
20180112T002103Z,2.7147453057868232e-08,10.410482091758956,7.676703774425613,0.8240890166484309
20180112T002223Z,3.328688486964358e-07,4.759474544441678,6.600001667340788,1.4637742227782304
20180112T002241Z,5.575189453068127e-07,8.000197955786486,2.198337713792146,1.1207360300521465
20180112T002316Z,4.056588404036183e-08,6.633676768459244,3.763327255412631,0.2888636929963466
20180112T002340Z,2.6086799204817824e-08,11.834328520985292,8.883023629401656,0.9676743186597236
20180112T002408Z,3.4830324685329663e-07,4.047004987755748,3.01008365899477,0.8470306276143016
20180112T002440Z,2.9081555033612265e-08,16.30927293240274,1.8123053374853717,0.008215244537256083
20180112T002529Z,3.394832470140636e-08,6.764150513597907,3.291935938271841,0.12349983831340738
20180112T002535Z,3.060816953575672e-08,5.366805932831502,3.548790289131165,0.03218555265099887
20180112T002733Z,3.1707944982894264e-07,4.326261103182583,8.527743701875409,1.585964439509298
20180112T002827Z,3.2760448090645225e-07,3.4859020664996567,4.9465688031518855,1.1137086904163414
20180112T002841Z,1.1416937489506667e-07,3.0292928145454727,11.161786841288214,1.1816278058676595
20180112T002904Z,1.8726895011614035e-07,3.7617525537663656,1.9773686119022147,0.24286042135919628
20180112T003037Z,2.4553448931931626e-07,3.696943894714943,3.1425924308527,0.6869524893951393
20180112T003106Z,3.5105054951998325e-07,3.78554003400128,13.917285091844136,1.9252969553898345
20180112T003133Z,9.595443814698776e-07,2.405004904672744,5.539459796137885,1.5008358870139666
20180112T003153Z,5.388702349701207e-07,2.678657835353879,3.307070139781737,0.9251764363899899
20180112T003251Z,1.5811465468696916e-07,4.279959558872706,2.758284473517904,0.46537156560591164
20180112T003314Z,1.518468482237737e-06,3.64024602285028,1.1465499808938033,0.7446278291966815
20180112T003404Z,4.9448526531616006e-08,4.475088336837209,2.651324540821224,-0.04859768684280219
