event_id,baz,rad,corr,baz_opt,rad_opt,corr_opt,N
20180113T000137Z,0.25132741228718347,1.4242516540045356,0.9729804889601212,0.2636365961331297,1.3869465465814108,0.9729943026760122,3.0
20180113T000228Z,1.7592918860102844,16.0,0.9530962029997669,1.816331427627024,16.0,0.9534641696314177,3.0
20180113T000327Z,3.267256359733385,16.0,0.9705593296572672,3.2966106160903648,16.0,0.9706990873733808,3.0
20180113T000422Z,5.906194188748811,1.2539941451294703,0.9653328836365739,5.879861145141665,1.2844213341077175,0.9654330895634019,3.0
20180113T000829Z,2.5132741228718345,16.0,0.9862709669366382,2.4898348964329413,16.0,0.9862914651345646,3.0
20180113T000920Z,2.387610416728243,2.086701861934038,0.9528106293378495,2.3501781762961422,2.4126681628821576,0.9528840837888412,3.0
20180113T001015Z,0.3769911184307752,1.8372539081409522,0.9698952637692784,0.36328246355491445,1.7994769876108991,0.9699075413913205,3.0
20180113T001031Z,2.261946710584651,0.21096887018620009,0.7551762565771759,2.4765491124038395,0.1805974032506275,0.7555067293642675,3.0
20180113T001104Z,2.387610416728243,16.0,0.9876923487237882,2.415648517569217,16.0,0.9877197623312922,3.0
20180113T001125Z,5.529203070318037,1.8372539081409522,0.9100959824495048,5.473705332518773,1.624044615591194,0.9102389630062934,3.0
20180113T001141Z,4.272566008882119,0.6634976520136784,0.7736871250944154,4.28026567932279,0.6330634364180796,0.7738388983519368,3.0
20180113T001234Z,0.7539822368615504,2.086701861934038,0.9474121342142046,0.7540091761840585,2.1058125427338443,0.9474122794164024,3.0
20180113T001310Z,2.1362830044410597,2.3700179062375537,0.9868685632000476,2.1299129653044333,2.406444838259115,0.9868698755369375,3.0
20180113T001501Z,4.523893421169302,3.0572719704105853,0.9329581814049109,4.561988863347405,3.1468851598834484,0.9332475440514849,3.0
20180113T001609Z,2.387610416728243,16.0,0.9168750369112796,2.3804405905256663,16.0,0.9168797115916569,3.0
20180113T001627Z,5.906194188748811,1.617625394674567,0.9651332095843875,5.9593290261733145,1.7970014986826282,0.9651669718868223,3.0
20180113T001753Z,6.157521601035995,2.086701861934038,0.9615734932323626,6.141711201615445,1.9658995680459204,0.9615981308301352,3.0
20180113T002049Z,4.775220833456486,3.943814886992401,0.9445966916563054,4.810200070302004,4.031703740222413,0.9447028610608362,3.0
20180113T002418Z,4.900884539600078,16.0,0.963433812407422,4.944437322129723,16.0,0.9635409218212418,3.0
20180113T002547Z,4.523893421169302,16.0,0.9410845415540502,4.585467409995033,16.0,0.9414568949100692,3.0
20180113T002700Z,4.900884539600078,16.0,0.9520887089886757,4.927865727678198,16.0,0.9521463486481846,3.0
20180113T002815Z,1.884955592153876,3.472364426509674,0.8212655331653104,1.9141602351281148,3.023228943805046,0.8213263624828132,3.0
20180113T003047Z,4.523893421169302,5.778168376825359,0.5272581926624388,4.527691863880804,6.173420600188502,0.5272657886393187,3.0
20180113T003104Z,1.7592918860102844,16.0,0.8870907965901258,1.804390921174122,16.0,0.8877228280599301,3.0
20180113T003235Z,0.0,1.617625394674567,0.9236807354324095,6.224180283041914,1.5568764041488072,0.923918496522881,3.0
20180113T003436Z,2.6389378290154264,3.472364426509674,0.9571553707443682,2.5894143824235147,4.180304868310861,0.9572931177354086,3.0
