event_id,R_corr,P_corr,S_corr
20180105T000052Z,0.6001540581024458,0.06145294426240228,-0.20503891509179592
20180105T000132Z,0.7303603016828758,-0.06938081404214522,-0.10182942548299467
20180105T000238Z,0.913734695255077,-0.0312896067342333,-0.017073316854835364
20180105T000302Z,0.8869529080573526,-0.13694443200571146,0.14265010473109654
20180105T000439Z,0.8012061183555966,-0.2003893404044319,-0.038261062762948064
20180105T000456Z,0.5920627674827069,0.019201576816640982,-0.36875605558190544
20180105T000546Z,0.6065450527926588,0.18457256337290368,-0.08592771798588328
20180105T000623Z,0.9398469637203396,0.05949747353671825,0.12900851902108842
20180105T000645Z,0.7308809868171999,0.08074032316524214,-0.16210583356083713
20180105T000653Z,0.7000283300440058,0.18903943300471585,-0.14331139014796046
20180105T000720Z,0.7418277106514306,-0.11257487837837923,-0.012141610528803734
20180105T000736Z,0.9278346936501668,0.07317082407690971,-0.12592249340192035
20180105T000841Z,0.6944796839313054,0.027269013700970807,0.0338448671333366
20180105T000855Z,0.8837085404111558,0.0394150000853288,-0.25525235344445313
20180105T000940Z,0.9518527186834514,-0.060103659557932294,0.0038720961028685013
20180105T001121Z,0.8578590282937437,-0.14727743551805983,0.42848531269129175
20180105T001143Z,0.9589407629552693,0.032518091226804206,-0.013944187755677346
20180105T001211Z,0.6759664742962572,0.18717668346648753,-0.007239555660074814
20180105T001429Z,0.9154720761736633,0.06965565511759512,-0.32086785784584376
20180105T001521Z,0.822664606103879,0.12138960601861089,0.10139909484113777
20180105T001557Z,0.8939906153981274,-0.030578883061322372,-0.1946453019917452
20180105T001615Z,0.7440299040858506,-0.1514770671151069,-0.01102279099182685
20180105T001650Z,0.9000845363490493,-0.053142091383117464,-0.09892812664273296
20180105T001752Z,0.9247566755525781,0.05093625961000669,-0.1745446986209925
20180105T001828Z,0.8385770036176414,-0.08755346672514701,0.16374462807105009
20180105T001846Z,0.9475336918870055,-0.021619872396330737,-0.06786243269679469
20180105T001958Z,0.897873587452088,-0.0046568636378650705,-0.23229407676435065
20180105T002018Z,0.7930511986962321,-0.011103717261695,0.11654665569793113
20180105T002132Z,0.9616041141113209,0.030816573658813396,0.11721414637716221
20180105T002250Z,0.8091148030409011,-0.027486598860684993,-0.2857199012349557
20180105T002311Z,0.46292782599045185,-0.21947300043164297,0.11874091907380727
20180105T002510Z,0.9553617961532757,0.01997878447528741,-0.6162136353238008
20180105T002608Z,0.8792634629632253,-0.08200216560457242,-0.20496549278653917
20180105T002639Z,0.9283880446538917,0.03507350806585601,-0.23092117773602314
20180105T002744Z,0.9376726852354303,-0.055541147539048805,0.15405410794864796
20180105T002807Z,0.22696532645650136,-0.07613652411387788,-0.12232421712547394
20180105T002932Z,0.9391282404439407,-0.012112665595182072,-0.21488344646630234
20180105T003022Z,0.5299774982086811,0.09348306616316036,-0.26256309083606305
20180105T003032Z,0.802018333045402,-0.03742679101648286,0.023043006928284853
20180105T003059Z,0.8148684832982255,-0.1772079050714864,0.061808285142152204
20180105T003210Z,0.9213105552769165,0.0036843865442329343,0.11689916223967517
20180105T003244Z,0.8696895192224976,0.07663251027113793,-0.11227877114804286
20180105T003310Z,0.3192422712899109,-0.15765865481320085,0.25006305253130745
20180105T003506Z,0.398500445637033,-0.163605914096335,0.17160364823237276
20180105T003608Z,0.8151985869985782,0.14463125876499253,-0.02428819257291506
20180105T003747Z,0.8094390648343268,0.1704628539805497,-0.024277240833756025
20180105T003924Z,0.9554243145465378,0.02433840812508317,0.23603016982227254
20180105T004056Z,0.5483712277767967,-0.10785174768272301,-0.151432845966036
20180105T004258Z,0.5053782539415368,-0.08807633799010285,-0.12279314826813223
20180105T004305Z,0.9192483012158827,-0.07878879236038536,-0.1870960967933584
20180105T004331Z,0.8236893811101366,-0.15109888921912754,-0.1810645626220176
20180105T004344Z,0.688294264448017,-0.025103632399995256,-0.029587282673362057
20180105T004409Z,0.8114228249865547,-0.06881339926125724,0.2515727508792818
20180105T004441Z,0.37790020725804535,-0.001942862049219631,-0.0029084010133888154
20180105T004448Z,0.7943537752489478,0.08997023469993902,-0.39234226969615055
20180105T004503Z,0.6611622606061773,-0.16439263850011712,-0.16657625071410284
20180105T004533Z,0.494276010871579,-0.35877460231625635,0.09133149415008962
20180105T004541Z,0.8698636652824477,-0.07737280455869774,0.32303305264605464
20180105T004749Z,0.6731571887524598,0.036301200052653936,-0.11657743565196403
20180105T004837Z,0.7541781133433298,-0.09301574941502012,-0.04441435589187283
20180105T004854Z,0.8539693115361887,-0.009406784935944214,0.09025046037079223
20180105T004941Z,0.9240624836081737,-0.11382549483282638,-0.0501601287525223
20180105T005009Z,0.8897673843079139,-0.007032637683721021,0.2807544880796741
20180105T005131Z,0.8020345849802203,0.029940808518793466,0.011818446884910985
20180105T005217Z,0.8959268133633752,-0.1272976346238207,-0.4521578751976438
20180105T005316Z,0.7263411132771411,0.0019491293646275317,-0.05342995193492748
20180105T005325Z,0.09557689598663541,-0.32059126772977714,0.15348792839575207
20180105T005336Z,0.959199894927472,0.005373960902210985,-0.05764586452068306
20180105T005555Z,0.7749506721658308,-0.034655523360877384,0.15626398500657446
20180105T005628Z,0.8643882083706357,-0.09796242583267233,0.14419437093973617
20180105T005835Z,0.8861271603047007,0.01989288093630284,-0.03853499223871705
20180105T005854Z,0.8901782007583379,-0.18290711633224757,-0.12903920731945137
20180105T005926Z,0.8357705145452323,0.019748349251632023,-0.16443772641641247
20180105T010015Z,-0.19272797643912626,0.03681566277627208,-0.06084923914787107
20180105T010144Z,0.9212478623677196,-0.08681008393386536,-0.34916235667055173
20180105T010400Z,0.9147310454325109,0.09067959287693303,-0.11937044724350003
20180105T010425Z,0.8741345470317322,0.045722514346648827,-0.0902611384337361
20180105T010436Z,0.8707561752437507,0.09393776506386041,0.27027908353941227
20180105T010451Z,0.8723744569651026,-0.1996315520248476,0.2873889924526082
20180105T010511Z,0.9365011839920313,-0.09234481617508956,0.1185627999005226
20180105T010703Z,0.08518474986773682,-0.06312496409439622,-0.17212216116628437
20180105T010813Z,0.8428888079715079,-0.11303968083108965,0.09307855727510021
20180105T010857Z,0.5994016368462909,-0.11244417957624488,-0.10874680001554839
20180105T011021Z,0.9188517805543196,0.011672241777266886,0.16800401341065316
20180105T011117Z,0.495824989077225,0.10564055816253165,-0.10903228799429779
20180105T011239Z,0.6236193267110264,0.08317899987028118,-0.1645489743695122
20180105T011309Z,0.9449573895843745,0.04281976994176561,-0.4238420412167877
