event_id,R_baz,R_rad,R_corr,P_baz,P_rad,P_corr,N
20180206T000002Z,28.8,1.8372539081409522,0.5633325800010788,86.4,1.4242516540045356,0.18364471089905468,2.0
20180206T000041Z,309.6,0.7535821694056161,0.5745010471567558,21.6,2.086701861934038,0.2479732961809981,2.0
20180206T000115Z,273.6,1.8372539081409522,0.948689083474438,129.6,0.6634976520136784,0.2507682988505125,2.0
20180206T000128Z,0.0,0.3510615547429147,0.7838889657019381,108.00000000000001,0.7535821694056161,0.03771409878568332,2.0
20180206T000136Z,93.60000000000001,0.9721047414289302,0.06796774429620382,86.4,0.8558976573957302,0.20233131051503406,2.0
20180206T000157Z,115.2,0.8558976573957302,0.2302237656619146,201.60000000000002,5.778168376825359,0.36310609754862067,2.0
20180206T000208Z,180.00000000000003,16.0,0.09053672662309568,122.40000000000002,12.40330819986167,0.18316292544374532,2.0
20180206T000247Z,302.40000000000003,0.584181993816139,0.32117967120861446,223.20000000000002,16.0,0.08562267618016052,2.0
20180206T000315Z,259.2,16.0,0.5764074284558266,93.60000000000001,2.086701861934038,0.09961953703951282,2.0
20180206T000333Z,7.2,9.615128393797233,0.5037574783441628,165.6,6.562682848061104,0.8368539763636528,2.0
20180206T000358Z,259.2,0.9721047414289302,0.5934603593973812,331.2,16.0,0.12376228658564163,2.0
20180206T000413Z,230.4,16.0,0.06766080544153531,172.8,16.0,0.2849359189888429,2.0
20180206T000424Z,165.6,16.0,0.3142229497239931,36.0,16.0,0.08684127817429654,2.0
20180206T000440Z,237.60000000000002,16.0,0.5314914325317234,86.4,0.7535821694056161,0.2881976568967145,2.0
20180206T000446Z,194.4,16.0,0.47237333041190827,165.6,1.1040895136738127,0.33266130879940187,2.0
20180206T000528Z,0.0,16.0,0.25077534693039816,28.8,16.0,0.25147654564233224,2.0
20180206T000544Z,151.20000000000002,16.0,0.2370539656490773,180.00000000000003,16.0,0.13854469116491583,2.0
20180206T000556Z,172.8,3.0572719704105853,0.18293139982107084,93.60000000000001,0.8558976573957302,0.2922495258661139,2.0
20180206T000610Z,86.4,0.8558976573957302,0.9660993289965698,172.8,16.0,0.13776215100696118,2.0
20180206T000655Z,0.0,2.6918003852647128,0.798774126342952,64.8,0.9721047414289302,0.2441811879050209,2.0
20180206T000715Z,122.40000000000002,16.0,0.9270169512482364,7.2,3.943814886992401,0.1264630193688823,2.0
20180206T000742Z,50.400000000000006,16.0,0.7739113296487387,345.6,16.0,0.16859244730022765,2.0
20180206T000827Z,14.4,16.0,0.09814007578782204,57.6,16.0,0.18573978720595793,2.0
