event_id,similarity,baz,rad,slow,vel,baz_opt,rad_opt,slow_opt,vel_opt
20180109T000046Z,0.9348694403197778,1.7592918860102844,3.472364426509674,0.5903614457831325,1.693877551020408,1.7204406344002483,4.806483679413956,0.5865257419227223,1.7049550062744816
20180109T000320Z,0.6946150478428981,5.7805304826052195,2.3700179062375537,0.5778301886792453,1.730612244897959,5.818454647607991,2.5113859196739767,0.5788086975455584,1.7276865469377114
20180109T000353Z,0.8657210674789029,1.3823007675795091,5.0874361239029895,0.5840286054827175,1.7122448979591838,1.339348103552215,7.612111428846104,0.5873003114877171,1.702706401545837
20180109T000436Z,0.916938809812018,1.5079644737231008,6.562682848061104,0.5840286054827175,1.7122448979591838,1.5349168773176207,4.615876665790992,0.5862262563541053,1.7058260171068795
20180109T000506Z,0.8230579639181079,4.900884539600078,3.943814886992401,0.5840286054827175,1.7122448979591838,4.931860203458019,5.233467194346746,0.5817807688226285,1.7188605288960261
20180109T000616Z,0.7039585078106472,5.277875658030853,2.6918003852647128,0.5840286054827175,1.7122448979591838,5.264412137598109,2.7322891969507275,0.581548080155321,1.7195482783348164
20180109T000913Z,0.6588319873455413,4.1469023027385274,1.8372539081409522,0.5077720207253886,1.9693877551020407,4.156189319873199,1.8544276901043117,0.49872115171762127,2.0051285103026983
20180109T001001Z,0.8279002062457854,2.261946710584651,7.453712553094249,0.5840286054827175,1.7122448979591838,2.3347147750505037,4.179619145306328,0.5807284775941552,1.7219751374046695
20180109T001044Z,0.7054726288487247,4.39822971502571,2.3700179062375537,0.5717619603267211,1.7489795918367348,4.40541848232565,2.3703716369204466,0.5722857182596546,1.7473789194688327
20180109T001109Z,0.9178391336939756,2.261946710584651,4.479275200528711,0.5840286054827175,1.7122448979591838,2.264203773822034,4.304647347154292,0.5834227411891075,1.7140230049343677
20180109T001301Z,0.8274406384120393,1.7592918860102844,8.465719296578376,0.5840286054827175,1.7122448979591838,1.7816343669330084,5.451339140497732,0.5859257445574388,1.7067009075617927
20180109T001315Z,0.8199123631539786,2.387610416728243,3.943814886992401,0.5840286054827175,1.7122448979591838,2.3774233768929083,3.8753318339999714,0.5796277587614319,1.7252451851802848
