event_id,R_corr,P_corr
20180106T000046Z,0.7368955550667858,0.043768558189802576
20180106T000201Z,0.5340774201065991,-0.021929210339276153
20180106T000316Z,0.6421566994624889,0.0022859117953327648
20180106T000328Z,0.49999824130872744,0.013196324213806678
20180106T000345Z,0.8514440586294518,0.017467880440227262
20180106T000358Z,0.8692288681543698,0.03675280771882978
20180106T000530Z,0.939663586134245,-0.033204835091905784
20180106T000602Z,0.8020843061063601,0.051462027361795455
20180106T000627Z,0.8050523286860775,0.033723402119505176
20180106T000641Z,0.9267947481613471,-0.07838273882476632
20180106T000658Z,0.9087054286504985,0.03216538385009697
20180106T000730Z,0.8123321565307793,-0.04163692595685349
20180106T000749Z,0.23728088584415014,0.09714513085973384
20180106T000819Z,0.8901692614266061,0.003299211506034134
20180106T000847Z,0.04427213060563817,0.022800954346132017
20180106T000917Z,0.7940001297086656,-0.1464677571034862
20180106T000942Z,0.7744454115068717,-0.09830433240328758
20180106T001007Z,0.3633338372699223,0.12276802079005905
20180106T001039Z,0.5851530216300684,0.0671775543744098
20180106T001106Z,0.8973056271436181,0.005457323003260679
20180106T001257Z,0.8743873910494494,-0.016379453234821057
20180106T001441Z,0.7768563001889347,0.07889243704789566
20180106T001456Z,0.42282494471864995,-0.040102867911015416
20180106T001542Z,0.9287329719178171,-0.00740157424293533
20180106T001619Z,0.8313311816106503,-0.059431077689736225
20180106T001746Z,0.9533977356946933,0.02648409859539043
20180106T001830Z,0.7493032136644202,0.05574597630653908
20180106T001953Z,0.854467483138611,0.07570471182447983
20180106T002044Z,0.7159254588273126,-0.024060722473506775
20180106T002056Z,0.7042588131668712,0.019739697688475968
20180106T002127Z,0.7795605073874637,0.045734561414654214
20180106T002228Z,0.4366277475079008,0.10419061770973181
20180106T002248Z,0.9140650972406027,0.05995928888669942
20180106T002411Z,0.9464508416772456,0.04700634409813303
20180106T002429Z,0.7028238668240792,-0.0060081339924753134
20180106T002451Z,0.8751346090751672,0.00033717112365484845
20180106T002535Z,-0.009766980128070259,0.11272562657523484
20180106T002601Z,0.798145803392231,-0.013023203679481413
20180106T002728Z,0.9534882362040973,-0.04234711791006029
20180106T002821Z,0.8981471446026024,-0.05505607206977192
20180106T002917Z,0.4777907937903575,0.08328549290727402
20180106T002929Z,0.9462887063065668,0.02144885711542233
20180106T002956Z,0.9312992626977812,0.029915330839240865
20180106T003055Z,0.778007140521177,-0.027799893524180982
20180106T003151Z,0.9290830144779936,0.06015644718884847
20180106T003238Z,0.7595113875463079,-0.020223917384653248
20180106T003500Z,0.8115151931735504,0.006041285336505308
20180106T003814Z,0.909742511024153,-0.008703777987514398
20180106T003905Z,0.8884653864376814,0.13179362532792296
20180106T003954Z,0.8657162267653064,-0.02467792389472311
20180106T004041Z,-0.5464820799626411,-0.046641412005016675
20180106T004148Z,0.3122798088079437,0.08450340842490119
20180106T004226Z,-0.21169548398757654,-0.04997998570317675
20180106T004246Z,0.6999243837129642,-0.1804284768868368
20180106T004323Z,-0.8222615353202453,-0.05672620656756714
20180106T004400Z,0.9496848612359701,-0.048645404455661394
20180106T004427Z,0.7302178616547156,0.031928583280186044
20180106T004434Z,0.9080006775353748,-0.005060979484825339
20180106T004448Z,0.9147220514328293,0.05448417995342513
20180106T004546Z,0.7160584465841031,0.04516797742351402
20180106T004616Z,0.9493718698944286,0.0819901239998738
20180106T004727Z,0.9306676261878967,0.032424865217996014
20180106T004831Z,-0.8491658628159813,-0.07210744409884509
20180106T004843Z,0.9139763620044606,0.0635503584501572
20180106T004948Z,0.8400959437931714,0.07470276146580525
20180106T005013Z,0.9194845952252525,-0.023182238114454946
20180106T005030Z,0.9494978179755623,0.03666665860560493
20180106T005124Z,0.06288712345727208,-0.07853522693396779
20180106T005145Z,0.9164083479087303,-0.07049717212876641
20180106T005304Z,-0.7157970932463118,0.038825893905127154
20180106T005325Z,-0.34024788720463,-0.0045946891071438345
20180106T005349Z,0.9438498773400588,-0.07209055615030203
20180106T005433Z,0.4486055809925585,-0.10561319763311491
20180106T005525Z,0.10038137164417968,0.15381435534475071
20180106T005623Z,0.8857639914198007,0.04970303147795938
20180106T010048Z,0.9665345912316352,-0.04926061690640048
20180106T010114Z,0.8643083140099483,-0.06465861259563582
20180106T010140Z,0.7521413178046812,-0.008094546353232672
20180106T010231Z,0.8096101979944422,-0.0698404873209542
20180106T010248Z,0.8038230829307274,0.016568044039902974
20180106T010347Z,0.43039353804547226,0.10705885607804211
20180106T010416Z,0.5389154955202452,0.07710370221477478
20180106T010424Z,0.8426973288472767,0.009358329914108999
20180106T010606Z,0.797700818486088,0.012818022007566243
20180106T010659Z,0.7097289902322752,0.012447715564740851
20180106T010746Z,0.7820697230091093,0.030013369043559696
20180106T010805Z,0.4031116996020588,-0.0023491563164881662
20180106T010908Z,0.8218967019876235,0.05039011855821889
20180106T010917Z,0.9623429761431672,-0.058475791802588155
20180106T010949Z,0.9421123942531191,-0.0576096323174654
20180106T011037Z,0.9103621398733505,-0.008562402124734976
20180106T011107Z,0.670427483982755,-0.0480134448434439
20180106T011250Z,0.3728151866381591,-0.012244550760553778
20180106T011350Z,0.23152630553514056,0.017086369890456417
20180106T011422Z,0.5987205253161005,-0.03071636690560023
20180106T011442Z,0.3517527737582641,-0.22754287625906272
20180106T011507Z,0.9106088460879753,0.046544572649593066
20180106T011653Z,0.49176524617866524,-0.11048447605968087
20180106T011737Z,0.9115456503431827,-0.08974349546975649
20180106T011748Z,0.8974787145131171,0.03067146750623916
20180106T011900Z,0.6973035942196371,-0.06422804306068232
20180106T011911Z,0.3928579301606492,-0.03546533135643298
20180106T011934Z,0.43659004517684813,-0.019533816115512397
20180106T011944Z,0.6220078527046023,-0.0663834243648476
20180106T012120Z,0.9261009985429806,0.01692752646505827
20180106T012234Z,0.9134080637379655,-0.007321895464841672
