event_id,R_corr,P_corr,S_corr
20180126T000026Z,0.7974860691981135,-0.1267153629446197,-0.13625044768958047
20180126T000035Z,0.5538791029277939,0.2599040444637045,-0.4646773816753684
20180126T000053Z,-0.4179513957596849,-0.10437954104470044,0.05479313514973258
20180126T000118Z,0.8014992161412713,0.1543862552191943,0.1497424468718188
20180126T000147Z,0.09472941583112246,0.16984379823065038,-0.122048706476784
20180126T000202Z,-0.5732539732011285,-0.30491200311137795,-0.21965380972558235
20180126T000215Z,-0.5466764667682702,-0.12610425983482287,0.16891934276559215
20180126T000229Z,-0.6352896057407115,-0.1448590705299045,0.22257569661360657
20180126T000252Z,0.5943803732878516,0.05628401725960537,0.013036641490130136
20180126T000308Z,0.4106141004028836,-0.06432404427029781,0.023079087744640663
20180126T000339Z,0.8491192793023831,0.0008243417495826514,-0.17811292288868752
20180126T000417Z,0.7668269138252723,-0.013346289032304545,-0.004300292003651796
20180126T000432Z,0.7671095661282605,-0.17446060149004886,-0.17334416252312562
20180126T000444Z,-0.007249239358161092,0.11523481061822424,-0.042909474645795705
20180126T000449Z,0.1826634539495818,0.025844077277770227,-0.09341985047433056
20180126T000500Z,0.47169034792807835,-0.11218317104063256,-0.22356916137601723
20180126T000517Z,0.21709192348886458,0.3360068826074626,0.22184323613492235
20180126T000532Z,-0.4004166068416313,0.041263363205818915,-0.1323882024278606
20180126T000542Z,0.8131967648727574,0.10607047115047466,-0.1263894271460943
20180126T000554Z,0.6859046654098465,-0.06086075308083055,0.013502864256136548
20180126T000615Z,-0.21604387645601,-0.21922458713441711,-0.04364467945624545
20180126T000628Z,-0.7263088524343432,0.027544201641780893,-0.022730955451760227
20180126T000639Z,0.4264651384658786,-0.13933414154276405,-0.13644242070413437
20180126T000652Z,0.5737449292259376,-0.09273930777716488,-0.09054565032493025
20180126T000658Z,-0.49764780730352864,-0.08317899624362417,-0.10994209370932205
20180126T000714Z,0.6938699973536813,0.11053014988300709,-0.12636188072485857
20180126T000728Z,-0.06434297150535953,-0.03938339337220438,-0.0651453218121308
20180126T000747Z,-0.1555782225454988,-0.09037125883904122,0.018102790604581618
20180126T000754Z,0.712160385706428,0.03022555487097077,-0.18495679907146603
20180126T000809Z,-0.002204801926136271,0.0685103563930829,0.06926897756024653
20180126T000821Z,0.37690139049430843,-0.02249322178766241,0.06705859657343353
20180126T000831Z,-0.4615969585251852,-0.11996432428890964,-0.1042445403330069
20180126T000900Z,0.8233024029295727,-0.14625949822034992,-0.14671725586334128
20180126T000928Z,0.5700153745003796,0.08716807622900398,-0.011601163394537671
20180126T000938Z,0.9360098811131015,-0.019208693413151276,-0.12910820560298303
20180126T000948Z,0.5975423957174352,-0.03738705099280361,-0.025961758441614486
20180126T001024Z,0.38450522055798303,-0.1734981116748366,0.10772516598903492
20180126T001051Z,-0.06299834959334336,-0.17184597616552325,0.18146234030563949
20180126T001100Z,0.5339279404785352,-0.17260203282396316,-0.05436697161340261
20180126T001108Z,0.33097010669139587,-0.19016237442019196,-0.13151696399649437
20180126T001121Z,0.17740220561976938,-0.15949559049022305,-0.033465314739707756
20180126T001132Z,-0.12630849501126626,0.043026217183802375,0.15265411540182428
20180126T001201Z,0.011019395574279172,-0.1138416550255787,0.14408505224361456
20180126T001211Z,0.0027083013923106182,-0.18800968855409383,0.11915294374000517
20180126T001247Z,0.27995479230202264,-0.3939532383389341,-0.42214334743740717
20180126T001258Z,0.4159902979104612,-0.14507010475040594,0.15681774266193418
20180126T001314Z,-0.1580955788129113,-0.051118972177632685,0.02061789384233232
20180126T001330Z,0.5490367706440666,-0.21098442417461108,-0.214412085205078
20180126T001349Z,0.43655690539723835,0.09784934497836391,-0.112771513409677
20180126T001420Z,-0.14629531339940413,0.09328764805181694,-0.13445141094393168
20180126T001445Z,0.2675730875341054,0.32277816830828365,-0.3809374668779698
20180126T001501Z,0.23042622378039543,-0.0057710843195170735,0.03237964050970917
20180126T001550Z,0.5251149776471313,0.005969607257978403,0.08054243240641097
20180126T001556Z,0.6774258859923331,-0.24610467008924616,0.24278337789355472
20180126T001613Z,0.3326400652819626,0.001320066711768884,-0.009900108413775612
20180126T001630Z,0.9445819802118104,0.0658289486995459,-0.04645107808792024
20180126T001648Z,0.762295448606479,0.15789003977200705,-0.16229660074406838
20180126T001659Z,0.3298449006926221,-0.5130839132718228,-0.302168822211686
20180126T001713Z,0.8622034497865917,-0.0781644986188968,0.06804424252254784
20180126T001730Z,0.3467512876910949,0.028583003730974457,-0.04159201114840247
20180126T001737Z,-0.6790111839631658,-0.07675963359964028,-0.043475783025093036
20180126T001759Z,0.3151956192854324,-0.19575172904709529,-0.036685625439215434
20180126T001837Z,-0.3998924223474261,-0.2450361192289579,0.2372640452496454
20180126T001900Z,-0.24360814159517816,0.0816826794538076,-0.0931692289685558
20180126T001936Z,0.19355729684922846,-0.032321364848687986,0.04239043452834706
20180126T001943Z,-0.5282063586729466,-0.14463009916287353,0.21457286428453784
20180126T001955Z,0.9540526636020644,0.07891087565797687,0.00995422838182441
20180126T002018Z,0.6369770859688714,-0.12406544225987247,0.19928374262074475
