,event_id,group,similarity
0,20180113T000137Z,6a,0.8533595948975707
1,20180113T000228Z,5b,0.8580271152049536
2,20180113T000327Z,6d,0.819560292419277
3,20180113T000422Z,1c,0.9482751168961353
4,20180113T000829Z,2b,0.8710540035316888
5,20180113T001015Z,1c,0.9044772440273833
6,20180113T001105Z,8c,0.7606317399950144
7,20180113T001125Z,2a,0.8459875303259081
8,20180113T001626Z,4b,0.8560398796619916
9,20180113T002418Z,2c,0.8571347660276628
10,20180113T002700Z,2c,0.833191953636459
11,20180113T004155Z,4b,0.8234132273644739
12,20180113T004722Z,4b,0.8189283278966497
13,20180113T005151Z,7d,0.7072292402344642
14,20180113T005255Z,8c,0.7335380870179569
15,20180113T005332Z,3b,0.752917137539598
16,20180113T005619Z,8c,0.7091909910776524
17,20180113T005947Z,2d,0.829946436388162
18,20180113T010106Z,2a,0.8496419898182822
19,20180113T010250Z,4b,0.9006357861790621
20,20180113T010638Z,6a,0.8426803134748799
21,20180113T011646Z,4b,0.8149854019831919
22,20180113T011833Z,2a,0.8209165413778139
23,20180113T012423Z,1c,0.9231855952610997
24,20180113T012529Z,1c,0.9034533473695266
25,20180113T012606Z,2a,0.8074374373569839
26,20180113T012748Z,2d,0.8167970217157636
27,20180113T012953Z,2d,0.8735787719965978
28,20180113T013233Z,2b,0.8516407178900055
29,20180113T013331Z,4b,0.8063090863610681
30,20180113T013530Z,2d,0.8459318991648442
31,20180113T013639Z,1c,0.91582071355715
32,20180113T014505Z,6c,0.8231441315491611
33,20180113T014523Z,4d,0.8187347158341614
34,20180113T015022Z,2a,0.8262845946453535
35,20180113T015139Z,4b,0.8071886722035112
36,20180113T015724Z,2a,0.8151608032279226
37,20180113T015929Z,2c,0.8098341837468233
38,20180113T015940Z,2d,0.8163201381078036
39,20180113T020107Z,2c,0.8164920162061531
40,20180113T020210Z,2a,0.8680095668475873
41,20180113T020323Z,6a,0.8109478098687211
42,20180113T020838Z,2c,0.8179772650989384
43,20180113T021305Z,3b,0.796104504665926
44,20180113T022358Z,7d,0.7332364770689904
45,20180113T022503Z,2c,0.8668781568435546
46,20180113T022709Z,4b,0.8114804654532449
47,20180113T023045Z,2a,0.8323643802965511
