,event_id,group,similarity
0,20180101T000334Z,8b,0.7871827184878896
1,20180101T001355Z,1c,0.9378571902745274
2,20180101T001427Z,2c,0.8411857609894047
3,20180101T003249Z,7b,0.7263275946001604
4,20180101T004535Z,2c,0.8133128387083101
5,20180101T004610Z,2b,0.8435621025208939
6,20180101T004852Z,3d,0.7598291504990662
7,20180101T005952Z,2c,0.8460939906378634
8,20180101T010559Z,7d,0.7419888041253467
9,20180101T010956Z,2a,0.8277138348910603
10,20180101T011821Z,7c,0.7019410096169376
11,20180101T012826Z,4d,0.8242156044984742
12,20180101T013904Z,1d,0.9050045418397448
13,20180101T014005Z,3b,0.7209498267609796
14,20180101T015028Z,1a,0.9256757439823133
15,20180101T015244Z,5b,0.8017311034006274
16,20180101T020835Z,1a,0.9092884866707632
17,20180101T023020Z,2c,0.8246314313136207
18,20180101T023629Z,2d,0.8185351650029435
19,20180101T023923Z,2c,0.8037076523753635
20,20180101T024411Z,7d,0.7051233220650945
21,20180101T024919Z,6c,0.8511601548189732
22,20180101T024945Z,7a,0.7137801275676379
23,20180101T025258Z,2c,0.8143864016104493
24,20180101T030614Z,2a,0.8405919802802824
25,20180101T033836Z,2a,0.8335498304337384
26,20180101T034107Z,2b,0.8241701076234551
27,20180101T034149Z,2a,0.8151819384949041
28,20180101T034335Z,2c,0.8310457821022015
29,20180101T041206Z,2c,0.8796442791049434
30,20180101T044422Z,5c,0.8326226538575723
31,20180101T044500Z,6a,0.8031903744116246
32,20180101T045012Z,4b,0.8003774760639406
33,20180101T045142Z,3d,0.7555877697957569
34,20180101T050024Z,2c,0.8539381340803838
35,20180101T050514Z,3b,0.8834213664651269
36,20180101T050934Z,5c,0.8103008337780813
37,20180101T051623Z,5c,0.8782661229657874
38,20180101T052423Z,3a,0.7119341114233066
39,20180101T054154Z,2c,0.8000319373186701
40,20180101T055251Z,2c,0.8033807024827374
41,20180101T063205Z,3b,0.7334083690796296
42,20180101T063232Z,2c,0.8001945779449905
43,20180101T063418Z,1c,0.9240313862284179
44,20180101T063716Z,3b,0.7260586031391315
45,20180101T065914Z,3b,0.8335685980833657
46,20180101T070915Z,6a,0.827099054269017
47,20180101T071943Z,2c,0.8105937761520184
48,20180101T073152Z,3b,0.7174938743993794
49,20180101T073239Z,3b,0.8010575681131112
50,20180101T073902Z,8d,0.7070102459448528
51,20180101T074508Z,6a,0.8185826356050551
52,20180101T075406Z,2a,0.8189509753706714
53,20180101T075443Z,6a,0.8173369841900211
54,20180101T075741Z,6d,0.8008482770070469
55,20180101T080140Z,2d,0.8003031529582146
56,20180101T081152Z,8b,0.7394090634316038
57,20180101T081614Z,2c,0.8595804068805449
58,20180101T081957Z,6a,0.8226482589832748
59,20180101T082117Z,3b,0.7885520093749864
60,20180101T082739Z,2a,0.8230177818640498
61,20180101T084534Z,3a,0.7973337339280367
62,20180101T085149Z,5c,0.8241479895151272
63,20180101T085443Z,2d,0.8175194391284023
64,20180101T085552Z,6b,0.8257052401947776
65,20180101T085945Z,6b,0.8029878849880429
66,20180101T091519Z,6a,0.8615731311720634
67,20180101T091746Z,2c,0.8178758223363635
68,20180101T092343Z,2c,0.8740814774599586
69,20180101T094144Z,2c,0.8039212735776272
70,20180101T094636Z,8d,0.7052815350908628
71,20180101T095655Z,2a,0.9125472126165111
72,20180101T095842Z,1a,0.9193785832524776
73,20180101T095906Z,7d,0.7278480338063809
74,20180101T100045Z,5b,0.8473202243969807
75,20180101T100553Z,4b,0.822827272012962
76,20180101T100830Z,3d,0.7140517806465881
77,20180101T101103Z,5a,0.8297891951229139
78,20180101T101812Z,6a,0.8077273231821286
79,20180101T102017Z,6a,0.838810115623525
80,20180101T102406Z,2c,0.8263949447588271
81,20180101T103219Z,6d,0.8008975293616925
82,20180101T103349Z,6a,0.8428473825111529
83,20180101T103407Z,2c,0.8334637623279691
84,20180101T103725Z,6a,0.8016046251267592
85,20180101T104327Z,2c,0.8218958516504882
86,20180101T104605Z,5a,0.8395057168855197
87,20180101T104637Z,4d,0.8050429288806015
88,20180101T104722Z,2c,0.8439711382235778
89,20180101T104828Z,3d,0.7518504936630315
90,20180101T105555Z,7a,0.7336799351251237
91,20180101T105830Z,1c,0.9090681492976738
92,20180101T110408Z,3d,0.7426707336324155
93,20180101T110506Z,6b,0.8158780252704195
94,20180101T111054Z,8c,0.7288958453073914
95,20180101T111313Z,6a,0.8313425575636493
96,20180101T111428Z,5c,0.8028135297647302
97,20180101T111452Z,6c,0.8306809270701022
98,20180101T111510Z,1c,0.9011030302347839
99,20180101T111523Z,2d,0.8713374897393007
100,20180101T111612Z,6b,0.816301942880819
